"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields",
"02791caa98b99d39709cea23d5db52db","2015","2014-12-16T00:56:37+00:00","1418691397","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0605213F",
"c10ba7e85a56225806740228728a63e5","2015","2014-12-16T00:56:35+00:00","1418691395","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101113F",
"a4b7d27706a88cb010cc65019b771b92","2015","2014-12-16T00:56:36+00:00","1418691396","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207131F",
"de9a3e78223d0d6b88545dd55338aea4","2015","2014-12-16T00:56:44+00:00","1418691404","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0101235F",
"de9a3e78223d0d6b88545dd55338aea4","2015","2014-12-16T00:56:44+00:00","1418691404","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401314F",
"8080383dd43c444dbbdfe7ee4fada111","2015","2014-12-16T00:56:42+00:00","1418691402","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401115F",
"ebf59c94f545cf7e8b7c37e99147a661","2015","2014-12-16T00:56:43+00:00","1418691403","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207417F",
"b36c9a169e6e5393400db9a43399ce90","2015","2014-12-16T00:56:45+00:00","1418691405","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0207701F",
"b36c9a169e6e5393400db9a43399ce90","2015","2014-12-16T00:56:45+00:00","1418691405","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0303601F",
"b36c9a169e6e5393400db9a43399ce90","2015","2014-12-16T00:56:45+00:00","1418691405","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401897F",
"8582563d8197fe7872a58242643b69f0","2015","2014-12-16T00:56:40+00:00","1418691400","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305202F",
"1bc0fbcf809c0f6822e3a972fd4edcdd","2015","2014-12-16T00:56:40+00:00","1418691400","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401219F",
"2bca0c544991c6edb040fbe370f18023","2015","2014-12-16T00:56:39+00:00","1418691399","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0401314F",
"7482f31e28093e7278ec5d6f2075b179","2015","2014-12-16T00:56:46+00:00","1418691406","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","procurement-base","2015","0305220F",
"74ba280a23aad80278b172574ae1fc3c","2015","2014-12-16T00:57:05+00:00","1418691425","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204154N",
"f6dc8caa94f4886d7f932b2430cd5bd0","2015","2014-12-16T00:58:19+00:00","1418691499","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0708009N",
"053e2a4273a5adcc92ff37184f27bdff","2015","2014-12-16T00:58:26+00:00","1418691506","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","P40_.xml","procurement-base","2015","0204460M",
"965aaa07fb8859a7c7248524249f666e","2015","2014-12-16T00:59:04+00:00","1418691544","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"07e7956a3e205b720644df436d76845a","2015","2014-12-16T00:59:09+00:00","1418691549","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"f1ecfe2cb864529c65ddbe05663dba41","2015","2014-12-16T00:59:09+00:00","1418691549","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604601A",
"6539a1832d41cf69b07aa81536a831c4","2015","2014-12-16T00:59:37+00:00","1418691577","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2015.xml","procurement-base","2015","0604802A",
"a9a87c9e4abd8207d75a9d65517957d9","2015","2014-12-16T01:00:00+00:00","1418691600","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303610K",
"c46c9f23115edd991193d34ba384ab10","2015","2014-12-16T00:59:59+00:00","1418691599","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0901220SE",
"2c5a7f04d9350e9f2098406da77c86a0","2015","2014-12-16T01:00:00+00:00","1418691600","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303140K",
"7829a2d5942aa573c8f04a2c75546003","2015","2014-12-16T01:00:03+00:00","1418691603","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0902199D8Z",
"2cdbb684f25330a0e46a114489bf35e5","2015","2014-12-16T01:00:02+00:00","1418691602","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2015.xml","procurement-base","2015","0303135K",
"677a49261608830e63de5cc94e5b5e12","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603884C",
"677a49261608830e63de5cc94e5b5e12","2015","2014-12-16T01:00:05+00:00","1418691605","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2015.xml","procurement-base","2015","0603881C",
