"id","fiscal_year.meta.partial.fields","timestamp_iso8601.meta.partial.fields","timestamp.meta.partial.fields","source.meta.partial.fields","data_type.meta.partial.fields","catalog.meta.partial.fields","classification.meta.partial.fields","source_filename.meta.partial.fields","resource.meta.partial.fields","type.meta.partial.fields","value.ProgramElementNumber.CodeBProgramElementList.record.partial.fields","value.Cost.PriorYearsDelta.record.partial.fields",
"72d04b5520c3cf943712b6a114586857","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207224F","",
"945d309e99919698448fc9f7a09eb1dc","2016","2015-02-03T15:53:21+00:00","1422978801","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305220F","",
"674b394de3c97882e877ead22bf4c647","2016","2015-02-03T15:53:19+00:00","1422978799","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207417F","",
"34012547a58e6de31accded6583aaa08","2016","2015-02-03T15:53:12+00:00","1422978792","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101126F","",
"8c8f4a93fc3eceadb95c86975ffce2ff","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0101235F","",
"8c8f4a93fc3eceadb95c86975ffce2ff","2016","2015-02-03T15:53:20+00:00","1422978800","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"28b511ea5630d04958895ae48ab4c5f3","2016","2015-02-03T15:53:37+00:00","1422978817","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207429F","",
"386026ef9c8d8a3c19217e968f7969a9","2016","2015-02-03T15:53:37+00:00","1422978817","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0303131F","",
"4cbad15e0770c376537712b8bc7e9e6e","2016","2015-02-03T15:53:35+00:00","1422978815","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207412F","",
"fa96c8300188151b8eb500dbb127073f","2016","2015-02-03T15:53:29+00:00","1422978809","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207327F","",
"fe71d3a9e36e102dcbf8ef726a5ffa79","2016","2015-02-03T15:54:07+00:00","1422978847","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"fa15b8219caccc5cc726798bf423e57d","2016","2015-02-03T15:54:09+00:00","1422978849","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"a87745b3cb3112be3048af559c26528d","2016","2015-02-03T15:54:08+00:00","1422978848","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"13a652682614a8c4cf231168f1242acb","2016","2015-02-05T16:08:17+00:00","1423152497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603884C","",
"13a652682614a8c4cf231168f1242acb","2016","2015-02-05T16:08:17+00:00","1423152497","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","procurement-base","2016","0603881C","",
"b29f53d05e22e6cb46c25d8cc93841a9","2016","2015-02-03T15:51:38+00:00","1422978698","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0204136N","",
"6b4fe7d1773bdaf55b2cbd87e76050c5","2016","2015-02-03T15:52:24+00:00","1422978744","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","procurement-base","2016","0708017N","",
"fd92c9c461a863b288bcb9a575246bea","2016","2015-02-03T15:53:05+00:00","1422978785","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401221F","",
"07e057d15b51daca414d7b5cba8c9c64","2016","2015-02-03T15:53:17+00:00","1422978797","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"59a8a102b6c52ae81c1188ae27493e34","2016","2015-02-03T15:53:17+00:00","1422978797","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"14546f37fcb1b49f494d26d35a3c1cc9","2016","2015-02-03T15:53:18+00:00","1422978798","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207224F","",
"14546f37fcb1b49f494d26d35a3c1cc9","2016","2015-02-03T15:53:18+00:00","1422978798","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401115F","",
"b7a664e0a3d9dc24d44a906cc1c57045","2016","2015-02-03T15:53:14+00:00","1422978794","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0605213F","",
"53b49b72e8dbc46ddb7b93faeda36268","2016","2015-02-03T15:53:15+00:00","1422978795","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0401314F","",
"60ebdf8bb7d47582201dd0dfdcf9942f","2016","2015-02-03T15:53:26+00:00","1422978806","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0207325F","",
"61be7b6f9b4db804faf40e6ee14f9fa2","2016","2015-02-03T15:53:43+00:00","1422978823","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305111F","",
"61be7b6f9b4db804faf40e6ee14f9fa2","2016","2015-02-03T15:53:43+00:00","1422978823","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305909F","",
"3b570a0b4b9981f9c5cd2fd32515b91c","2016","2015-02-03T15:53:42+00:00","1422978822","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305165F","",
"3b570a0b4b9981f9c5cd2fd32515b91c","2016","2015-02-03T15:53:42+00:00","1422978822","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305940F","",
"68587fb7b9dd1409112ca038b6464894","2016","2015-02-03T15:53:42+00:00","1422978822","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","procurement-base","2016","0305176F","",
"bafcd714ccf057a65fbb078c4801edb4","2016","2015-02-03T15:54:08+00:00","1422978848","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0604601A","",
"46ef16b50f3778a959079cd0124fe0c4","2016","2015-02-03T15:54:06+00:00","1422978846","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Army_PB_2016.xml","procurement-base","2016","0654804A","",
"f4e3f8840605f17e86cef605f51ca92c","2016","2015-02-11T02:08:32+00:00","1423620512","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_DoD_Human_Resources_Activity_PB_2016.xml","procurement-base","2016","0901220SE","",
"b971378e72f79fbc823504a598d38490","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303149K","",
"b971378e72f79fbc823504a598d38490","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0701113K","",
"b971378e72f79fbc823504a598d38490","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0301144K","",
"b971378e72f79fbc823504a598d38490","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303122K","",
"b971378e72f79fbc823504a598d38490","2016","2015-02-11T02:08:33+00:00","1423620513","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2016.xml","procurement-base","2016","0303134K","",
"91e7062535390b9bb8d220583da753a4","2016","2015-02-11T02:08:35+00:00","1423620515","http://comptroller.defense.gov/budgetmaterials.aspx","record","dodbudget","public","PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2016.xml","procurement-base","2016","0902199D8Z","",
