"id","value.Description.record.partial.fields","value.BudgetYear.record.partial.fields","value.ServiceAgencyName.record.partial.fields","value.LineItemTitle.record.partial.fields","@totalCostUnits.record.partial.fields","value.LineItemNumber.record.partial.fields","value.P1LineNumber.record.partial.fields","@unitCostUnits.record.partial.fields","@quantityUnitName.record.partial.fields","value.Justification.record.partial.fields","value.ProgramElementNumber.OtherRelatedProgramElementList.record.partial.fields","@quantityUnits.record.partial.fields","value.AppropriationTitle.record.partial.fields","value.BudgetSubActivityTitle.record.partial.fields","value.AppropriationNumber.record.partial.fields","value.CostType.record.partial.fields","value.BudgetActivityNumber.record.partial.fields","value.BudgetSubActivityNumber.record.partial.fields","value.SubmissionDate.record.partial.fields","value.BudgetCycle.record.partial.fields","value.BudgetActivityTitle.record.partial.fields","timestamp.meta.partial.fields","timestamp_iso8601.meta.partial.fields","fiscal_year.meta.partial.fields","source.meta.partial.fields","catalog.meta.partial.fields","data_type.meta.partial.fields","classification.meta.partial.fields","resource.meta.partial.fields","source_filename.meta.partial.fields","type.meta.partial.fields","value.Code.record.partial.fields","value.Name.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.PriorYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.TotalCost.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOneBase.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.CurrentYear.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearTwo.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearOne.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFour.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearThree.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","value.Quantity.BudgetYearFive.Cost.Component.ComponentList.ComponentSplit.record.partial.fields","@manufacturerRateUnits.record.partial.fields","value.MDAPCode.record.partial.fields","value.TotalCost.AllPriorYears.Cost.Component.ComponentList.ComponentSplit.record.partial.fields",
"e3138ae340ca375233c8eee7e9bf8711","HC-130 recapitalization will replace and augment the aging USAF fleets of combat rescue HC-130P/N aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the HC-130 Recap the MC-130 Recap and new AC-130 Recap programs.   Beginning with the FY11 President's Budget the HC-130 Recap and MC-130 Recap programs are being reported separately for improved visibility.  FY08-10 HC-130 Recap program details are reported as part of the HC/MC Recap program.Advance procurement (AP) funds long lead items required to maintain the production schedule.  These long lead items include structural components engine mounts engine components flap shafts and generators.  Congress added $120M of FY12 AP to fund long lead items for all FY13 C-130J variants.  $10M of that AP is in the FY12 HC-130 RECAP AP funding line for 1 FY13 HC-130J aircraft.This funding request incorporates a Multi-Year Procurement (MYP) for FY14 thru FY18.  In support of the FY14 MYP $48M of EOQ has been added in FY14.  Additionally funds for potential Diminishing Manufacturing Sources (DMS) life of type/last time buys are included.Funding for this exhibit is contained in PE 0207224F.","2014","Air Force","HC-130J","Millions","C130JH","8","Millions","Each","","0207230F","Each","","Other Airlift","","","","","2013-04","PB","Airlift Aircraft","1418709945","2014-12-16T06:05:45+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","257","",
"e3138ae340ca375233c8eee7e9bf8711","HC-130 recapitalization will replace and augment the aging USAF fleets of combat rescue HC-130P/N aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the HC-130 Recap the MC-130 Recap and new AC-130 Recap programs.   Beginning with the FY11 President's Budget the HC-130 Recap and MC-130 Recap programs are being reported separately for improved visibility.  FY08-10 HC-130 Recap program details are reported as part of the HC/MC Recap program.Advance procurement (AP) funds long lead items required to maintain the production schedule.  These long lead items include structural components engine mounts engine components flap shafts and generators.  Congress added $120M of FY12 AP to fund long lead items for all FY13 C-130J variants.  $10M of that AP is in the FY12 HC-130 RECAP AP funding line for 1 FY13 HC-130J aircraft.This funding request incorporates a Multi-Year Procurement (MYP) for FY14 thru FY18.  In support of the FY14 MYP $48M of EOQ has been added in FY14.  Additionally funds for potential Diminishing Manufacturing Sources (DMS) life of type/last time buys are included.Funding for this exhibit is contained in PE 0207224F.","2014","Air Force","HC-130J","Millions","C130JH","8","Millions","Each","The FY14 budget supports a five-year 79 aircraft Multi-Year Procurement (MYP).  The MYP includes 72 USAF aircraft (29 C-130J 25 MC-130J 13 HC-130J 5 AC-130J) and 7 USMC KC-130J aircraft.  The contract will have an option for 5 USCG HC-130J aircraft.The FY14 budget supports advance procurement for 4 HC-130J aircraft.","0207237F","Each","Aircraft Procurement Air Force","Other Airlift","3010F","C","2","3","2013-04","PB","Airlift Aircraft","1418709945","2014-12-16T06:05:45+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","257","",
"c04ed158ed5a0fbcc8ed9f2d052be267","The CV-22 is a Special Operations Forces (SOF) variant of the first generation V-22 tiltrotor multi-mission aircraft.  The CV-22 provides long range high speed critical capability to insert extract and resupply special operations forces into politically or militarily denied areas not currently provided by other aircraft.  The Navy is the lead service for the joint V-22 program and is responsible for managing all V-22 medium-lift variants including the CV-22.  The program will field 50 CV-22 aircraft but Advance Procurement funding was appropriated for only 42 of those aircraft (there was no AP funding for aircraft purchased with GWOT/OCO funding).Funding for this exhibit is contained in PE 0401318F.","2014","Air Force","CV-22 (MYP)","Millions","V022A0","16","Millions","Each","No FY2014 funding is requested.","0401318F","Each","Aircraft Procurement Air Force","Helicopters","3010F","C","4","1","2013-04","PB","Other Aircraft","1418709947","2014-12-16T06:05:47+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","212","",
"60845453f2a91f0f768e2780c12dc018","Advance procurement (AP) funds support the procurement of long-lead components in support of reliability enhancement and re-engining program (RERP) modification #6154.  See the P3A for that modification to obtain a full description/justification of the requirement.  Equipment diminishing manufacturing source issues for the long-lead components will be resolved by use of these funds to support continued operations through bridge buys life-of-type buys development and redesign efforts.  Projected allocations by component are subject to total force mission priorities and aircraft availability.  The requirement for the total production program aircraft breakdown is:  Active 33 Reserve 16 Guard 0 Total 49.FY13 AP requirements supported funding to procure long-lead components for 11 modification kits (LOT 7).  This document presents FY12 - FY13 C-5 RERP AP funding data in P-1 Line #40. FY07 - FY11 C-5 AP funding data are located in P-1 Line #42.Funding for this exhibit contained in PE 0401119F.","2014","Air Force","C-5M","Millions","C005M0","40","Millions","Each","No FY14 funding requested.","0401119F","Each","Aircraft Procurement Air Force","Airlift Aircraft","3010F","C","5","3","2013-04","PB","Modification of Inservice Aircraft","1418709958","2014-12-16T06:05:58+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","327","",
"addbedd86f018b87432c77ca432eb7f3","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide 8 aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Advance procurement (AP) funds long lead items required to maintain the production schedule.  These long lead items include structural components engine mounts engine components flap shafts and generators.  Congress added $120M of FY12 AP to fund long lead items for all FY13 C-130J variants.  $20M of that AP is in the FY12 AC-130 RECAP AP funding line for 2 FY13 AC-130J aircraft.Funding for this exhibit is contained in PE 0207237F.","2014","Air Force","AC-130J","Millions","C130JA","23(26)","Millions","Each","","0207224F","Each","","Other Aircraft","","","","","2013-04","PB","Other Aircraft","1418709948","2014-12-16T06:05:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","257","",
"addbedd86f018b87432c77ca432eb7f3","The AC-130 Recapitalization will replace and augment the aging USAF fleet of AC-130H Gunship aircraft which are experiencing airworthiness maintainability and operational limitations.  A common baseline aircraft configuration is being provided for the MC-130 Recap the HC-130 Recap and new AC-130 Recap programs.  The USAF will procure and provide 8 aircraft to USSOCOM along with initial spares and support for conversion into Gunships with Precision Strike Package (PSP) kits.The AC-130 Recap program also has USSOCOM funds to procure SOF-peculiar modifications to the common configured aircraft purchased by the USAF.Advance procurement (AP) funds long lead items required to maintain the production schedule.  These long lead items include structural components engine mounts engine components flap shafts and generators.  Congress added $120M of FY12 AP to fund long lead items for all FY13 C-130J variants.  $20M of that AP is in the FY12 AC-130 RECAP AP funding line for 2 FY13 AC-130J aircraft.Funding for this exhibit is contained in PE 0207237F.","2014","Air Force","AC-130J","Millions","C130JA","23(26)","Millions","Each","No FY14 funding requested","0207230F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","C","4","5","2013-04","PB","Other Aircraft","1418709948","2014-12-16T06:05:48+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","257","",
"02d42c28ab7a7872077362f816c8d07a","The KC-135 Pacer CRAG (Compass Radar & GPS) modification upgraded the KC-135 avionics suite from "round dial" to a digital backbone.  The modification was installed from 1999-2002 and was supported by a 10 year "no fault" warranty for all repairs which expired in November 2011. Funding is required to continue repairs of the Pacer CRAG suite items via Interim Contract Support (ICS) until a permanent depot level repair capability can be established. In addition funding is also required to cover depot level repairs of Global Air Traffic Management (GATM) items that have been damaged by the government or other entity outside the scope of the contractor warranty.Funding for this exhibit is contained in PE 041218F.","2014","Air Force","C-135","Millions","C13500","89","Millions","Each","FY14 funding will provide ICS to continue repair of Pacer CRAG line replaceable units (LRUs) and minimize risk of grounding operational KC-135 aircraft.","0401218F","Each","Aircraft Procurement Air Force","Post Production Support","3010F","AB","7","2","2013-04","PB","Aircraft Supt Equipment & Facilities","1418709952","2014-12-16T06:05:52+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","2014","A","","","","","","","","","","","","","","","","","","","","",
"7de12ef9882d3525d757e28ea5816627","This line item funds modifications to UH-1N and UH-1H/TH-1H aircraft.  The two-engine UH-1N is a light utility helicopter primarily used for missile site and range support and distinguished visitor airlift support. The Huey II Modernization budgeted in FY2014 continues modification of single-engine UH-1H aircraft to TH-1H configuration for use in the helicopter track of USAF Specialized Undergraduate Pilot Training.  There are 62 UH-1N aircraft in the inventory. They were built with an estimated service life of 10000 flight hours and are not service limited due to on-going modifications and upgrades.  There are currently 25 TH-1H aircraft in the inventory.  The TH-1H modification provides a service life of 20 years.  Aircraft are still being modified and delivered.  Upon completion there will be 28 TH-1H aircraft in the inventory. The specific modifications budgeted and programmed are listed below.Funding in this exhibit is contained in PE 0101235F PE 0401314F and PE 0804747F.","2014","Air Force","H-1","Millions","H00100","68","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0207597F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709964","2014-12-16T06:06:04+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","5.449","5.28","","2.657","2.829","2.705","6.627","7.672","6.627","","","","","","","","","","157.844",
"e52e96b934adfe2dbc4723204b3dc7b0","The Global Hawk Modernization efforts are divided into Comm/Identify Friend or Foe (IFF) upgrade low cost mods and Ground Segment & Comms Systems DMS fixes.  Mod 470001 includes the INMARSAT/Comsec IFF Mode 5/Automatic Dependent Surveillance Broadcast (ADS-B) and small mods.   The Global Hawk System provides high altitude deep look long endurance intelligence surveillance and reconnaissance (ISR) capability that complements space and other airborne collectors during peacetime crisis and war-fighting scenarios.  The aircraft is an autonomous high altitude long-endurance unmanned aircraft system (UAS).  The RQ-4A (Block 10) is an imagery-intelligence (IMINT) UAS designed to employ 2000 pounds of payload and employs an Integrated Sensor Suite (ISS).  The RQ-4B UAS is designed to employ 3000 pounds of payload and enable multi-intelligence (multi-INT) collecting.  The RQ-4B has three (3) configurations:  Block 20 Block 30 and Block 40.  The Global Hawk program will incorporate applicable synergies with other platforms including the U.S. Navy Triton USAF Predator/Reaper and other UAV weapon systems.   The Global Hawk system will be continually modified to maintain pace with the evolving threat and the increasing capabilities included in modernization efforts.  These planned modifications include aircraft ground station/communications and other retrofits to incorporate new capabilities or meet mandated equipment standards. Footnotes:  Not all equipment purchases install in the same year.  Aircraft modification components have between 3 and 6 month lead times between long-lead purchases and installation.","2014","Air Force","RQ-4 Mods","Millions","HAWK00","70","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0305220F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709965","2014-12-16T06:06:05+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","9.257","89.177","","6.444","9.446","6.56","9.313","8.847","9.313","","","","","","","","","252","474.903",
"55c8dd71e0f2caf89e2d84484f7f5946","This line item funds all modifications for 11 C-40B and C-40C aircraft commercial-derivative Boeing 737 business jets.  The C-40B/C is a twin-engine turbo fan aircraft used to airlift DoD officials and government personnel worldwide.  The design service life is 30 years with an average of 23 years remaining.  C-40 Nitrogen Generation System is the only major modification in FY14; it is a new start effort.  Additionally service bulletins and low cost modifications are necessary for continuing Federal Aviation Administration certification while improving flight safety reliability and maintainability.  In accordance with Section 1815 of the FY 2008 National Defense Authorization Act (P.L. 110-181) this item is necessary for use by the active and reserve components of the Armed Forces for homeland defense missions domestic emergency responses and providing military support to civil authorities.Funding for this exhibit contained in PE 0401314F.","2014","Air Force","C-40","","C04000","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","1418709961","2014-12-16T06:06:01+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","0.243","0.206","","0.26","0.506","0.265","5.219","0.629","5.219","","","","","","","","","","2.744",
"55c8dd71e0f2caf89e2d84484f7f5946","This line item funds all modifications for 11 C-40B and C-40C aircraft commercial-derivative Boeing 737 business jets.  The C-40B/C is a twin-engine turbo fan aircraft used to airlift DoD officials and government personnel worldwide.  The design service life is 30 years with an average of 23 years remaining.  C-40 Nitrogen Generation System is the only major modification in FY14; it is a new start effort.  Additionally service bulletins and low cost modifications are necessary for continuing Federal Aviation Administration certification while improving flight safety reliability and maintainability.  In accordance with Section 1815 of the FY 2008 National Defense Authorization Act (P.L. 110-181) this item is necessary for use by the active and reserve components of the Armed Forces for homeland defense missions domestic emergency responses and providing military support to civil authorities.Funding for this exhibit contained in PE 0401314F.","2014","Air Force","C-40","","C04000","","","Each","","","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","1418709961","2014-12-16T06:06:01+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air National Guard","","0.000","","","0.6","","0.6","1.5","0.6","","","","","","","","","","",
"55c8dd71e0f2caf89e2d84484f7f5946","This line item funds all modifications for 11 C-40B and C-40C aircraft commercial-derivative Boeing 737 business jets.  The C-40B/C is a twin-engine turbo fan aircraft used to airlift DoD officials and government personnel worldwide.  The design service life is 30 years with an average of 23 years remaining.  C-40 Nitrogen Generation System is the only major modification in FY14; it is a new start effort.  Additionally service bulletins and low cost modifications are necessary for continuing Federal Aviation Administration certification while improving flight safety reliability and maintainability.  In accordance with Section 1815 of the FY 2008 National Defense Authorization Act (P.L. 110-181) this item is necessary for use by the active and reserve components of the Armed Forces for homeland defense missions domestic emergency responses and providing military support to civil authorities.Funding for this exhibit contained in PE 0401314F.","2014","Air Force","C-40","Millions","C04000","58","Millions","Each","","0401845F","Each","","Other Aircraft","","","","","2013-04","PB","Modification of Inservice Aircraft","1418709961","2014-12-16T06:06:01+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Reserve","","0.000","","","1.2","","0.3","1.2","0.3","","","","","","","","","","",
"55c8dd71e0f2caf89e2d84484f7f5946","This line item funds all modifications for 11 C-40B and C-40C aircraft commercial-derivative Boeing 737 business jets.  The C-40B/C is a twin-engine turbo fan aircraft used to airlift DoD officials and government personnel worldwide.  The design service life is 30 years with an average of 23 years remaining.  C-40 Nitrogen Generation System is the only major modification in FY14; it is a new start effort.  Additionally service bulletins and low cost modifications are necessary for continuing Federal Aviation Administration certification while improving flight safety reliability and maintainability.  In accordance with Section 1815 of the FY 2008 National Defense Authorization Act (P.L. 110-181) this item is necessary for use by the active and reserve components of the Armed Forces for homeland defense missions domestic emergency responses and providing military support to civil authorities.Funding for this exhibit contained in PE 0401314F.","2014","Air Force","C-40","Millions","C04000","58","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0401314F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709961","2014-12-16T06:06:01+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Reserve","","0.000","","","1.2","","0.3","1.2","0.3","","","","","","","","","","",
"6e540d98be3e7e2e14bcc991035f4bdd","Mod 470006 includes Ground Segment and Communications System DMS/Obsolescence mitigation. The Global Hawk System provides high altitude deep look long endurance intelligence surveillance and reconnaissance (ISR) capability that complements space and other airborne collectors during peacetime crisis and war-fighting scenarios.The Global Hawk program will incorporate applicable synergies with other platforms including the U.S. Navy Triton USAF Predator/Reaper and other UAV weapon systems.The Global Hawk System will be continually modified to maintain pace with the evolving threat and the increasing capabilities included in modernization efforts.  These planned modifications include aircraft ground station and support retrofits to incorporate new capabilities or meet mandated equipment standards.Funding procures hardware for both Ground Segment and Communication System DMS/Obsolescence mitigation; also funds the installation and integration costs associated with DMS efforts across both segments.  Communication System DMS/Obsolescence mitigation will modify both the Aircraft and the Ground Segment.","2014","Air Force","RQ-4 GSRA/CSRA Mods","Millions","RQ4GCM","76","Millions","Each","Where applicable justification for individual modifications is provided in the P-3A exhibits.","0305220F","Each","Aircraft Procurement Air Force","Other Aircraft","3010F","AB","5","5","2013-04","PB","Modification of Inservice Aircraft","1418709967","2014-12-16T06:06:07+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","A","Air Force Active","0.000","","","10","21.801","10.18","30","32.7","30","","","","","","","","","252","",
"6d5dc0fab7f7dd26286a2f8c6741c418","FY2012 funding totals include $12.3M appropriated for Overseas Contingency Operations (OCO).1. GBU-39/B: Small Diameter Bomb Increment I (SDB I) is an Air Force ACAT II program providing increased kills per sortie on current and future aircraft platforms. SDB I addresses the following specific warfighter requirements: multiple kills per pass; multiple ordnance carriage; adverse weather precision munitions capability; capability against fixed targets; reduced munitions footprint; increased weapons effectiveness; minimized potential for collateral damage; reduced susceptibility of munitions to countermeasures; and standoff or Close Air Support (CAS) operational capability. Threshold aircraft is the F-15E. Objective aircraft include the F-22 F-16 F-35A B-1 A-10 B-52 AC-130W and MQ-9. SDB I completed IOT&E in June 2006 and commenced Full Rate Production (FRP) in December 2006. FY2011 was the last buy of SDB I weapons.1a. SDB I has completed its Full Rate Production program delivering a total of 12300 GBU-39/B weapons and 2000 BRU-61 carriages to inventory. Procurement quantities also include two types of containers for the system (carriage and weapon) and Common Munitions Built-in-Test Reprogramming Equipment (CMBRE) units.2. GBU-39A/B: Small Diameter Bomb (SDB) Focused Lethality Munition (FLM) is an ACAT III program that successfully completed a Milestone C decision in December 2009. SDB I FLM increases the near field blast while decreasing collateral damage thus giving increased options to the warfighter extending access to targets restricted by collateral damage limitations. FLM has a carbon fiber warhead case which disintegrates upon fill detonation minimizing fragmentation effects to personnel and property. FLM total procurement costs include 350 weapons. FY2012 was the last buy of FLM weapons.3. GBU-53/B: Small Diameter Bomb Increment II (SDB II) is a joint interest United States Air Force (USAF) and Department of Navy (DoN) ACAT ID program with the Air Force (AF) as the lead service.  SDB II provides the warfighter the capability to attack mobile targets from stand-off through weather. SDB II addresses the following warfighter requirements: attack moving and stationary targets adverse weather operations multiple kills per pass multiple ordnance carriage precision munitions capability reduced munitions footprint increased weapons effectiveness minimized potential for collateral damage reduced susceptibility of munitions to countermeasures and provides a network enabled weapon capability via Link-16 and Ultra High Frequency (UHF) Weapon Data Link. The threshold aircraft for the AF is the F-15E and the threshold aircrafts for the DoN are the F-35B and F-35C. Objective aircraft include the F-22 F-16 F-35A B-2 A-10 MQ-9 B-1 B-52 and the F/A-18 E/F.  The AC-130 is being considered as an additional objective platform. SDB II will be compatible with the BRU-61 miniature munitions carriage the CNU-660/E carriage system the CMBRE and Joint Mission Planning System (JMPS).  The SDB II will develop and field a single weapon storage container (USAF) and a dual weapon container (DoN). 3a. SDB II completed a 42-month competitive Risk Reduction phase in October 2009.  Milestone B approval to enter the Engineering and Manufacturing Development (EMD) phase was received on 29 July 2010 and the subsequent Acquisition Program Baseline was signed on 8 October 2010.  A Fixed Price Incentive Firm (FPIF) EMD contract was awarded on 9 August 2010.  Low Rate Initial Production is scheduled to begin in FY2014. Required Assets Available (RAA) on the F-15E is scheduled to be completed by January 2017. The DoN Initial Operational Capability (IOC) on the F-35B and F-35C will occur once all F-35B and F-35C operational testing is completed.  SDB II is a key component of the Air Force's Global Strike Task Force CONOPs.3b. The total planned SDB II procurement is 17000 weapons 12000 for the AF and 5000 for the DoN. SDB II total procurement costs in this document include the 12000 AF weapons single weapon containers and associated production support.Funding for this exhibit contained in PE 0207327F.","2014","Air Force","Small Diameter Bomb","Millions","SDB000","6","Millions","Each","No FY2014 funding requested for SDB I.SDB II is scheduled to exercise its Lot 1 Low Rate Initial Production (LRIP) option in FY2014. The EMD contract contains options for LRIP Lots 1-5. The Lot 1 option must be exercised by March 2014 in order to maintain contractual pricing obtained through competition for Lots 2-5. This budget request includes funding for F-15E RAA requirements to include SDB II weapons and training equipment required for weapon handling and maintenance. Training equipment includes Weapon Load Crew Trainers Conventional Maintenance Munitions Trainers and Practical Explosive Ordinance Disposal System Trainers.SDB II Development Status: SDB II continued EMD asset integration activities in FY2012. All major subsystems made progress in design verification testing (DVT) at the component level and some have moved into full qualification testing. Four guided test vehicles (GTVs) have been built. GVT-1 was successfully launched on 17 July 2012. GTV-6 will be the first production representative SDB II test vehicle. Currently all subsystems are on track for a GTV-6 launch in FY2013. Test asset assembly and check-out transitioned to production facilities in January 2013.SDB II began developmental tests in FY2011 which will continue into FY2016 utilizing the F-15E as the employment platform. An Operational Assessment is scheduled for fourth quarter FY2013 prior to Milestone C. The first guided test vehicle (GTV-1) utilizing the SDB II multi-mode seeker successfully impacted a moving target in July 2012. GTV-1 utilized the Normal Attack capability of SDB II against a moving target. The program has successfully executed four Controlled Test Vehicle (CTV) employments to date to verify the aerodynamic performance and maneuverability of the SDB II airframe as well as the proper functioning of the guidance & control system. Three Instrumented Measurement Vehicle flights were completed in FY2012 to obtain environmental data to quantify the environmental conditions experienced in flight. Four Jettison Test Vehicles (JTVs) have been successfully released. JTVs are used to validate the separation and jettison envelopes for the F-15E.","0207327F","Each","Missile Procurement Air Force","Tactical","3020F","AB","2","2","2013-04","PB","Other Missiles","1418709972","2014-12-16T06:06:12+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2014","B","","","","","","","","","","","","","","","","","","","439","",
