"id","timestamp.meta","timestamp_iso8601.meta","fiscal_year.meta","source.meta","catalog.meta","data_type.meta","classification.meta","resource.meta","source_filename.meta","type.meta","value.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MinimumSustainingRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Rate185.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.InitialQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Location.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.MaximumProductionRate.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Quantity.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AwardDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.SpecsAvailableNow.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FundingVehicle.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.PCOLocation.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.FirstDeliveryDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Amount.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.Month.MonthlyDelivery.MonthlyDeliveryList.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ServiceAgencyName.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AcceptedBeforeOct1.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.UnitCost.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.TotalLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ProductionLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeAfterOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.AdminLeadTimeBeforeOct1InMonths.ReorderQuantity.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RFPIssueDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractType.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.ContractMethod.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.OCO.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.FiscalYear.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.ProcQuantity.MonthlyDeliverySchedule.MonthlyDeliveryScheduleList.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","value.RevisionsAvailableDate.HistoryPlanning.HistoryPlanningList.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record","@footnote.Name.Manufacturer.ManufacturerList.Item.ItemList.Category.CategoryList.P40AItemGroup.ItemExhibitList.record",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","National Weather Service (NWS)","","","","","","","MD","","37","2013","2012-10","true","MIPR","NWS","2013-01","","","","","","81.243","","","","","","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","National Weather Service (NWS)","","","","","","","MD","","69","2014","2013-10","true","MIPR","NWS","2014-01","","","","","","47.391","","","","","","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Enterprise Electronics Corp.","","","","","","","AL","","15","2012","2011-10","true","","SSC LANT","2011-12","","","","","","37.400","","","","","2010-11","FP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Enterprise Electronics Corp.","","","","","","","AL","","3","2013","2012-10","true","","SSC LANT","2012-12","","","","","","80.000","","","","","2010-11","FP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Enterprise Electronics Corp.","","","","","","","AL","","14","2014","2013-10","true","","SSC LANT","2013-12","","","","","","60.000","","","","","2010-11","FP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-06","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-07","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-08","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-09","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-10","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-11","","","","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2012","2012-03","true","","SPAWAR","2012-06","35","5","2012-12","Navy","0","145.000","","","","","2008-04","FPIF","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-06","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-07","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-08","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-09","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-10","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-11","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","35","2013","2013-03","true","TBD","SPAWAR","2013-06","35","5","2013-12","Navy","0","150.000","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2014-09","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2014-10","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2014-11","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2014-12","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2015-01","","","","","","","","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Teledyne Brown Eng.","2","5","8","3","5","0","AL","40","30","2014","2014-06","true","TBD","SPAWAR","2014-09","30","5","2015-02","Navy","0","155.000","8","3","5","0","2008-04","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Hydroid Inc.","1","1","23","14","9","0","MA","4","2","2012","2012-07","true","","SPAWAR","2013-09","2","2","2013-09","Navy","0","2405.000","23","14","9","0","2009-10","FFP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Hydroid Inc.","1","1","23","21","2","0","MA","4","1","2013","2012-12","true","","SPAWAR","2014-09","1","1","2014-09","Navy","0","2525.000","","","","","2009-10","FFP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Hydroid Inc.","1","1","23","21","2","0","MA","4","1","2014","2013-12","true","","SPAWAR","2015-09","1","1","2015-09","Navy","0","2525.000","23","21","2","0","2009-10","TBD","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Hydroid Inc.","","","","","","","MA","","1","2013","2012-12","true","","SPAWAR","2014-09","","","","","","1900.000","","","","","2009-10","FFP","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Hydroid Inc.","","","","","","","MA","","1","2014","2013-12","true","","SPAWAR","2015-09","","","","","","1900.000","","","","","2009-10","TBD","C","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Smiths Detection","1","1","18","8","10","0","MD","5","4","2012","2012-08","true","","SPAWAR","2013-04","4","1","2013-04","","","","","","","","2011-05","CPIF","C","true","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Smiths Detection","1","1","18","8","10","0","MD","5","4","2012","2012-08","true","","SPAWAR","2013-04","4","1","2013-05","","","","","","","","2011-05","CPIF","C","true","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Smiths Detection","1","1","18","8","10","0","MD","5","4","2012","2012-08","true","","SPAWAR","2013-04","4","1","2013-06","","","","","","","","2011-05","CPIF","C","true","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","Smiths Detection","1","1","18","8","10","0","MD","5","4","2012","2012-08","true","","SPAWAR","2013-04","4","1","2013-07","Navy","0","2050.000","18","8","10","0","2011-05","CPIF","C","true","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","SSC PAC","1","1","7","4","3","0","San Diego CA","3","3","2012","2012-12","true","WR","SPAWAR","2013-04","3","3","2013-04","Navy","0","633.333","7","4","3","0","2012-10","","","true","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"f72abbdebec8b54e0979ec273db549e9","1418710051","2014-12-16T06:07:31+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2b7b3c2a329e110300c8dd69089560a0","1418710039","2014-12-16T06:07:19+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2b7b3c2a329e110300c8dd69089560a0","1418710039","2014-12-16T06:07:19+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","ARETE","2","6","18","18","0","0","TUCSON AZ","12","1","2014","2014-03","true","","NSWC PC","2015-09","1","1","2015-09","Navy","0","8359000.00","18","18","0","0","2013-03","FFP","C","","","","","",
"2b7b3c2a329e110300c8dd69089560a0","1418710039","2014-12-16T06:07:19+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2b7b3c2a329e110300c8dd69089560a0","1418710039","2014-12-16T06:07:19+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2b7b3c2a329e110300c8dd69089560a0","1418710039","2014-12-16T06:07:19+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","GDAIS","6","6","6","6","0","0","VA Beach VA","6","6","2012","2012-07","true","","Washington DC","2013-01","6","6","2013-01","Navy","0","250000.00","","","","","","FFP","C","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","GDAIS","6","6","6","6","0","0","VA Beach VA","6","4","2013","2013-02","true","","Washington DC","2013-08","4","4","2013-08","Navy","0","250000.00","6","6","0","0","","FFP","C","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","TBD","6","6","6","6","0","0","TBD","6","1","2014","2014-02","true","","Washington DC","2014-08","1","1","2014-08","Navy","0","247000.00","6","6","0","0","","TBD","C","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","GDAIS","","","","","","","VA Beach VA","","5","2012","2012-09","true","","Washington DC","2012-09","","","","","","314600.00","","","","","","FFP","C","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","GDAIS","","","","","","","VA Beach VA","","4","2013","2012-10","true","","Washington DC","2012-10","","","","","","341250.00","","","","","","FFP","C","","","","","",
"31faa3891300966747bc91a7d7667118","1418710054","2014-12-16T06:07:34+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","TBD","","","","","","","TBD","","1","2014","2013-10","false","TBD","** NO PCO **","2013-10","","","","","","298000.00","","","","","","","","","","","","",
"ba707b6167beab63ffdaa68d318d5096","1418710056","2014-12-16T06:07:36+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","NSWC/IH","","","","","","","INDIAN HEAD MD","","50","2011","2011-01","false","","NSWC/IH","2011-03","","","","","","40000.00","","","","","","FFP","C","","","","","",
"ba707b6167beab63ffdaa68d318d5096","1418710056","2014-12-16T06:07:36+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","SAIC","0","0","0","0","0","0","San Diego CA","0","15","2012","2012-08","false","","NSWC/IH","2013-06","15","15","2013-06","Navy","0","166666.67","","","","","2012-05","FFP","C","","","","2013-08","",
"ba707b6167beab63ffdaa68d318d5096","1418710056","2014-12-16T06:07:36+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","SAIC","0","0","0","0","0","0","San Diego CA","0","101","2014","2013-10","false","","NSWC/IH","2014-10","101","101","2014-10","Navy","0","80000.00","0","0","0","0","","FFP","C","","","","2012-08","",
"ba707b6167beab63ffdaa68d318d5096","1418710056","2014-12-16T06:07:36+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ba707b6167beab63ffdaa68d318d5096","1418710056","2014-12-16T06:07:36+00:00","2014","http://comptroller.defense.gov/budgetmaterials.aspx","dodbudget","record","public","procurement-base","PROCUREMENT_MasterJustificationBook_Navy_PB_2014.xml","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
