"id","catalog.meta","resource.meta","type.meta","data_type.meta","timestamp.meta","timestamp_iso8601.meta","source.meta","source_filename.meta","fiscal_year.meta","classification.meta","@monetaryUnit.record","value.ProgramElementNumber.record","value.ProgramElementTitle.record","value.R1LineNumber.record","value.BudgetYear.record","value.BudgetCycle.record","value.SubmissionDate.record","value.ServiceAgencyName.record","value.AppropriationCode.record","value.AppropriationName.record","value.BudgetActivityNumber.record","value.BudgetActivityTitle.record","value.AllPriorYears.ProgramElementFunding.record","value.PriorYear.ProgramElementFunding.record","value.CurrentYear.ProgramElementFunding.record","value.BudgetYearOne.ProgramElementFunding.record","value.BudgetYearOneBase.ProgramElementFunding.record","value.BudgetYearTwo.ProgramElementFunding.record","value.BudgetYearThree.ProgramElementFunding.record","value.BudgetYearFour.ProgramElementFunding.record","value.BudgetYearFive.ProgramElementFunding.record","value.CostToComplete.ProgramElementFunding.record","value.TotalCost.ProgramElementFunding.record","value.ProgramElementMissionDescription.record","@format.record","value.ProgramElementNote.record","value.MdapCode.record","value.BudgetYearOneOCO.ProgramElementFunding.record","value.PriorYearsDelta.record",
"205916853209c94ba240eb6a67ed43e1","dodbudget","rdte-base","2016","record","1422989891","2015-02-03T18:58:11+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603772A","Advanced Tactical Computer Science and Sensor Technology","52","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","3","Advanced Technology Development (ATD)","","34.042","39.149","38.163","38.163","40.239","45.246","46.085","46.997","","","This program element (PE) matures and demonstrates technologies that allow the Warfighter to effectively collect analyze transfer and display situational awareness information in a network-centric battlefield environment. It matures and demonstrates architectures hardware software and techniques that enable synchronized mission command (MC) during rapid mobile dispersed and Joint operations. Project 101 matures and develops software algorithms services and devices to more effectively integrate MC across all echelons and enable more effective utilization of Warfighter resources through accelerated information to decisions and rapid MC on the move. Project 243 matures and demonstrates signal processing and information/intelligence fusion software algorithms services and systems for Army sensors; radio frequency (RF) systems to track and identify enemy forces and personnel; and multi-sensor control and correlation software and algorithms to improve reconnaissance surveillance tracking and target acquisition.Work in this PE is complimentary of PE 0602120A (Sensors and Electronic Survivability) PE 0602270A (Electronic Warfare Technology) PE 0602303A (Missile Technology) PE 0602705A (Electronics and Electronic Devices) PE 0602782A (Command Control Communications Technology) and PE 0603270A (Electronic Warfare Technology); and fully coordinated with PE 0602783A (Computer and Software Technology) and PE 0603008A (Electronic Warfare Advanced Technology).The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering Science and Technology priority focus areas and the Army Modernization Strategy.Work in this PE is performed by the Army Research Development and Engineering Command (RDECOM) Communications-Electronics Research Development and Engineering Center (CERDEC) Aberdeen Proving Ground MD.","","","","","",
"87c5e0396ba8d99b0d4b61e648de6622","dodbudget","rdte-base","2016","record","1422989891","2015-02-03T18:58:11+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603308A","Army Space Systems Integration","55","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","4","Advanced Component Development & Prototypes (ACD&P)","","13.448","13.996","25.061","25.061","25.296","37.300","53.999","71.489","Continuing","Continuing","The program element funds space systems integration efforts performed by the US Army Space and Missile Defense Command/ Army Forces Strategic Command (USASMDC/ARSTRAT) and the Program Executive Office for Intelligence Electronic WarfareUSASMDC/ARSTRAT:  Headquarters Department of the Army General Order Number 37 dated 16 October 2006 designated USASMDC/ARSTRAT as the Army proponent for space and the Army Service Component Command of U.S. Strategic Command (USSTRATCOM).  As such USASMDC/ARSTRAT is responsible to develop warfighting concepts conduct warfighting experiments to validate those concepts identify capabilities needed to implement the validated concepts and develop Doctrine Organization Training Material Leadership & Education Personnel and Facilities (DOTMLPF) solutions to realize those space related capabilities.  Army Regulation (AR) 10-87 Army Commands Army Service Component Commands and the Direct Reporting Units dated 4 September 2007 and AR 5-22 The Army Force Modernization Proponent System dated 19 August 2009 designates USASMDC/ARSTRAT as the Army Force Modernization proponent for Space and High Altitude Capabilities.Project 990 funds USASMDC/ARSTRAT to integrate warfighting concepts and technologies validate concepts and identify capabilities needed to implement the validated concepts and develop DOTMLPF solutions to realize those space and high altitude related capabilities. Provide engineering support to the Joint Friendly Force Tracking (J-FFT) Mission Management Center (MMC) through an associated test-bed for both operational and developmental injection and integration of real-time J-FFT information into the Common Operating Picture (COP) for Combatant Commanders Joint Task Forces (JTFs) and Coalition Partners.  The MMC injects real-time J-FFT information into the Common Operating Picture for COCOMs JTFs and Coalition partners.  USSTRATCOM in accordance with CJCSI 3910.01 (reference V.4.) is designated one of three coordinating agencies for J-FFT within DoD.  CJCSI 3910.01 directs eight Force Modernization tasks to USSTRATCOM.  USSTRATCOM SI 534-5 (reference V.6.) and annually published USSTRATCOM operations orders have designated USASMDC/ARSTRAT as the lead USSTRATCOM component command for Friendly Force Tracking (FFT).Project EB7 funds classified research efforts. The details of the efforts may be provided upon request to appropriately cleared individuals.","","FY16 increase in classified research.","","","",
"7ca44625445534889773924ffe6c95f0","dodbudget","rdte-base","2016","record","1422989892","2015-02-03T18:58:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603619A","Landmine Warfare and Barrier - Adv Dev","56","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","4","Advanced Component Development & Prototypes (ACD&P)","","0.000","0.000","49.636","49.636","69.477","69.478","77.454","88.737","0.000","354.782","This Program Element (PE) provides for the Concept Exploration and Refinement of a Deep-Range employed Networked Obstacle.  This PE develops alternatives to the aging inventory of the Family of Scatterable Mines systems.Project 606 enables component development of improved counter explosive hazard systems that focus on detecting marking and neutralizing mines and improvised explosive devices (IED).  These capabilities will enhance the effectiveness of the Route Clearance Platoon within the Engineer Company the Brigade Combat Team as well as other related Army missions.  Project EK7 Area Denial Capability Development will evaluate integrated technologies and prototype systems in a realistic operating environment to expedite technology transition for a Deep-Range employed Networked Obstacle that denies the enemy terrain and freedom of action while allowing friendly forces to maneuver freely within the same battlespace.  Area Denial Capability Development provides Man-in-the-Loop (MITL) controlled scalable effects against mounted and dismounted enemy forces that disrupt turn fix or block their ability to maneuver.  Area Denial Capability Development enables the Combatant Commander to establish early Situational Awareness of an area without exposing friendly forces to enemy engagement and to actively detect identify discriminate and engage the enemy in order to shape the battlespace at deep operational ranges.  Area Denial Capability Development will utilize an open system modular architecture to facilitate future development maintenance repair and product improvements.","","Note","","","",
"95d3a79659018e105fa1da16771796b3","dodbudget","rdte-base","2016","record","1422989892","2015-02-03T18:58:12+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603747A","Soldier Support and Survivability","60","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","4","Advanced Component Development & Prototypes (ACD&P)","","11.513","8.997","7.758","6.258","13.528","13.211","11.000","11.178","Continuing","Continuing","This program element supports component development and prototyping for organizational equipment improved individual clothing and equipment that enhance Soldier battlefield effectiveness survivability and sustainment.  This program element also supports the component development and prototyping of joint service food and combat feeding equipment designed to reduce logistics burden.","","Note: FY 2013 Previous President's Budget (FY 2014) amount shown in B. Program Change Summary is an electronic error and should be $10073.","","1.500","",
"d4de0ef05ca46c5bc47689f593c98c00","dodbudget","rdte-base","2016","record","1422989886","2015-02-03T18:58:06+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603002A","Medical Advanced Technology","30","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","3","Advanced Technology Development (ATD)","","100.646","106.264","69.584","69.584","68.365","70.847","71.919","73.341","","","This program element (PE) maturates and demonstrates advanced medical technologies including drugs vaccines medical devices diagnostics and developing medical practices and procedures to effectively protect and improve the survivability of U.S. Forces across the entire spectrum of military operations. Cross DoD coordinated and cooperative efforts are focused in four principal medical areas: Combat Casualty Care Military Operational Medicine Militarily Relevant Infectious Diseases and Clinical and Rehabilitative Medicine.  Promising medical technologies are refined and validated through extensive testing which is closely monitored by the U.S. Food and Drug Administration (FDA) and Environmental Protection Agency (EPA) as part of their processes for licensing and/or approving new medical products. The FDA requires medical products to undergo extensive preclinical testing in animals and/or other models to obtain preliminary effectiveness and safety information before they can be tested in human clinical trials. Clinical trials are conducted in three phases to prove the safety of a drug vaccine or device for the targeted disease or medical condition starting in Phase 1 with a small number of healthy volunteers. Following Phase 1 Phase 2 clinical trials to provide expanded safety data and evaluate the effectiveness of a drug vaccine or medical device in a larger population of patients having the targeted disease or medical condition. Each successive phase includes larger numbers of human subjects and requires FDA cognizance prior to proceeding. Work conducted in this PE primarily focuses on late stages of technology maturation activities required to conduct Phase 1 and 2 clinical trials. Some high-risk technologies may require additional maturation with FDA guidance prior to initiating these clinical trials. Such things as proof of product stability and purity are necessary to meet FDA standards before entering later stages of testing and prior to transitioning into a formal acquisition program where large Phase 3 pivotal trials will be conducted for licensure. Activities in this PE may include completion of preclinical animal studies and Phase 1 and 2 clinical studies involving human subjects according to FDA and EPA requirements. Promising medical technologies that are not regulated by the FDA are modeled prototyped and tested in relevant environments.Blast research and research into maturing field rations in this PE are fully coordinated with the United States Army Natick Soldier Research Development and Engineering Center.  This coordination enables improved body armor design and rations for Soldiers. Additionally the activities funded in this PE are externally peer reviewed and fully coordinated with all Services as well as other agencies through the Joint Technology Coordinating Groups of the Armed Services Biomedical Research Evaluation and Management (ASBREM) Community of Interest (COI).  The ASBREM COI formed under the authority of the Assistant Secretary of Defense for Research and Engineering serves to facilitate coordination and prevent unnecessary duplication of effort within the Department of Defense's biomedical research and development community as well as its associated enabling research areas.Project 810 maturates and demonstrates FDA-regulated medical countermeasures such as drugs vaccines and diagnostic systems to naturally occurring infectious diseases and wound infections of military importance as identified by worldwide medical surveillance and military threat analysis.  The project also supports testing of personal protective measures such as repellents and insecticides regulated by the EPA. This project is being coordinated with the Defense Health Program.Project 840 validates studies on safety and effectiveness of drugs biologics (products derived from living organisms) medical devices and medical procedures intended to minimize immediate and long-term effects from battlefield injuries; advanced technology development and clinical studies for treatment of ocular ( and visual system traumatic injury; and restoration of function and appearance by regenerating skin muscle and bone tissue in battle-injured casualties. Additionally this project develops and realistically tests improved occupant protection systems through medical research to characterize mechanisms of injuries sustained by occupants of ground-combat vehicles subjected to underbody blast events determine human tolerance limits to underbody blast forces and develop tools to predict injuries to ground-combat vehicle occupants exposed to underbody blast forces.Project FH4 maturates validates and supports enhanced Force Health Protection of Soldiers against threats in military operations and training. Health-monitoring tools are matured to rapidly identify deployment stressors that affect the health of Joint Forces. These databases and systems enhance the DoDs ability to monitor and protect against adverse changes in health especially mental health effects caused by changes in brain function. Force Health Protection work is conducted in close coordination with the Department of Veterans Affairs. The program is maturing the development of global health monitoring (e.g. development of neuropsychological evaluation methodologies) validating clinical signs and symptoms correlating to medical records diagnosed diseases and mortality rates. The key databases supporting this program are the Millennium Cohort Study and the Total Army Injury and Health Outcomes Database. These databases allow for the examination of interactions of psychological stress and other deployment and occupational stressors that affect Warfighter health behaviors.Project MM3 supports the Medical and Survivability technology areas with laboratory validation studies and field demonstrations of biomedical products designed to counteract myriad environmental and physiological stressors as well as materiel hazards encountered in training and operational environments to protect sustain and enhance Soldier performance. The key efforts are to demonstrate and transition technologies as well as validate tools associated with Soldier survivability injury assessment and prediction assessments for post-concussive syndrome and enhancing performance during continuous operations. The three main thrust areas are (1) Physiological Health and Environmental Protection (2) Injury Prevention and Reduction and (3) Psychological Health and Resilience. This project contains no duplication with any effort within the Military Departments and includes direct participation by other Services.Work funded in this project PE is fully coordinated with efforts undertaken in PE 0602787A and the Defense Health Program.      The cited work is consistent with the Assistant Secretary of Defense Research and Engineering Science and Technology focus areas and the Army Modernization Strategy.   Work in this PE is performed by Walter Reed Army Institute of Research (WRAIR) Silver Spring MD; U.S. Army Medical Research Institute of Infectious Diseases Ft Detrick MD; U.S. Army Research Institute of Environ. Med. (USARIEM) Natick MA; U.S. Army Institute of Surgical Research Ft Sam Houston TX; U.S. Army Aeromedical Research Laboratory (USAARL) Ft Rucker AL; the Naval Medical Research Center (NMRC) Silver Spring MD; U.S. Army Dental Trauma Research Detachment (USADTRD) Ft. Sam Housto","","","","","",
"a3624c2c42a0eb9e6f7e716c11961b8c","dodbudget","rdte-base","2016","record","1422989879","2015-02-03T18:57:59+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Air_Force_PB_2016.xml","2016","public","Millions","0901220F","Personnel Administration","243","2016","PB","2015-02","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","","8.322","5.026","4.598","4.598","6.537","6.513","6.465","6.581","Continuing","Continuing","","R2Long","","","0.000","",
"99af3d0febe95df6f8fcc04629042e87","dodbudget","rdte-base","2016","record","1422989879","2015-02-03T18:57:59+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0601101A","In-House Laboratory Independent Research","1","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","1","Basic Research","","21.255","13.427","13.018","13.018","12.381","11.971","11.540","11.723","","","This program element (PE) supports basic research at the Army laboratories through the In-House Laboratory Independent Research (ILIR) program.  Basic research lays the foundation for future developmental efforts by identifying fundamental principles governing various phenomena and appropriate pathways to exploit this knowledge.  The ILIR program serves as a catalyst for major technology breakthroughs by providing laboratory directors flexibility in implementing novel research ideas by nurturing promising young scientists and engineers and is used to attract and retain top doctoral degreed scientists and engineers.  The ILIR program also provides a source of competitive funds for peer reviewed efforts at Army laboratories to stimulate high quality innovative research with significant opportunity for payoff to Army warfighting capability.  This Program Element (PE) supports ILIR at the Army Materiel Command's (AMC) six Research Development and Engineering Centers (Project 91A); at the six U.S. Army Medical Research and Material Command Laboratories (Project 91C); the seven laboratories within the Corps Of Engineers' U.S. Army Engineer Research and Development Centers (Project 91D); and at the U.S. Space and Missile Defense Command (SMDC) Technical Center (Project F16).Work in the PE provides a foundation for applied research initiatives at the Army laboratories and research development and engineering centers.The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering science and technology priority focus areas and the Army Modernization Strategy.Work in this PE is performed by the AMC MRMC and ERDC (multiple sites); and the SMDC Technical Center (HuntsvilleAL).","","","","","",
"d2fb6417af8085e62334692e33b2d715","dodbudget","rdte-base","2016","record","1422989889","2015-02-03T18:58:09+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603270A","Electronic Warfare Technology","43","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","3","Advanced Technology Development (ATD)","","24.652","26.046","26.874","26.874","27.393","25.767","26.203","26.725","","","This program element (PE) matures and demonstrates electronic warfare (EW) sensors and software intended to deny disrupt locate or destroy the enemy's command control and communications (C3) systems and intelligence surveillance and reconnaissance assets. This PE matures both countermeasures (CM) and counter-countermeasures (CCM) to deny the enemy the use of their systems while protecting US assets from enemy deception and jamming. Project K15 matures and demonstrates capabilities to locate and exploit enemy communication systems including computer networks. Project K16 matures and demonstrates multifunctional EW capabilities (jamming) to enhance platform survivability and provide near real-time situational awareness to the Commander through the detection identification and geo-location of emitters of interest.Work in this PE is complimentary of PE 0602120A (Sensors and Electronic Survivability) PE 0602782A (Command Control Communications Technology) PE 0602270A (Electronic Warfare Technology) PE 0603008A (Command Control Communications Advanced Technology) PE 0603772A (Advanced Tactical Computer Science) and PE 0603794A (Command Control and Communications Advanced Technology) and fully coordinated with PE 0602601A (Combat Vehicle and Automotive Technology) PE 0602618A (Ballistics Technology) PE 0603003A (Aviation Advanced Technology) PE 0603004A (Weapons and Munitions Advanced Technology) PE 0603005A (Combat Vehicle and Automotive Advanced Technology) PE 0603008A (Electronic Warfare Advanced Technology) PE 0603313A (Missile and Rocket Advanced Technology) and PE 0603794A (Command Control and Communications Advanced Technology).The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering Science and Technology priority focus areas and the Army Modernization Strategy.Work in this PE is performed by the Army Research Development and Engineering Command (RDECOM) Communications-Electronics Research Development and Engineering Center (CERDEC) Aberdeen Proving Ground MD.","","FY16 decrease to support higher priority Army research areas.","","","",
"c7286aa5c6df99feac0a320347819c1e","dodbudget","rdte-base","2016","record","1422989889","2015-02-03T18:58:09+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603313A","Missile and Rocket Advanced Technology","44","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","3","Advanced Technology Development (ATD)","","81.951","79.934","49.449","49.449","52.190","58.142","56.688","59.300","","","This program element (PE) matures fabricates and demonstrates advanced rocket missile interceptor and guided munition technologies to enhance weapon system lethality survivability agility deployability and affordability. Project 206 develops high fidelity simulations for advanced tactical missiles and interceptors. Project 263 demonstrates missile and interceptor systems with capabilities to provide protection against rockets artillery and mortars; provide precision weapons for small units in close combat; provide precision long-range fires; and provide minimum smoke propulsion for aviation missiles. Project 704 demonstrates the capability to detect and track rocket artillery mortar and unmanned air vehicles threats. Project G03 demonstrates missile-based deployable force protection and fire control systems as well as defense against unmanned aerial vehicles and rotary wing aircraft. NA6 is a congressional increase project. Work in this PE is complimentary to PE 0602303A (Missile Technology) and is fully coordinated with PE 0602618A (Ballistics Technology) PE 0602624A (Weapons and Munitions Technology) PE 0603003A (Aviation Advanced Technology) PE 0603004A (Weapons and Munitions Advanced Technology) PE 0603005A (Combat Vehicle and Automotive Advanced Technology) PE 0603125A (Combating Terrorism Technology Development) PE 0603270A (Electronic Warfare Technology) PE 0603734A (Combat Engineering Systems) and PE 0708045A (Manufacturing Technology). The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering science and technology priority focus areas and the Army Modernization Strategy.    Work in this PE is performed by the Aviation and Missile Research Development and Engineering Center (AMRDEC) located at Huntsville AL.","","","","","",
"a83373e4798dc3c42d054cde038b7fc3","dodbudget","rdte-base","2016","record","1422989893","2015-02-03T18:58:13+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603766A","Tactical Electronic Surveillance System - Adv Dev","61","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","4","Advanced Component Development & Prototypes (ACD&P)","","10.390","8.953","13.472","13.472","16.963","20.952","21.348","21.749","Continuing","Continuing","The Tactical Exploitation of National Capabilities (TENCAP) program serves as the Army's centralized lead to perform National Intelligence cross-agency engineering to evaluate enhance prototype and transition Intelligence Surveillance and Reconnaissance (ISR) technologies/capabilities developed by Science and Technology (S&T) and other activities across the National Intelligence Community (IC) into Army systems and architectures.  TENCAP (1) ensures continued access to current National and Theater sensors and supporting tactical architectures; and (2) exploits new developments that focus on improving the analysis and tasking collection processing exploitation dissemination and feedback (TCPEDF) of intelligence data.  This includes efforts to: (1) shorten targeting timelines down to Platoon level; (2) enhance target identification; (3) provide better target location (accuracy); (4) provide continued coverage of a target; and (5) develop in-theater analytic tools to enable data exploitation in near-real-time support to contingency operations.","","","","","",
"ffa89103533cfd34e57e6fdb1bfff8ce","dodbudget","rdte-base","2016","record","1422989893","2015-02-03T18:58:13+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0603779A","Environmental Quality Technology - Dem/Val","63","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","4","Advanced Component Development & Prototypes (ACD&P)","","2.544","7.826","8.813","8.813","9.120","8.468","9.589","9.342","Continuing","Continuing","There is a broad application potential for environmental quality technology (EQT) to be applied to multiple Army weapon systems and installations.  However technology must be demonstrated and validated (total ownership cost and performance data identified) before potential users will consider exploiting it.  This program element includes projects focused on validating the general military utility or cost reduction potential of technology when applied to different types of infrastructure military equipment or techniques.  It may include validations and proof-of-principle demonstrations in field exercises to evaluate upgrades or provide new operational capabilities.  The validation of technologies will be in as realistic an operating environment as possible to assess performance or cost reduction potential.  EQT demonstration/validation is systemic; i.e. applies to a class of systems (e.g. vehicles or aircraft) or to a Department of Army-wide multiple site/installation problem (e.g. unexploded ordnance detection and discrimination).  This program will address and eventually resource programs in each of the Army environmental quality technology pillars (military materials in the environment sustainable ranges and lands compliance and pollution prevention).  All work must be endorsed by potential users and supported by a state-of-the-art assessment (i.e. "technology is heading for user to implement").","","FY 2016 reduction attributed to realignment to other higher priority Army programs.","","","",
"27f143321b594bf75472d8d5377d96e4","dodbudget","rdte-base","2016","record","1422989880","2015-02-03T18:58:00+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0602105A","Materials Technology","5","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","2","Applied Research","","45.243","46.000","28.314","28.314","30.295","30.696","31.391","32.006","","","This program element (PE) evaluates materials for lighter weight and more survivable armor and for more lethal armaments.  Project H7G researches and explores nanostructure materials properties and exploits the strength and durability of these materials to enable lighter weight increased performance in Soldier weapons and protection applications.  Project H84 researches a variety of materials and designs fabricates and evaluates performance of components for lighter weight Soldier and vehicle armors armaments and electronics.Work in this PE builds on the materials research transitioned from PE 0601102A (Defense Research Sciences) project H42 (Materials and Mechanics) and PE 0601104A (University and Industry Research Centers) project J12 (Institute for Soldier Nanotechnologies).  This work complements and is fully coordinated with PE 0602601A (Combat Vehicle and Automotive Technology) PE 0602618A (Ballistics Technology) PE 0602786A (Warfighter Technology) PE 0603001A (Warfighter Advanced Technology) PE 0603004A (Weapons and Munitions Advanced Technology) PE 0603005A (Combat Vehicle Advanced Technology) and PE 0708045A (Manufacturing Technology).The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering science and technology priority focus areas and the Army Modernization Strategy.Work is performed by the U.S. Army Research Laboratory (ARL) Adelphi MD and Aberdeen Proving Ground MD and the Massachusetts Institute of Technology.","","FY14 Congressional add for Silicon Carbide research reprogrammed to 0602705A for proper execution.","","","",
"f8ee226950469e0b59d07ff077b1b64d","dodbudget","rdte-base","2016","record","1422989878","2015-02-03T18:57:58+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Air_Force_PB_2016.xml","2016","public","Millions","0901202F","Joint Personnel Recovery Agency","241","2016","PB","2015-02","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","","1.046","2.603","5.911","5.911","3.948","2.019","2.056","2.092","Continuing","Continuing","","R2Long","","","0.000","",
"3336542fc63cd5cc783600e072cdfff2","dodbudget","rdte-base","2016","record","1422989883","2015-02-03T18:58:03+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0602622A","Chemical Smoke and Equipment Defeating Technology","15","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","2","Applied Research","","4.378","3.970","3.866","3.866","3.923","3.994","4.018","4.098","","","This program element (PE) investigates and evaluates obscurant technologies to increase personnel and platform survivability and develop and validate forensic analysis methods for military and homemade explosive devices including their precursors and residue. Project 552 pursues research in materials science as well as dissemination methodologies mechanisms technologies and techniques to enable forensic analysis of explosive signatures.   Work in this PE is related to and fully coordinated with PE 0603004A project L97 (Smoke and Obscurants Advanced Technology) and PE 0603606A project 608 (Countermine & Barrier Development).    The cited work is consistent with the Assistant Secretary of Defense for Research and Engineering science and technology priority focus areas and the Army Modernization Strategy.   This work is performed by the Army Research Development and Engineering Command (RDECOM) Edgewood Chemical Biological Center (ECBC) Edgewood MD.","","","","","",
"fe6d9c0191393d50c249ca8b67741531","dodbudget","rdte-base","2016","record","1422989900","2015-02-03T18:58:20+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0604746A","Automatic Test Equipment Development","94","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","","6.498","11.079","8.960","8.960","11.014","10.740","10.227","10.127","Continuing","Continuing","This program element (PE) provides for development and testing of general-purpose test equipment state-of-the-art diagnostics and prognostics technologies and software and systems to support the increasingly complex electronic components of the Army's new and upgraded weapon systems.  It focuses on implementation of commercial test and diagnostic technologies across multiple weapon platforms to minimize the cost of troubleshooting and maintenance of Army equipment in the field.  Modular reconfigurable automatic and semi-automatic systems are being developed under this program to satisfy weapon system test and diagnostics requirements.  The Next Generation Automatic Test System (NGATS) currently under development provides state-of-the-art test and diagnostic capabilities to support current and future weapon systems.  It is the platform for transitioning Agile Rapid Global Combat Support System (ARGCS) technologies into the Army weapon system support structure and it will replace several aging automatic test systems (ATS) that are becoming prohibitively expensive to operate and maintain.  This PE also provides for continued development and improvement of general-purpose test equipment and calibration standards with emphasis on the incorporation of digital electronics and tailoring of configurations to improve deployability mobility and survivability of the support equipment. FY 2016 Base funding for this program continues development of the Army's standard NGATS which will improve deployability and mobility of test and diagnostic equipment.  The NGATS provides state-of-the-art test and diagnostic capabilities and a means for reducing the Army's test equipment operating and support costs and the costs for supporting a number of the Army's vital warfighting systems.  The FY 2016 funding will develop or significantly modify test equipment to satisfy modular force and homeland security support requirements that cannot be accommodated with test equipment currently available in the commercial marketplace such as radio frequency (RF) and electro-optic (EO) testing capability.  It will also provide for technology enhancements to the Army's standard at-system tester to meet test and diagnostoic requirements of the supported weapon systems develop/redesign test program sets and hardware for support of legacy and emerging weapon systems and develop a network centric software framework for NGATS.The FY 2016 funding request was reduced for $2.002 million to account for the availability of prior year execution balances.","","FY 2016 $5.222 million reduction to support higher priority projects","","","",
"82157622d598e33339192c50a383299f","dodbudget","rdte-base","2016","record","1422989900","2015-02-03T18:58:20+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_JustificationBook_Army_PB_2016.xml","2016","public","Millions","0604760A","Distributive Interactive Simulations (DIS) - Eng Dev","95","2016","PB","2015-02","Army","2040","Research Development Test & Evaluation Army","5","System Development & Demonstration (SDD)","","12.193","10.022","9.138","9.138","11.232","11.412","11.318","16.226","Continuing","Continuing","The program element "Distributive Interactive Simulations - Engineering Development" applies to the Army's Advanced Simulation Program which enables operational readiness and the development of concepts and systems for the Future Force through the application of new simulation technology and techniques.  The development and application of simulation technology will provide the means to link electronically a range of various simulation tools in a manner that is transparent to the user.  The amalgam of simulations and tools is linked together to enable execution of an event; to verify the scenarios tactics/techniques and procedures; to train testers on new hardware/software; and to conduct trial test runs before costly live field tests.  The tools developed are available for reuse by developers and users of simulations throughout the Army.  Project C74 provides the resources necessary to perform the formally chartered mission of the Army's Simulation-to-C4I* Interoperability Overarching Integrated Product Team (SIMCI OIPT).  (*C4I = Command Control Communications Computers and Intelligence.)  Project C77 Army Geospatial Data Master Plan focuses on activities that start with data acquisition from multiple sources and culminate in (1) accurate robust and timely geospatial data and data management and (2) integration and conversion tools that support multiple battle command training and mission-rehearsal applications.  Project C78 develops the One Semi-Automated Forces (OneSAF) program which will combine and improve the functionality and behaviors of several current semi-automated forces to provide a single SAF for Army use in simulations.  FY 2016 funding for Project C74 continues management of the SIMCI OIPT's Army-wide collaborative interoperability enhancement activities including architecture alignment data model alignment common standards components and products. Project C77 continues development efforts associated with the Ground-Warfighter Geospatial Data Model(GGDM) and Geospatial Data Standards.  Project C78 continues development of software as required to provide OneSAF Pre-Planned Product Improvements (P3Is) as prioritized and approved by the Training and Doctrine Command.","","Funding realigned for higher Army priorities. The FY 2016 funding request was reduced by $1.075 million to account for the availability of prior year execution balances.","","","",
