"id","catalog.meta","resource.meta","type.meta","data_type.meta","timestamp.meta","timestamp_iso8601.meta","source.meta","source_filename.meta","fiscal_year.meta","classification.meta","@monetaryUnit.record","value.ProgramElementNumber.record","value.ProgramElementTitle.record","value.R1LineItemNumber.record","value.BudgetYear.record","value.BudgetCycle.record","value.SubmissionDate.record","value.ServiceAgencyName.record","value.AppropriationCode.record","value.AppropriationName.record","value.BudgetActivityNumber.record","value.BudgetActivityTitle.record","value.PriorYear.ProgramElementFunding.record","value.CurrentYear.ProgramElementFunding.record","value.BudgetYearOne.ProgramElementFunding.record","value.BudgetYearOneBase.ProgramElementFunding.record","value.BudgetYearTwo.ProgramElementFunding.record","value.BudgetYearThree.ProgramElementFunding.record","value.BudgetYearFour.ProgramElementFunding.record","value.BudgetYearFive.ProgramElementFunding.record","value.ProgramElementNote.record","value.ProgramElementMissionDescription.record","value.AllPriorYears.ProgramElementFunding.record","value.CostToComplete.ProgramElementFunding.record","value.TotalCost.ProgramElementFunding.record","value.MdapCodes.record","@format.record",
"92cb2ea48aef868cd17734d2a499987c","dodbudget","rdte-base","2014","record","1418721854","2014-12-16T09:24:14+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0603851F","Intercontinental Ballistic Missile - Dem/Val","38","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","4","Advanced Component Development & Prototypes (ACD&P)","71.824","71.181","86.737","86.737","93.549","82.005","63.170","64.307","","This program ensures a responsive design and development engineering infrastructure to address emerging issues and technology insertion within the current Intercontinental Ballistic Missile (ICBM) future strategic systems/capability and other common strategic mission areas where appropriate to develop enhanced multi-use capabilities.  Efforts identify methods to reduce life cycle costs improve nuclear safety and surety and ensure strategic missile viability.  Demonstration and validation projects include guidance applications propulsion applications reentry vehicles development of enhanced command/control capabilities rocket system launch program efforts long range planning efforts and Ground Based Strategic Deterrence (GBSD).  BA4 - This program is in Budget Activity 4 Advanced Component Development and Prototypes (ACD&P) because efforts are necessary to evaluate integrated technologies representative modes or prototype systems in a high fidelity and realistic operating environment.","","Continuing","Continuing","","",
"953dcd9b1388bf03cc6625114822b756","dodbudget","rdte-base","2014","record","1418721864","2014-12-16T09:24:24+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0605431F","Advanced EHF MILSATCOM (SPACE)","87","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","5","System Development & Demonstration (SDD)","0.000","0.000","272.872","272.872","236.934","184.965","121.787","101.889","In FY2014 Project 657103 Advanced MILSATCOM and Project 657104 Evolved AEHF MILSATCOM efforts transferred from PE 0603430F Advanced EHF MILSATCOM (Space) Project 644050 Advanced MILSATCOM and Project 64A030 Evolved AEHF MILSATCOM in order to transition to Budget Activity 5.","Develop and acquire Advanced Extremely High Frequency (AEHF) Military Satellite Communications (MILSATCOM) satellites mission control segment and cryptography for survivable anti-jam worldwide secure communications for the strategic and tactical warfighters.  AEHF satellites will replenish the existing EHF system (Milstar) providing much higher capacity and data rate (5x increase over Milstar II) capabilities.  AEHF is a cooperative program that includes International Partners (Canada the United Kingdom and the Kingdom of the Netherlands).    Space Vehicle-1 (SV-1) launched on 14 August 2010.  SV-1 experienced a propulsion anomaly and was raised to its geostationary orbit using alternative orbit raising techniques.  SV-1 completed on-orbit test and transitioned to operations in March 2012.  SV-2 launched on 4 May 2012 successfully completed on-orbit testing in October 2012 and is under operational control as of 7 Nov 2012.      With SV-1 and SV-2 launched the AEHF program has nearly completed its development phase and is now addressing obsolescence production continuity supplier stability and industrial base issues.  Future AEHF satellites will be procured using the Department of Defense (DoD) Efficient Space Procurement (ESP) concept.  The ESP concept is a procurement approach which seeks stable production and efficient sub-contractor product management through the block buy of two space vehicles at one time (as described in Advanced EHF MILSATCOM P-40 Exhibit).  In addition the ESP concept includes use of RDT&E funding for a MILSATCOM Space Modernization Initiative (SMI) to fund engineering activities to reduce future production costs through manufacturing and producibility enhancements improve capabilities through insertion of new technologies and replace obsolete parts crypto and materials.  The SMI efforts will provide opportunities for competition to develop potential technology upgrades at the component and system level for future satellites of the current or any follow-on system.  SMI efforts will include obsolescence management and mitigation technology maturation new components' qualification subsystem and component prototyping architecture and system concept studies (to include hosted payloads) and pathfinder efforts to address MILSATCOM capability gaps identified in the Joint Space Communications Layer (JSCL) Initial Capabilities Document (ICD) and the forthcoming "Resilient Basis for SATCOM in Joint Operations" study.The FY14 request funds efforts such as SV-1 and SV-2 on-orbit operations support Mission Control Segment (MCS) sustainment including ground mobile command and control fielding and support and studies/analyses as required.  Additionally the request funds the design/development for the transition of AEHF to the next generation crypto key management system Key Management Infrastructure (KMI).  The FY14 request also funds continued SV-6 flight crypto redevelopment future AEHF parts obsolescence mitigation studies and risk reduction on MILSATCOM technologies.  This program is in Budget Activity 5 System Development and Demonstration (SDD) because it is conducting engineering and manufacturing development tasks aimed at meeting validated requirements prior to full-rate production.","0.000","Continuing","Continuing","261","",
"3531e005a362ee6769b86c95457e502c","dodbudget","rdte-base","2014","record","1418721857","2014-12-16T09:24:17+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0305178F","National Polar-Orbiting Operational Environmental Satellite System (NPOESS)","57","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","4","Advanced Component Development & Prototypes (ACD&P)","43.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","The restructure from the National Polar-orbiting Operational Envronmental Satellite System (NPOESS) program to the Defense Weather Satellite System (DWSS) was finalized in FY 2011.  The DWSS program was terminated per Congressional direction in FY 2012.  DoD will utilize the remaining Defense Meteorological Satellite Program (DMSP) satellites to satisfy the DoD overhead weather requirements until a follow-on capability can be acquired.  All FY 2012 activities in this PE support DWSS program termination.","Presidential Decision Directive/National Science and Technology Council-2 (PDD/NCTC-2) (May 1994) directed the DoD Department of Commerce (DOC) and the National Aeronautics and Space Administration (NASA) to establish a converged national polar-orbiting weather satellite program.  The converged program the National Polar-orbiting Operational Environmental Satellite System (NPOESS) combined the follow-on to DoD's Defense Meteorological Satellite System (DMSP) and the DOC's Polar-orbiting Operational Environmental Satellite (POES) program. On 1 February 2010 the Executive Office of the President announced a restructure of the NPOESS program which directed the acquisition and development of separate military and civil weather satellite programs.  The Air Force began acquisition of the Defense Weather Satellite System (DWSS) to satisfy military weather requirements.  The National Oceanographic and Atmospheric Administration (NOAA) will acquire the Joint Polar Satellite System (JPSS) and a shared common ground system to address civil weather and environmental requirements.  The DWSS system was designed to produce environmental data records for regional/global meteorological oceanographic environmental climatic data and space environmental remote sensing information.  DWSS capabilities would enable the anticipation and exploitation of atmospheric and space environment conditions for military operations planning.  DWSS data would also be instrumental to civilian weather forecasters as they work to improve climate forecasting and severe weather modeling and prediction reducing the potential for loss of civilian life and property.The DWSS program was designed to satisfy DoD's environmental monitoring requirements in the early morning orbit by developing and launching two satellites [flight-1 (F1) and flight-2 (F2)] each with an electro-optical sensor Space Environment Monitor (SEM-N) and a microwave sensor with a planned initial launch capability no earlier than 2018.RDT&E funds in FY 2012 were used to support DWSS program termination activities such as: leveraging and/or transitioning government investments in the NPOESS/DWSS program including electro-optical microwave and space weather sensors spacecraft materials algorithms and other DoD-specific elements of the common ground system; acquiring if necessary any intellectual property rights and data; storage of program assets for potential future use; and covering any contractor or government liabilities incurred while performing termination activities.  BA-4 - This program is a Budget Activity 4 Advanced Component Development and Prototypes (ACP&P) because efforts are necessary to evaluate integrated technologies representative modes or prototype systems in a high fidelity and realistic operating environment.","","Continuing","Continuing","239","R2Long",
"2ab7c62c13ec366b9a6cbd3bf6fec294","dodbudget","rdte-base","2014","record","1418721858","2014-12-16T09:24:18+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0603840F","Global Broadcast Service (GBS)","59","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","5","System Development & Demonstration (SDD)","5.631","14.652","0.000","0.000","0.000","0.000","0.000","0.000","","Global Broadcast Service provides DoD with an efficient high data rate broadcast capability from distributed information sources to dispersed warfighters who receive the broadcast directly on small inexpensive user terminals.  This Program Element funds the broadcast transmit activities associated with the GBS architecture.  The GBS broadcast receive segment consists of  Service-funded terminals known as Receive Suites which receive the broadcast and then disseminate information to local users.   Service Receive Suites and the integration into service networks are funded in other Program Elements.  GBS broadcast data includes video (especially from Unmanned Aerial Vehicles) imagery logistics weather data maps and operational orders.  The GBS space segment includes transponders on operational Navy satellites currently Ultra High Frequency Follow-On (UFO) 8 and UFO 10 augmentation by commercial leased Ku-band transponders and now the Wideband Global SATCOM (WGS) System.  Currently the GBS broadcast segment consists of Satellite Broadcast Managers (SBMs) for the broadcast build and Primary Injection Points (PIPs) for the broadcast uplink and the Transportable Satellite Broadcast Managers (TSBMs) for the broadcast build in theatre.  The SBMs and PIPs together known as Transmit Suites are located at Navy facilities.  The Theatre Injection Point (TIP) is a ground mobile satellite terminal suite transportable via two heavy High Mobility Multi-purpose Wheeled Vehicles (HMMWV) consisting of the TSBM and the Army Phoenix terminal. The DECC will utilize a new hardware and software architecture to resolve impending Commercial Off the Shelf (COTS) obsolescence Information Assurance compliance and sustainment issues. During FY09 to the present the broadcast creation transitions to existing Defense Information Systems Agency (DISA) Defense Enterprise Computing Centers (DECCs). This transition addresses SBM hardware/software obsolescence issues.  The DECC transition contract was awarded on 15 May 09.  This effort was designated as an ACAT III program and funding was realigned (i.e. a separate project was created) to delineate between the current ACAT I GBS program and the ACAT III SBM Transition program.    This effort continues SBM transition/upgrade to the DISA DECCs as well as systems transmission security test information assurance program office support and Operational Requirements Document (ORD) III studies. Funding for this effort ended in FY13.Funding is in Budget Activity 5 System Development and Demonstration since program is fielding pre-production equipment.","","Continuing","Continuing","326","R2Long",
"e1f06dbed6465493900cdae158685f4c","dodbudget","rdte-base","2014","record","1418721863","2014-12-16T09:24:23+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0604933F","ICBM Fuze Modernization","82","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","5","System Development & Demonstration (SDD)","0.000","73.512","129.411","129.411","214.836","275.952","353.256","396.568","In FY 2013 655082 ICBM Fuze Support efforts were transferred from PE 0604851F ICBM - EMD 657006 ICBM EMD: Fuze Support in order to distinguish the effort as an pre-ACAT I program.Under FY13 CRA FY13 execution is occurring in PEC 0604851F and will be transferred to PEC 0640933F when Appropriation Act is passed. Prior Years funding includes $9.740M from PE 0604222F in FY11 and $42.114M from PE 0604851F in FY12.","ICBM Fuze Modernization will provide a replacement Mk21 fuze associated with the W87 warhead and a Mk12A fuze associated with the W78/88-1 Life Extension Program (LEP) warhead.  The legacy Mk21 fuze is three times past its design life and ongoing Mk21 refurbishment does not meet Nuclear Weapon Stockpile Plan requirements.  The Mk12A fuze must be modified to support the W78/88-1 LEP warhead incorporating enhanced nuclear surety capabilities required by National Security Presidential Directive (NSPD) 28.The fuze modernization schedule was rebaselined to ensure Mk12A fuze development remains sychronized with the W78/88-1 LEP warhead first production unit delivery shift from FY21 to FY25.  The US Air Force will develop Mk21 and Mk12A fuzes in cooperation with the National Nuclear Security Administration (NNSA) US Navy and United Kingdom.  ICBM Fuze Modernization will leverage technologies parts components and development/production capabilities resulting from extensive fuze work performed by the US Navy and NNSA. Currently it is estimated the Mk21 Fuze will be 72% common with the Navy Mk5 Fuze.  Mk21 and Mk12A fuzes will be similar to the US Navy D5 fuze but W78/88-1 LEP and W87 warhead requirements dictate some unique differences.  The ICBM Fuze Modernization program will also develop associated Minuteman III weapon system modifications support equipment data flight test hardware and training.  It will also conduct required system testing (including ground and flight tests) and fielding efforts.As a cooperative USAF USN and NNSA weapon sustainment acquisition the USAF will implement joint DoD-DOE Nuclear Weapons Life Cycle Activities.  The ICBM Fuze Modernization will be tailored to use joint DoD-DOE phase 6.X processes for routine nuclear stockpile activities to align with USN and NNSA operations.The production phase MPAF funding is budgeted under M30MLG Minuteman III Modifications starting in FY18.BA5 - This program is in Budget Activity 5 System Development and Demonstration (SDD) because it has passed Milestone B approval and is conducting engineering and manufacturing development tasks aimed at meeting validated requirements prior to full-rate production.","0.000","Continuing","Continuing","","R2Long",
"a6b56b344181ea837be913fb470fc539","dodbudget","rdte-base","2014","record","1418721862","2014-12-16T09:24:22+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0604853F","Evolved Expendable Launch Vehicle Program (SPACE) - EMD","80","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","5","System Development & Demonstration (SDD)","14.081","7.980","27.963","27.963","35.000","20.000","0.000","0.000","","The Evolved Expendable Launch Vehicle (EELV) program is a space launch system that satisfies the government's National Launch Forecast (NLF) requirements.  EELV is a launch service not a weapon system primarily funded with procurement funds.EELV is responsible for launching government manifested payloads.  EELV supports military intelligence and international partnership mission requirements.  The program also supports development and qualification of new entrants for launching government manifested payloads.The program has research and developmental items including: new entrant certification and studies; fleet standardization of the RS-68 main engine upgrade; current RL10 and common upper stage development; integration of space vehicles for research and development purposes; Pre-Planned Product Improvements (P3I) to ensure sustainability (includes but is not limited to secondary payload adaptor standard service Global Positioning System (GPS) Metric Tracking capability space launch flight termination system (SLFTS) dual launch capability future flight safety strategy development of replacement components flight and ground instrumentation) special studies (to include but not limited to upper stage manufacturability alternative manufacturing process and affordable upper stage engine studies and other related support activities.As of 26 March 2012 the EELV program was formally designated as a Major Defense Acquisition (MDAP) not in the sustainment phase.  In addition the EELV program was designated as an Acquisition Category ID (ACAT ID) program.  This program element is in Budget Activity 5 System Development and Demonstration because it supports development and demonstration of the EELV concept leading to deployment of a lower cost expendable launch vehicle system.","1569.032","Continuing","Continuing","176","R2Long",
"291fe20650df1eebcd6e8e0480a1aa39","dodbudget","rdte-base","2014","record","1418721856","2014-12-16T09:24:16+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0604422F","Weather System Follow-on","48","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","4","Advanced Component Development & Prototypes (ACD&P)","123.681","2.000","0.000","0.000","0.000","0.000","0.000","0.000","","The Defense Weather Satellite System (DWSS) program in RDT&E AF PE 0305178F was terminated per Congressional direction in FY 2012.  DoD will utilize the remaining Defense Meteorological Satellite Program (DMSP) satellites to satisfy DoD overhead weather requirements until a follow-on capability can be acquired.  Weather Satellite Follow-on (WSF) activities support requirements analysis analysis of alternatives (AoA) and acquisition of capabilities which will satisfy DoD overhead terrestrial and space weather requirements during and after fly-out of DMSP.WSF activities provide a foundation to transition from the current DMSP program to a future capability which will satisfy DoD overhead weather requirements.  The range of WSF activities include requirements development and trades analysis and possible implementation of alternative sources of weather data architecture and systems engineering analysis and technical risk reduction for viable sensor and spacecraft technologies.  Use of affordable mature technology will be emphasized for the WSF activities.  BA-4 - This program is in Budget Activity 4 Advanced Component Development and Prototypes (ACD&P) because efforts are necessary to evaluate integrated technologies representative modes or prototype systems in a high fidelity and realistic operating environment.","","Continuing","Continuing","","R2Long",
"bb600e2aa0da62abf6178ae1ca5e54a0","dodbudget","rdte-base","2014","record","1418721857","2014-12-16T09:24:17+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0105921F","Service Support to STRATCOM - Space Activities","54","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","4","Advanced Component Development & Prototypes (ACD&P)","0.000","0.000","2.799","2.799","3.173","2.573","3.273","2.747","In FY 2014 Svc Supt to Stratcom does not include New Start efforts but does reinstate RDT&E funding to the Joint Navigation Warfare Center (JNWC).  For FY12 and prior years funding for JNWC resided in PE0101313F as RDT&E Funds. In the FY13 POM JNWC requested ~70% of their $9.6M funding be recolored to reflect increased O&M role and 30% remain as RDT&E. Funds to remain as RDT&E were incorrectly zeroed out by AF Panel under assumption that COCOM didn?t need RDT&E funding. This is an effort to restore RDT&E funding in FY14 to support RDT&E activities with the right appropriation.","The Joint Navigation Warfare Center (JNWC) was established per DepSecDef Memorandum titled "Navigation Warfare (NAVWAR) Implementation Guidance" dated 17 November 2004.  The memorandum directed CDR/USSTRATCOM to "Establish a joint center for NAVWAR that leverages on the expertise and infrastructure of the Joint GPS Combat Effectiveness Joint Test & Evaluation program as part of the foundation to better integrate and coordinate NAVWAR Capabilities across the Department."  JNWC's core RDT&E mission is to conduct Positioning Navigation Timing (PNT) Operational Field Assessments (POFA) to provide the essential discovery and basic knowledge building blocks for all other JNWC missions.  POFAs use Combatant Command assets employed against representative threats of specific OPLANs CONPLANs and Defense Planning Scenarios to determine the impact of and/or mitigation measures required to operate in an Anti-Access/Area-Denial (A2/AD) Contested PNT Environment.  JNWC leverages the $3M/year POFAs to develop national-level NAVWAR guidance develop joint Tactics Techniques and Procedures (TTPs) non-material solutions and to upgrade capabilities.  The intent of POFAs is to provide timely information for near-term TTP development and realistic training in degraded space support environments.   POFAs directly benefit and enhance US and coalition capabilities to operate in A2/AD contested PNT environments as those expected in the Air Sea Battle Concept.","","Continuing","Continuing","447","R2Long",
"54f6a7b591e7267ffe58da73736ccc56","dodbudget","rdte-base","2014","record","1418721854","2014-12-16T09:24:14+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0603859F","Pollution Prevention - Dem/Val","40","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","4","Advanced Component Development & Prototypes (ACD&P)","2.300","2.054","0.953","0.953","2.488","2.346","1.948","1.983","","Funds will be used to target R&D activities that demonstrate and prototype alternative weapon system manufacturing remanufacturing and maintenance materials and processes that reduce or eliminate hazardous chemicals materials and waste streams through cost-effective programs and practices while improving energy efficiency and reducing greenhouse gas emissions.  Upon proof of the new process or materials the resulting product can be transitioned to depot maintenance processes which results in reduced maintenance costs reduced depot flow time and increases asset availability. Specifically funds target pollution prevention technologies that reduce or eliminate chromium cadmium and nickel as well as reduce or eliminate Hazardous Air Pollutants (HAPS) Volatile Organic Compounds (VOCs) and Class I and II Ozone Depleting Substances (ODS) global warmers and biochemical oxygen demand (BOD) and to increase the use of renewable and alternative fuels.  This effort is in Budget Activity 04 Advanced Component Development and Prototypes because the emphasis is on proving component and subsystem maturity prior to integration in major and complex systems and may involve risk reduction initiatives.","","Continuing","Continuing","","R2Long",
"fd5a046679307da6f6366546df5e84af","dodbudget","rdte-base","2014","record","1418721871","2014-12-16T09:24:31+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0102823F","Strategic Aerospace Intelligence System Activities","129","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","0.014","0.000","0.000","0.000","0.000","0.000","0.000","0.000","","In the 2006 Strategic Master Plan the AFSPC/CC identified a need to provide timely accurate relevant intelligence data to support Space Superiority operations - Offensive Counterspace (OCS) Defense Counterspace (DCS) and Space Situational Awareness (SSA).  USSTRATCOM further stated the need for such a requirement in its February 2006 Space Control JCD.   This program element provides Space Intelligence Preparation of the Battlespace (SIPB) Human-to-Machine/Machine-to-Machine Interface (HMMI) in response to those requirements.  The SIPB HMMI is an information technology that links intelligence analysts to space operators enabling them to share in the production dissemination and visualization of predictive and highly graphic decision-making products - SIPBs.  The SIPB HMMI gives the JSpOC JFCCs and COCOM J2/J3/J5s an Adaptive Planning tool to obtain adversary space and counterspace tactics centers of gravity and courses of action.  Linking existing space operational and intelligence data databases and products the SIPB HMMI becomes the integral effort for a space intelligence TCPED capability that influences the kill chain.This program is in Budget Activity 7 Operational System Development because this budget activity includes development efforts to upgrade systems that have been fielded or have received approval for full rate production and anticipate production funding in the current or subsequent fiscal year.","","Continuing","Continuing","","R2Long",
"0993c831903edddd9c44425f68954e06","dodbudget","rdte-base","2014","record","1418721871","2014-12-16T09:24:31+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0203761F","Warfighter Rapid Acquisition Process (WRAP) Rapid Transition Fund","130","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","10.280","15.098","3.844","3.844","12.914","12.122","10.363","10.550","","Warfighter Rapid Acquisition Process (WRAP) is a CSAF-directed initiative that supports the specific DoD goal of significantly shortening the acquisition response time and acquisition cycle times.  This process is expected to shorten the project decision/initiation time by 2-5 years for selected projects due to the integrated headquarters review and immediate availability of transition funding.  The WRAP process allows the Air Force the flexibility to accelerate the development and fielding of operational  initiatives resulting from innovation and transition them to the warfighter in a manner that coincides with Air Forces' development of the President's Budget. Candidate projects will compete for WRAP approval and funds based on business case analyses actual or potential operational impacts cost savings project development production lifecycle costs and project risk.  The Air Force through appropriate program offices will manage the acquisition and development process for the integration and fielding of WRAP-approved projects.  Each project will have a complete acquisition plan defined and approved as a criterion for project selection and subsequent funding.  Each sponsoring Major Command/Agency must commit full project funding in the subsequent programming cycle.  Congress will be notified when all projects have been approved by the end of the current fiscal year via Congressional Notification Letters.This program is in Budget Activity 7 Operational System Development because this budget activity includes development efforts to upgrade systems that have been fielded or have received approval for full rate production and anticipate production funding in the current or subsequent fiscal year.","","Continuing","Continuing","","R2Long",
"b7758dda0d497359701b48f8c79e9d77","dodbudget","rdte-base","2014","record","1418721871","2014-12-16T09:24:31+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0205219F","MQ-9 UAV","131","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","107.576","147.971","128.328","128.328","194.561","191.289","147.100","92.900","","The basic MQ-9 Reaper system consists of the aircraft sensors a ground control station (GCS) Squadron Operations Center (SOC) communications equipment weapon kits support equipment simulator and training devices Readiness Spares Packages (RSP) technical data/training and personnel required to operate maintain and sustain the system.  The system is designed to be modular and open-ended.  Mission-specific equipment is employed in a 'plug-and-play' mission kit concept allowing specific aircraft and control station configurations to be tailored to fit mission needs.  The MQ-9 Reaper aircraft is a single-engine turbo-prop remotely piloted aircraft (RPA) designed to operate over-the-horizon at medium-to-high altitude for long endurance sorties.  The aircraft is designed primarily to prosecute critical emerging Time-Sensitive-Targets (TSTs) as a radar Electro-optical/Infrared (EO/IR) and laser designator-based attack asset with on-board hard-kill capability (hunter-killer).  It also performs Intelligence Surveillance Reconnaissance and Target Acquisition (ISR TA).  In the hunter-killer role the aircraft employs fused multi-spectral sensors to find fix and track ground targets using Automatic Target Cueing (ATC) high definition EO/IR Metric Sensor and other capabilities and assesses post-strike results.  The MQ-9 system is continuing to develop and field capability through incremental upgrades.  Future capabilities development activity includes airframe and airframe system improvements such as; increasing the maximum gross takeoff weight capability of the aircraft from 10500 to 11700lbs; increasing the operational range and endurance of the baseline MQ-9 aircraft (adding external fuel tanks and/or airframe modifications such as wing extensions); incorporating an anti-ice/de-ice capability to transit light icing conditions (will involve wing/tail modifications as well as turbine inlet heating); propulsion system improvements; enhancing MQ-9 systems to include automatic takeoff and landing capability (ATLC); integrated redundant avionics; modifying the system to include provisions for a Foreign Military Sale exportable version of the weapon system; Predator Primary Data Link (PPDL) communication system upgrades and communications upgrades to include data link encryption IP networking and Beyond Line-of-Sight comm upgrades; navigation system upgrades; electrical system upgrades; incorporation of Elevated Temperature Wet (ETW) materials; secure voice and data communications including SATCOM upgrades; sensor/stores management computer improvement; MIL-STD-1760 advanced weapons data bus; Universal Armament and Sensor Interface and Miniature Munitions/Store Interface; advanced sensor and weapon payloads; improved human-machine interface (HMI); integrating precision weapons (e.g. AGM-114 Hellfire missile GBU-12/38/49 guided bombs and Small Diameter Bomb variants); Mode 5 / Automatic Dependent Surveillance - Broadcast (ADS-B) integration; hardware and software upgrades to the ground control station for MQ-9 operations; completing airworthiness certification; weapons system certification and accreditation; and producing applicable training devices that emulate weapon system functionality and capabilities.  The MQ-9 program will continue to support other payload and capability development activities funded in other Program Elements (e.g. SIGINT communications Wide Area Motion Imagery (WAMI) leveraging Gorgon Stare Quick Reaction Capability advanced Counter-Improvised Explosive Device (C-IED) Dismount Detection Radar (DDR) missile defense hyperspectral and other sensors and weapons) and address reliability maintainability sustainability and safety issues.  Activities also include trade studies analyses preliminary systems engineering system and subsystem level testing in accordance with DoD and military standards and specification development in support of both current program planning and execution and studies supporting analysis and investment in future program planning.   The GCS common with the MQ-1 Predator functions as the aircraft cockpit and can control the aircraft either within line-of-sight (LOS) or beyond LOS (BLOS) via a combination of satellite relay and terrestrial communications.  The GCS is either mobile to support forward operating locations or fixed at a facility to support Remote Split Operations (RSO).  The GCS has the capability to perform mission planning; provides a means for manual control; allows personnel to launch recover and monitor aircraft payloads and system communications status; incorporates secure data links to send aircraft and payload commands and receive system telemetry and payload data; monitors threats to the aircraft; displays the common operational picture; and provides support functions.  Launch and Recovery GCS (LRGCS) allow for servicing systems checks maintenance launch and recovery of aircraft under LOS control for hand-off to a mobile or fixed facility GCS and conducting operations within line-of-sight range of the LRGCS.  GCS upgrades will be developed and fielded in coordination with improvements to MQ-9 system capabilities and in response to evolving operational and information assurance/certification and accreditation requirements.  Key efforts include GCS upgrades that add new LINUX processors high definition monitors ergonomic improvements improved human-machine interfaces open systems architecture and improved crew habitability. In addition the GCS upgrade effort also includes development/integration of the Unmanned Aircraft System (UAS) Command and Control (C2) Initiative (UCI) government-owned standard to enable improved capabilities for situational awareness and multi-mission management monitoring and oversight in the GCS and SOC. This project will also increase interoperability among developed systems by developing common standard and tools.This program is in Budget Activity 7 Operational System Development because this budget activity includes development efforts to upgrade systems that have been fielded or have received approval for full rate production and anticipate production funding in the current or subsequent fiscal year.","","Continuing","Continuing","424","R2Long",
"78cc0a3ec99049597471d724a530eaa2","dodbudget","rdte-base","2014","record","1418721871","2014-12-16T09:24:31+00:00","http://comptroller.defense.gov/budgetmaterials.aspx","RDTE_MasterJustificationBook_Air_Force_PB_2014.xml","2014","public","Millions","0207040F","Multi-Platform Electronic Warfare Equipment","132","2014","PB","2013-04","Air Force","3600","Research Development Test & Evaluation Air Force","7","Operational Systems Development","32.431","49.848","0.000","0.000","0.000","0.000","0.000","0.000","","Overall this program element (PE) funds on-going sustainment maintenance and upgrade of Multi-Platform Electronic Attack (EA) jamming pods and associated combat test equipment as well as sustainment of various other Electronic Warfare equipment.  Specifically this program provides procurement research and development and operations and maintenance for sustaining the ALQ-131 and ALQ-184 EA jamming pods.  These pods are the sole self-protection jamming systems for US Air Force A-10 aircraft and most models of the F-16 aircraft.  This upgrade to the electronic attack pod is necessary to keep pace with adversary technological advances in surface-to-air and air-to-air missile systems.  Digital Radio Frequency Memory (DRFM) allows an electronic system to digitally record and store characteristics of received signals in order to produce a jamming pulse that more precisely replicates the threat systems pulse.  With the current/near term threat systems the A-10 and F-16 are likely to encounter this level of fidelity is necessary to effectively protect these aircraft in this increasingly lethal environment.  This PE is in Budget Activity 7 - Operational System Development because it supports upgrade development of the A-10 and F-16 EA pods which are fielded systems.","","Continuing","Continuing","","R2Long",
