"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","OCO_val","FundingVehicle_val","RFPIssueDate_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2015","","TBS","2015-02","2015-03","1","155.000","false","C","FP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-1-d461a05db6b21dfb05d9a6d56498b4a7542528e1","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-fcbad1301438e9783d5cf6b2366a2ef3c1ef23a8"
"2015","","MICC, Ft. Eustis, VA","2015-09","2016-03","1","451.000","false","C","FP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-41db9688b506de5aa8f3cd51d1d65de651738003","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-61125edd30b4d5f1447388d890e84b522c211078"
"2015","","TBS","2014-12","2015-03","1","1411.000","false","C","FP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-9643f0ea35a0b28b930499d8f8a6891365792451","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-1c2086ddae2428ac72495904f9cecfb58cab554f"
"2014","","TBS","2014-02","2014-05","1","1672.000","false","C","FP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-7c0e1fa3a65a7a29b16fa7fcaf1e68a1b816a45a","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-cdaa1b37488036db91e9811eef544d4290000389"
"2015","","TBS","2015-02","2015-05","1","1138.000","false","C","FP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-1-80a62416cf11d12bfaa9b83a1ae2b41f258ece1b","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-cdaa1b37488036db91e9811eef544d4290000389"
"2013","","ACC-RI, Rock Island, IL","2013-09","2013-11","1","460.000","false","C","FFP","","","","a4b82838d22cfbf1da667ad790027d833a60a900-0-b7aca747f84c1206b18c2d96fd55b80d5edac8fb","a4b82838d22cfbf1da667ad790027d833a60a900","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","a4b82838d22cfbf1da667ad790027d833a60a900-0-b8d87f163e539151eb23e9857abe229ff5910916"
"2013","","DISA","2013-06","2013-09","25.000","0.025","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-0-4095baca444186d7565083dd1b4332192ab654b1","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-fd0588e2d752980436b499e2ee7636ae88943a42"
"2012","","DISA","2012-03","2012-05","87.000","0.025","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-1-efdfebb50ce4ae2cb1c317e89ca3560736f19499","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-fd0588e2d752980436b499e2ee7636ae88943a42"
"2013","","DISA","2013-07","2013-09","2.000","0.521","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-0-d77395ee727dae8cb2b4c0c501ad0603677dc9b8","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-f3908245f21cc3bf264ef1e39ed582a57c795f9c"
"2012","","DISA","2012-07","2012-09","2.000","0.654","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-1-280f62e03fd78f18d1b43d6685c115b2cdc013aa","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-f3908245f21cc3bf264ef1e39ed582a57c795f9c"
"2015","","DISA","2015-07","2015-09","3.000","0.459","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-2-741394177d867a9554a9f219f9e88bfb56bbc2c6","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-f3908245f21cc3bf264ef1e39ed582a57c795f9c"
"2014","","DISA","2014-04","2014-08","2.000","0.459","","","","true","MIPR","","32b5db15db622ad4c5ac79f29e508fc93894e133-3-67a9496ca1f84f6a6ca783dfd984744e7d19db15","32b5db15db622ad4c5ac79f29e508fc93894e133","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","32b5db15db622ad4c5ac79f29e508fc93894e133-0-f3908245f21cc3bf264ef1e39ed582a57c795f9c"
"2013","","DISA","2013-06","2013-09","25.000","0.025","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-7293110cc32f5359ac3fec5e1b84fbd2cf75a77b","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-9974d0533ae3e40e1a143ef5f76dc13247479037"
"2012","","DISA","2012-03","2012-05","87.000","0.025","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-1-c95aab8283f3985b91e3eeb4ba7e4250a15699e0","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-9974d0533ae3e40e1a143ef5f76dc13247479037"
"2013","","DISA","2013-07","2013-09","2.000","0.521","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-4545dd07a258526a8bd6b7b41c1bebf3237bbce3","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-a5df94314e6d04662c73c03af8aadc4a47867df6"
"2012","","DISA","2012-07","2012-09","2.000","0.654","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-1-b3edb542df9bb560548b2c692d9e707d0c7cc701","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-a5df94314e6d04662c73c03af8aadc4a47867df6"
"2015","","DISA","2015-07","2015-09","3.000","0.459","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-2-0ca11aaeb70915a3d1b969e235833fc853eab001","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-a5df94314e6d04662c73c03af8aadc4a47867df6"
"2014","","DISA","2014-04","2014-08","2.000","0.459","","","","true","MIPR","","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-3-1172ad8fc08214461015a156b1fa6c9a28173c70","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6cb75a64ac78e9fa9e4ea55cd1e4d0dbed13a9b8-0-a5df94314e6d04662c73c03af8aadc4a47867df6"
"2014","","AMCOM EC, Huntsville, AL","2014-04","2014-07","1","698.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-f2ebb419e7841b34ab6d3e88e793ecb7245b49fa","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-f626557bab61c7151768536c561cebeba2105e21"
"2014","","DCMA, Manasses, VA","2014-07","2014-08","0","465.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-ae5ea8d0f914a2caf62be5fb157c72133aef99d2","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-3c26cd918569296610b672f13cdea530b55092d5"
"2015","","AMCOM EC, Huntsville, AL","2015-04","2015-05","1","1065.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-adbfc81fd5e59617955f9073c2c42d98996bf896","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-981f3c8c37c5c155a22e2326394d8ae9c50500e9"
"2016","","TBS","2016-02","2016-02","1","728.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-8ddd16078c07da7a500ec037d0b074a4002658ee","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-981f3c8c37c5c155a22e2326394d8ae9c50500e9"
"2014","","ACC-RI, Rock Island, IL","2014-08","2014-09","1","496.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-ec79d87b6d2ecffd0b128e6d721db934d498bb71","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-a5d3d429667afb34d469e518043167bcaa1868e6"
"2015","","TBS","2015-06","2015-08","1","1700.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-ac088df21ed8f586666f44ce5c2760f8ef384f73","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-21358d045b80e9913ed48b7145dc1d6c0915033a"
"2014","","ACC-RI, Rock Island, IL","2014-06","2014-08","1","3988.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-672c0865e0410e4c1499e810310d62984a925d83","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-e3a9a7063ae97f1bbdb778d7e279520f69d0e05d"
"2014","","ACC-RI, Rock Island, IL","2014-06","2014-09","0","1372.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-a640208f0620cd89136dfc225faef3e978213276","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-a023f2b3e48ba50295b8eebad77d4172fc748a31"
"2015","","TBS","2015-06","2015-08","1","6041.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-0c3e25fe2a683bdabddd299cde656bd5856458c4","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-2-47caa35671afe05b6c52f5b1d2b99eff43dec2bd"
"2015","","TBS","2015-04","2015-06","1","761.000","false","C","FFP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-5c84bc603163afd11290c0fd93800b52b879e945","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-c314bb48a4e0195cd43dde771a8c03a6aea3f269"
"2015","","MICC, Ft. Eustis, VA","2015-09","2016-03","1","451.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-58f0c029d2962c64bc7d2abd84f496cc40aebcc8","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-d9a54b3ba068b52e6bbfe0ab776dc651fc3a493b"
"2014","","MICC, Ft. Eustis, VA","2014-06","2014-08","1","48.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-31d31fdc91aa87c4bc7f2cd5f7c92f9fefcb9215","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-596b6b105d490ecc9b2a0c7d562fba568c8f7669"
"2015","","TBS","2015-07","2015-09","1","155.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-daa8c14f449317996f559a66e94b54de3cbb14c4","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-6272c2669a7c14a8646527ddb3279510672f82ff"
"2016","","TBS","2016-07","2016-09","1","151.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-c7696d12ad27543bd0673b115f1d528144a89f58","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-1-6272c2669a7c14a8646527ddb3279510672f82ff"
"2016","","MICC, Ft. Lee, VA","2015-10","2016-08","1","350.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-29db819ebf3d47a91a2b1d87833f9f14a802ca50","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-0a1a118b588fa406fac187ba4dc8c5b6d5204e51"
"2014","","TBS","2014-07","2014-08","1","430.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-0-80e7d173b477df09a2336384c579f7553d2cece4","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-9868b16d5eecba5df0aed2de78b65ada7f5ef5d9"
"2015","","TBS","2015-04","2015-06","1","1138.000","false","C","FP","","","","0204da979f3fe83eede49dd470a5931a074cade4-1-f5adbc959abbba0145593d66f6984aa3a2324a6a","0204da979f3fe83eede49dd470a5931a074cade4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","0204da979f3fe83eede49dd470a5931a074cade4-0-9868b16d5eecba5df0aed2de78b65ada7f5ef5d9"
"2013","","TBS","2013-01","2013-04","1","10319.000","false","","","","MIPR","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f33ea9e5040bc074daa2802e913eb043610f75be","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d649ee798d9ab2473c0ff870d5bccf3386fac8e3"
"2011","","AMCCC,Redstone Arsenal,AL","2011-09","2011-11","1","2003.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-f0221644e75bf81435e1302051732344ad16c4cf","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-27a85aec8092311123c914d636784fddda389816"
"2012","","TBS","2012-06","2012-08","1","2041.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-78ab248261c1a86d9e74ccf96f6ad3ff70949cba","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-159dbd83567dc3b68a7c5095e933d08b1ac38976"
"2013","","TBS","2013-05","2013-07","1","1125.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-9cb4793c8b050a93ed84731bc0aeb09b353cc693","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-159dbd83567dc3b68a7c5095e933d08b1ac38976"
"2011","","ACCNCR, Ft. Belvoir, VA","2011-09","2011-09","1","435.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-41c4cd374e80bd75faff194b61e78d223df55adf","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-4d2530c818563f0a463a4c53023466e25447dc1c"
"2012","","TBS","2012-03","2012-05","1","990.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-dbc8e3da754aef319f303bc323996d5d796bd88b","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-ce9d75bac1150b96ee56c259d3cc9f4d3dc5cfb8"
"2013","","TBS","2013-02","2013-03","1","616.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-40840ae8c15b6c4b98f5e7175e4894959fd40f9d","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-ce9d75bac1150b96ee56c259d3cc9f4d3dc5cfb8"
"2011","","ACCNCR, Ft. Belvoir, VA","2011-09","2011-10","1","2661.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-e37accd7be94c2bc9b3b517ee7ef179a3a3b01a9","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d40b7e68a04f2765a868d03e044ab631dd3a3a80"
"2012","","TBS","2012-01","2012-02","1","1584.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-087247e88f9eebf6d60738c4daa4394014006cf1","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-4a10bd82a03b0418c02ecedf35cf4cf8611fab4a"
"2013","","TBS","2013-02","2013-04","1","3066.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-cea611b8f99a342d8c3039139ade5333ac55e589","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-4a10bd82a03b0418c02ecedf35cf4cf8611fab4a"
"2011","","USALSA HQ, Ft. Belvoir, VA","2011-09","2011-11","1","1507.000","false","","","","MIPR","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-ed3463786197da34ff6ece8f3f54e012c493755a","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-5c10b2378c7a0245d08a05e2c63ccb0245bc02dd"
"2012","","TBS","2012-03","2012-05","1","703.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-485ad688f941eaeee827d2ff79e3a8490a7e3617","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-e26c01eef1cb2e9abf20ae287ea4be00dd90cad5"
"2013","","TBS","2013-01","2013-02","1","609.000","false","C","FFP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-17b72ab7feeca267696cb780256b16dbe651fc69","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-e26c01eef1cb2e9abf20ae287ea4be00dd90cad5"
"2011","","TBS","2012-02","2012-03","1","554.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-6d96ca6909505edcbce6128dbb5e7321db6fe6c6","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1447b9227b90e580e1209387c5625d59000ac2ef"
"2012","","TBS","2012-07","2012-08","1","430.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-7173982518475e14ef4283d8537fb2930fdaba71","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-1447b9227b90e580e1209387c5625d59000ac2ef"
"2011","","MICC, Ft. Gordon, GA","2011-04","2011-07","1","309.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-e1891c5189ee3768ffb00df4931d4ffbda1a2aaa","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-c85ad669afa59e0af874cf83357a046a986cc014"
"2012","","TBS","2012-04","2012-04","1","214.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-41c53dd2eae7b7a6dfce583a77c2ef861edc90d5","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-7ccce2bb8b13e4698704e0b121bfe01afd1cf184"
"2011","","MICC, Ft. Gordon, GA","2011-09","2011-11","1","53.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-241637e452809c55a2328a592d0fdb8b201cddfb","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-02c2ac07c6b748caa76edd79944cd1968d38a9b1"
"2013","","TBS","2012-02","2012-04","1","209.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-9cb9bc9cb116ba38ba01dd025559d1282a73e947","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-93f8d8b3fa96c0bcc4833b271e7c1c3fed639d91"
"2011","","MICC, Ft. Eutis, VA","2011-09","2011-10","1","90.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-eb367012b1eb50b54cd7b720d99b837174aa2d1d","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-19ec8a5740575fce360dbcaf490b88e28abd3f3f"
"2012","","TBS","2012-02","2012-03","1","27.000","false","C","FP","","","","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-0-d751967dc8dddab751bac6139502233a55c7beaa","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3db90f5a9d74a859d0737c60f14fdb161ea5f5cc-1-9185d5d467561360f13bf5e03e2df0afe0fb0a55"
