"Name_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Active","94","0.006","","","","","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-75edc3de17d96e0f1c522ddd235564c99e98a603","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-87bd9a5ecf7d365ed9785055b8768b5149854939"
"Air Force Active","","","","","6","0.631","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-36a2655447b2f388b21bf65d040c6695bd8e953b","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d4717e656296001bd2e0e869de55b77daef8be8c"
"Air National Guard","","","","","13","1.367","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-1-f48b8371a8d66b053b2813b5b24430ba5280d452","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d4717e656296001bd2e0e869de55b77daef8be8c"
"Air Force Reserve","","","","","8","0.842","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-2-7ca06a551ef88c9796f07ecf5ffd2cb9c466adbc","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d4717e656296001bd2e0e869de55b77daef8be8c"
"Air Force Active","","","33","3.27","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-ab6ebf48715f360974cdc37503a8a31a6cefb266","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-8a88b70e5d09e6748a58faff450f9515fdf1cace"
"Air Force Active","","","","","4","10.712","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-9ffe95ba56211b7d5bafe8ee142d2a95e0e27c2a","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-ae161b717324266a5e922e230bf8a530b36f50c8"
"Air Force Active","","","","","4","30.471","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-68b056997d31e9c9351ac16db99bdbbff2c7e1c0","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-59f33e7be084d5eb9f837d7f8b7efc57fa8f11bf"
"Air Force Active","6","0.135","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-ba82a1946eff4aa90302f5fee81ab102857d524f","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-d2630182cae71164487209c59da8d3abe2bdc0ee"
"Air Force Active","10","0.5","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-0cc58851101552ca612ce3a0cb1f207d86a78fc4","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air National Guard","7","0.35","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-1-5ca1e22482ef1fe65250417c8d8dc872b61bd128","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Reserve","5","0.25","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-2-d9722edb8f90774242c3f22ad96efede61b678fd","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Active","4","0.973","132","7.555","","","243848b289cde74724b57b7a20a2699c5b50464b-0-8bb33421e69c33a208075c9052712b452ef3cc59","243848b289cde74724b57b7a20a2699c5b50464b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","243848b289cde74724b57b7a20a2699c5b50464b-0-403440a884b75ab10f01eb55dfa1c4c840d5ff8e"
"Air Force Active","","","4","44.813","","","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-f90a33388ac2936272e7843d7fa9369ba15b2569","3ce282e558f99cd96fb2d79f9ab53ea718c88100","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-e040a7f5e7f81d2e699a0dc75cca1a460f9c4002"
"Air Force Active","1","0.075","","","","","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-9ec208952a722b2a53ed6dcb13db0b61060c21c0","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-7db87f2935140eb6a2130ba31bc9f345a20ddb96"
"Air Force Active","2","0.2","","","","","59be73e034389a010dbcc3a981c4115536ebaee8-0-8f12a9c1fbbf6d7632c5f5fbd008ebef13d2fb74","59be73e034389a010dbcc3a981c4115536ebaee8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","59be73e034389a010dbcc3a981c4115536ebaee8-0-e19815e12c4eb441b2a45a793c36a0e9e4754dc7"
"Air Force Active","1","2.053","","","","","59be73e034389a010dbcc3a981c4115536ebaee8-0-edcc655e763efbcffb059836e92ed17614def8e8","59be73e034389a010dbcc3a981c4115536ebaee8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","59be73e034389a010dbcc3a981c4115536ebaee8-0-6fcc691c8c673a6951fca7ff56273e1350e87a2d"
"Air Force Active","6","0.000","","","","","774511d4a3470732389a6f7ea6920e28e9168865-0-b6a24b997784b0a235385662d59a99ccf49c1c23","774511d4a3470732389a6f7ea6920e28e9168865","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","774511d4a3470732389a6f7ea6920e28e9168865-0-40f19cc2024b23cd0f5c3868e8257f5abaac194a"
"Air Force Active","","","27","4.812","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-fb0d82ce71c3ab29690412a8a7a49cecf7ad7b14","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-97d8b3e5a53afb67045b9f7690246c3def54a845"
"Air Force Active","","","12","6.658","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-04dfb0266c8e2acfccd17cc6b064d075602fc0d0","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-744a1e279e0d2ce8f8c0028ce3e0b23f6bcb0ecc"
"Air Force Active","","","","","0","0.42","80c314a08d629cf8ab4d43a0a1a5135314197657-0-f4957bbf825e800bee4f671cbc5e9207db70483f","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-b993e931a33d166440712ecfdcaacdc9bc234c8a"
"Air Force Active","","","5","0.233","15","0.719","80c314a08d629cf8ab4d43a0a1a5135314197657-0-172a8a7917f6f82e962840b5d1dcd763b9217c23","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-55a1ed9bcbf7cf7db47e3b813bddf80afa7985ec"
"Air Force Active","61","2.143","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-07b0d9fe6a992a3a93797c5df5d292ce3bfc540b","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-58d3063b504a9c5b1c355f406038f614677b1799"
"Air Force Active","1","0.000","","","","","81fec39e367b83589f17cef5412d90681667d36f-0-6cd1009a711751d257c84f6090193bc4a50dd3b4","81fec39e367b83589f17cef5412d90681667d36f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","81fec39e367b83589f17cef5412d90681667d36f-0-a22e2ebb3a88fc6097477faee69e2eb656714e05"
"Air National Guard","0","0.064","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-c2dafef0b801b0233854bdd91d7206a9d19a732c","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-4eafa1dabe532e7d4ee3f6719ec5f228345adeda"
"Air Force Active","","","1","7.123","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-9042ad42829d07eb7114be067dec16bfd2811f50","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-e96996890b7912feaab3050b80c866cec212d41c"
"Air Force Active","","","2","45.601","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-dbdbf7a626fc40dd33b1fd84cf86b4aed50c3662","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-50903599dbbd3fadcbc5c5c349bd65f8b9019732"
"Air Force Active","","","1","5.281","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-47dbba0fd559fa0e3dd8855a33f448ff2cbc263f","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-26d1c30efd6abd30a86b940a20022a62bf6514c3"
"Air Force Active","","","20","0.56","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-a739c36b6ab56fd77ac9401338fb8b8ff419a641","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Reserve","","","6","0.168","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-1-5843d4444b4d8afa8aadd4142354abd684e99f1c","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Active","","","6","3.457","23","13.473","97092ba11b429a6f7046ccc267083d82ef7c2035-0-a99ef3ed9bdc0c6227e0574a6b2b0431d6fdd9ae","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-ae54cf8649ecb64465a1a58a58e802971539f2dd"
"Air Force Active","","","","","10","3.224","97092ba11b429a6f7046ccc267083d82ef7c2035-0-f64f417e2433ffc95f23883ab5bcce2e91b18e4f","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-654573c4111789054f5b42d4e03383d13bb17528"
"Air National Guard","","","","","11","3.548","97092ba11b429a6f7046ccc267083d82ef7c2035-1-18e851c1907c27fd51b203767382dddcd513264e","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-654573c4111789054f5b42d4e03383d13bb17528"
"Air Force Active","13","0.689","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-8c5b95f8e091ba1de0a66221f15728ea613c0884","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-10e169e9b21dacaa142e71b37905bda10fee76a0"
"Air Force Active","","","44","0.387","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-541df821d9e9a2a34ffb935efe8f34cfc4748bc2","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b3a9e6d74e8c100fe0ffa0ed232a65269d9c4726"
"Air Force Active","","","4","0.659","","","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-9fdf9ae56d960bc69dee6def99c7f6d98fcfb5c7","980beb5de9d0d3d06639c001bc531a0e302e9a02","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-8a5f01120dbf988780206a30d70b45f8b8f5d42a"
"Air Force Active","","","","","5","9.317","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-46e70a0458b059a572afa965783a355c8bb38420","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fed842a870d1dc74f6025619d6e64474439b27f1"
"Air Force Active","","","","","5","5.043","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-17f8cd35ee1a1d121bd95e55bba6021144dcca15","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fa25afe0e1864e000589b1767f8273c1a0da06c9"
"Air Force Active","","","","","5","13.387","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-9f1d14a2941950ab2fdb5be365dba13cfb622234","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-ae081e0eac5b87c6f1fb1c73d5eb133c80e6bdf6"
"Air Force Active","34","1.425","","","","","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-e570af2c8e42ffba99c66050e4beaab51671fb69","9dd5c833a9006fb3270153c2362e25e05dd0bbaf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-e094dff16044f908fc27a4766922e7dfd095f485"
"Air Force Active","1","32.541","","","","","aeb09adb59b77ba52640e0b35411484f025af1fd-0-3803bda8574a17b18d546636fabb1fd13ece9445","aeb09adb59b77ba52640e0b35411484f025af1fd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","aeb09adb59b77ba52640e0b35411484f025af1fd-0-2013acc8d935d1a91b7ee95ca62aaa24c722cd98"
"Air Force Active","","","17","4.815","","","b32444cd918b9b031e8603a60192752f78862d75-0-1e2b039d8ac94dd515e288436f85b200cb52eeec","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air National Guard","","","20","5.664","","","b32444cd918b9b031e8603a60192752f78862d75-1-38f0df007895adad207ad2fd175ebee9696ff1ac","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Reserve","","","6","1.699","","","b32444cd918b9b031e8603a60192752f78862d75-2-285035b7ad2b77e8932bc415739e1a7b1c4f4a43","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Active","","","","","19","7.562","b327130cfc79546df0dba3a09801fedad12be124-0-488126558b93759b37df06b3f5156bb3ad39cdd8","b327130cfc79546df0dba3a09801fedad12be124","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b327130cfc79546df0dba3a09801fedad12be124-0-55cc97493eb60aba71761f58f5489e26c8580b7d"
"Air Force Active","13","3.075","15","3.1","","","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d-0-7a883efdf7618b11a7e898791dbd2f82e7eb1cca","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","d2b1ad870a17e6a993dfc67eaaae1184bcbbdc9d-0-1098fe35151fdd83d55a0fb9e3e2ff8af1f3923c"
"Air Force Active","1","3.06","","","","","db18bd00825789823c33bc7ec22afd3752dfccb6-0-96dbc0c7fb35feafcff23df01628ba9642faaf83","db18bd00825789823c33bc7ec22afd3752dfccb6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","db18bd00825789823c33bc7ec22afd3752dfccb6-0-bd367c5470bf80ebeee4a65aff7f3d9c19dd4da2"
"Air Force Active","","","0","0.000","22","19.129","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c-0-57e20cc42a008e12616663fd7876ae80d15c91ea","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f44dca61b9b1e835d69d006aa1c3680d9e5ec17c-0-359287c582515387c5a0876c3d4d38bce18632de"
"Air Force Active","","","2","1.05","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-7f50f09bcc31b03256d06dfde5fe24fe177b302c","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-cb9e3431042fc1ad83db254fbbe9704e539409c2"
"Air Force Active","","","1","0.913","","","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-f2df211e83f982886fc4bbec6dff233bf4788374","f608d47e7fc02be2d5e71c386e20ebeff98b3f96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","f608d47e7fc02be2d5e71c386e20ebeff98b3f96-0-03f303e8b8af372cfc63ce0def632f226237a447"
