"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","ContractMethod_val","ContractType_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule","RevisionsAvailableDate_val","FundingVehicle_val","RFPIssueDate_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2014","","San Diego, CA","2014-07","2015-01","475","26.177","false","C","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-7144e0845629d417c2134eb674d7c53063f2ff5c-1-a6feedacedc978a08103653acabb68ecd445d78f","","","","","","7144e0845629d417c2134eb674d7c53063f2ff5c-1-32a55076d823096fc1b9fedbaa73d8c96d60ff6b","7144e0845629d417c2134eb674d7c53063f2ff5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","7144e0845629d417c2134eb674d7c53063f2ff5c-0-5a42c202e1a8779aabb77593378ba58caa4634e0"
"2011","","NAVAIR","2011-09","2012-10","18","17055.56","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-9a03ab9c3e0e400888e784087947ea606e15a589-0-7586277f518119054ec89781799b4bbefe7cb783","","","2010-01","","","9a03ab9c3e0e400888e784087947ea606e15a589-0-a6deb42f869815cbf2dd9b25481da9d6fa209484","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","9a03ab9c3e0e400888e784087947ea606e15a589-0-24e12399af4207bcfe2b40e491886b017608c52f"
"2012","","NAVAIR","2011-12","2013-07","20","16400.00","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-9a03ab9c3e0e400888e784087947ea606e15a589-1-52dcba8b41818ece85e757973e14cac2e86a0742","","","2011-01","","","9a03ab9c3e0e400888e784087947ea606e15a589-1-e1b4ad0c1fefd206438a28f0ea3b3d2e3543dd6f","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","9a03ab9c3e0e400888e784087947ea606e15a589-0-24e12399af4207bcfe2b40e491886b017608c52f"
"2013","","NAVAIR","2013-02","2014-09","43","14674.42","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-9a03ab9c3e0e400888e784087947ea606e15a589-2-4a62763520e3ed86cb4f20eda01740e99116fc4b","","","2012-01","","","9a03ab9c3e0e400888e784087947ea606e15a589-2-9fb1b5bfe1be97b808748f7c5748431619be2085","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","9a03ab9c3e0e400888e784087947ea606e15a589-0-24e12399af4207bcfe2b40e491886b017608c52f"
"2014","","NAVAIR","2014-02","2015-09","63","16984.13","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-9a03ab9c3e0e400888e784087947ea606e15a589-3-aced724225564143e4a3fa383e15b97f9b8b4461","","","2013-01","","","9a03ab9c3e0e400888e784087947ea606e15a589-3-ca269d901b40c23665d99f4bbeb11dc99c29e704","9a03ab9c3e0e400888e784087947ea606e15a589","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","9a03ab9c3e0e400888e784087947ea606e15a589-0-24e12399af4207bcfe2b40e491886b017608c52f"
"2009","","AFLCMC Wright Patterson AFB","2010-01","2010-08","24","10.410","true","SS","FFP","","","","2008-09","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-0e6880bba1ea1530cdd6d4c375da044c6907ddd0","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2010","","AFLCMC Wright Patterson AFB","2011-01","2011-11","24","10.405","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-1-67b9fb8b83b9b9b9a07aadc2c41c1a938d67db68","","","2009-12","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-30736414caf18b962f2db395481e4fa07818ee41","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2011","","AFLCMC Wright Patterson AFB","2011-12","2013-05","48","10.564","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-9a57ff1ec62c6865293ec9ea722dff79a939cb74","","","2010-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-eac7253c6d67639e7c72e9f0ee404a1f2565df28","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2012","","AFLCMC Wright Patterson AFB","2012-09","2013-11","48","9.909","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-3-4c981793fb8705213ae4167b12e486f96844a68e","","","2010-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-7a0f949c26108c4a758b3f055aebde2d3db2c253","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2013","","AFLCMC Wright Patterson AFB","2013-02","2014-12","24","11.972","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-4-ec95d510912ea32d6828fc60da572c81bc81fda9","","","2012-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-4-2db11eb1b62e472be90a35107fae25b0e8338fa1","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2014","","AFLCMC Wright Patterson AFB","2013-12","2015-10","12","14.418","true","SS","FPIF","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-5-ede53212b251ffe7795e3172097e6ac72d4a30fb","","","2012-11","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-5-fd9cf18cc95ab2222aba3aba5c68384e17db9695","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2015","","AFLCMC Wright Patterson AFB","2014-12","2016-10","24","12.852","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-6-58dc1935d69f6d990fa05dced973839df7669d10","","","2013-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-6-bcfa0a852a6d0abc402bbad944055d026e9e0f53","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2016","","AFLCMC Wright Patterson AFB","2015-12","2017-10","24","13.099","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-7-45a0a1417f2e511d36ff9ff76996750f22e6230c","","","2014-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-7-c909e27deb848870aa5ac83aad0e2c52057aef87","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2017","","AFLCMC Wright Patterson AFB","2016-12","2018-10","24","13.386","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-8-0464726c23a01cdafb7c88d48e2ec9ef02a596a7","","","2015-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-8-bff9c943355b17e774f7f0e2e3a6a15ed5606c72","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2018","","AFLCMC Wright Patterson AFB","2017-12","2019-10","24","14.002","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-9-dc2b4c3b6ba4f19c6fdf88b9abec02405fed0cf2","","","2016-05","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-9-8626b41283edf3f7dac6010c0a677dac053b7c4a","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-95a5d92d8d8423cc8acd9a9deea70fb335172d81"
"2015","","AFLCMC Wright Patterson AFB","2015-03","2016-10","8","5.042","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-46a69bed7bb9eb77e3736e13b9805217c4a8a6ba","2014-12","","2015-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-be8ce40288f8fc68dfc117bad237d88ab6d60820","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b920f006b26f873350466bdfacc3d818067e0b63"
"2016","","AFLCMC Wright Patterson AFB","2016-03","2017-09","10","4.780","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-1-0789e18709e3825079677d1893da90e4958589ab","2014-12","","2016-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-4578d1cf5cd599e4a6c8e149bc9731df61e4ecd7","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b920f006b26f873350466bdfacc3d818067e0b63"
"2017","","AFLCMC Wright Patterson AFB","2017-03","2018-09","10","4.727","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-a9b34c6d58c2c21f160b66da3975fe436083091f","2014-12","","2017-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-bcb6ca37e596b04efd6378bbc07d3c51b2aea89b","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b920f006b26f873350466bdfacc3d818067e0b63"
"2018","","AFLCMC Wright Patterson AFB","2018-03","2019-09","13","4.569","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-3-aaeb7ce5dd123555549f75a9e2f7ee6bd55d0b0f","2014-12","","2018-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-e876e9a28a9741875dcb36a156e21d24617ad500","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b920f006b26f873350466bdfacc3d818067e0b63"
"2010","","AFLCMC Wright Patterson AFB","2011-12","2013-01","7","1.729","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-2c6c636b618d4715680d5b1248d976e4cc9d3d97","","","2011-02","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-cab6c201dddb2a84ebc34aef12731e114d9a0034","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2013-03","13","1.851","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-1-54fb7f7ed39f0420ff5cab7d8d63f390be708af1","","","2011-04","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-2987cf7797161138deaef961ca114be71fb8a228","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2012","","AFLCMC Wright Patterson AFB","2013-04","2014-09","20","1.883","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-2-8301083051d83e8c60072b93ca5a7a0da7b05c25","","","2012-06","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-885e3354bfd2ddc06bbe47f7aa03a5b9a35887c0","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2013","","AFLCMC Wright Patterson AFB","2013-05","2015-09","10","1.785","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-3-d6af27b815730c17fd5f4c248894f87eee42e306","","","2012-06","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-e05255ae91f3f370cc901eca55c34a8597380119","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2017","","AFLCMC Wright Patterson AFB","2017-02","2018-07","14","3.496","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-4-0cf2bc984e569242425c3e1da5469402a29916fd","2014-11","","2016-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-4-96a5906f0e2194d57b6fb3b300ebe051aab8c7f0","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2018","","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","3.597","false","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-5-0dbee0e3d67356005f1b5313eecb1e465b775dc7","2014-11","","2017-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-5-9cc46bc163e5c95c568da07e72a08f1a6b4d63f0","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-fe7ed573d5b53e03dff3f30d501fa868f0044c8b"
"2016","","AFLCMC Wright Patterson AFB","2016-02","2017-07","5","3.398","false","SS","FFP","","2014-11","","2015-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-4cd85ccbc58455d9cda9a8deb7d03bf8f92bf966","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-15f1f1390e5d49a111e96d1cfb25eba8a6a81529"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2013-06","1","3.205","true","SS","FFP","","","","2011-04","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-98f711a3a03669ab8218d5787e974f4904ab96db","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2012","","AFLCMC Wright Patterson AFB","2013-05","2013-12","10","2.287","true","SS","FFP","","","","2011-04","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-0180cb1f481f17d5a55e046407ecba1e558b2ea5","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2013","","AFLCMC Wright Patterson AFB","2013-05","2014-10","5","2.287","true","SS","FFP","","","","2012-06","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-7a1a2db29673722d0ce2c2334ba0f11634a775fa","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2015","","AFLCMC Wright Patterson AFB","2015-02","2016-07","4","3.866","true","SS","FFP","","","","2014-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-3-7a85bb40bb9af2c5ebdb25dad5406982eff9f741","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2016","","AFLCMC Wright Patterson AFB","2016-02","2017-07","4","3.977","false","SS","FFP","","2014-11","","2015-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-4-410c22a47558ac377a97e640d960e80c1000abbc","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2017","","AFLCMC Wright Patterson AFB","2017-02","2018-07","9","4.092","false","SS","FFP","","2014-11","","2016-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-5-d7cd1793980b33d135b659c944c6e7fdd37ee620","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2018","","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","4.210","false","SS","FFP","","2014-11","","2017-01","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-6-b7644e254b19a21cab8b46f4dafa1f934070dba5","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-af01a91125a5d3303da4915b5b550cd2adea6f32"
"2011","","AFLCMC Wright Patterson AFB","2012-08","2012-12","5","5.269","true","SS","FFP","","","","2011-04","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-b4a3474843b54542ea457cda5cd19f6e024318bd","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1c5cfeab2ae7c98de45805066c7452c020c16285"
"2012","","AFLCMC Wright Patterson AFB","2013-04","2014-06","3","4.061","true","SS","FFP","","","","2012-06","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-1-abbb3a108edb8669f6341c3b1ddc18acad2d88dd","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1c5cfeab2ae7c98de45805066c7452c020c16285"
"2013","","AFLCMC Wright Patterson AFB","2013-05","2015-01","7","3.719","true","SS","FFP","","","","2012-06","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-2-1259bb8494d8bd3e4a4ab2254ef0e88db8634e7c","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-1c5cfeab2ae7c98de45805066c7452c020c16285"
"2008","","AFLCMC Wright Patterson AFB","2010-09","2011-10","60","0.321","true","SS","FFP","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList-dcd05ae606b4ef5307570de25c4623c649ca2b84-0-ae1b9b3254568005d81f3d65a83022d45f4a52c9","","","2010-02","","","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-4d15e953a75fed1126d8f2bec68596dfabeda5f3","dcd05ae606b4ef5307570de25c4623c649ca2b84","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","dcd05ae606b4ef5307570de25c4623c649ca2b84-0-8f4bea2130d9d6de8837b0e318d57b69e944816d"
