"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","FundingVehicle_val","ContractMethod_val","ContractType_val","ItemNameSuffix_val","OCO_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","RevisionsAvailableDate_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2014","","WPAFB, Dayton, OH","2014-01","2014-01","1","1.100","","","","C","TIA","TIA2","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-2-febf64d4ef22c072ff6714701cc261c1c60e63a7","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-3dc405cd98539df1763e4e105b894f8de558cbcc"
"2012","","WPAFB, Dayton, OH","2012-12","2013-02","1","1.100","","","","C","TIA","TIA1","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-649370f70270bb9b79c0480847f3ed107d79657d","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-e83f50fafe228e6fa532a7845aa75ba269febd7a"
"2013","","WPAFB, Dayton, OH","2012-12","2013-04","1","1.100","","","","C","TIA","TIA1","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-bf0306c731ecc92bdb54bda5d7c8f3577c18c016","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-e83f50fafe228e6fa532a7845aa75ba269febd7a"
"2014","","WPAFB, Dayton, OH","2014-01","2014-01","1","1.100","","","","C","TIA","TIA1","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-2-98767a4d2f89001f5e4ef25e4c0428e9f5c555c8","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-e83f50fafe228e6fa532a7845aa75ba269febd7a"
"2014","","WPAFB, Dayton, OH","2014-01","2014-01","1","0.920","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-a8977f8221ba4d965bc39eade9ab851fc54bd42d","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-c4f5491225808d841783a0afc33a827c9f7eb01d"
"2012","","WPAFB, Dayton, OH","2012-12","2012-12","1","3.000","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-64f5a3d34e42d6b0fa9abdcde65cf4f7fc1dfeba","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-c4f5491225808d841783a0afc33a827c9f7eb01d"
"2012","","WPAFB, Dayton, OH","2012-12","2013-02","1","3.520","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-2e92b3e9de0a9420d3d1a468029548bbd4014fb8","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-6fc5d8277eabab86a71c41cf3fe2852e125011f1"
"2012","","WPAFB, Dayton, OH","2012-12","2013-01","1","3.880","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-2829a131337fbd422a8644e9cc2460333524f48f","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-3a1d0a369c416d0dc30eabcc78926de6b8722bc6"
"2013","","WPAFB, Dayton, OH","2013-01","2013-01","1","2.810","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-921a4e17b4cd1b6b023fb761be683e03d0bdb66c","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-3a1d0a369c416d0dc30eabcc78926de6b8722bc6"
"2014","","WPAFB, Dayton, OH","2014-01","2014-01","1","7.200","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-3353ab1b0d8f115f98f058da759df829083e0a93","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-80a53bdacc42c07dd5cef7e442a2088fb52144f3"
"2013","","WPAFB, Dayton, OH","2014-01","2014-03","1","2.490","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-8e3cb946ccaca09a5861f0d75af37b6efd3fd9be","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-80a53bdacc42c07dd5cef7e442a2088fb52144f3"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","4.000","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-a226aa453658f08beb31cc7d0c8b985b161b20c8","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-d0c54b49e6202652a9c1fdc96b50c89d5ed5e880"
"2012","","WPAFB, Dayton, OH","2013-05","2013-08","6","5.000","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-db2339ac6ec9b00e2c406023c73b19e05a9ce14c","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-50541c37f032d9abde1c020ca596152c2a0846ad"
"2012","","WPAFB, Dayton, OH","2014-05","2014-08","1","70.000","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-7308dc268d38535834c6e9e6789008c0e9e89aa7","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-0fcf5af510decb8fe1595e9640c0ff9d6e89d8d3"
"2013","","WPAFB, Dayton, OH","2015-05","2015-08","1","70.000","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-8824cfa0f0d5af7d6f8fabaaa9aa950fe444ceb5","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-0fcf5af510decb8fe1595e9640c0ff9d6e89d8d3"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","3.000","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-324b89d3c3af243d384470152d07b95abe22bf3b","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-fcb987d87e6c9e6e97125898aa3658a94284d142"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","18.000","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-1872552e7bde08728e64492feddf806f6a934efb","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-3894dab6ccc170df4c06766d53c17d506595c33a"
"2012","","WPAFB, Dayton, OH","2013-07","2014-01","1","15.000","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-bbaac336720c6978f9e341c6f109fafad39b45da","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-7cea5e37de30e15d6e3f55bc3a31953d0b471af8"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","2.000","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-97bb918dec706a38b3703c9bab40ba8baf38b5fb","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-a31f803435e9256f40bde72edcda524d4b88cc96"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","3.600","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-03d8f25b25667876abee97a8430c790a26f793da","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-5ace15076d2770d01b15138abd5887429b7bd143"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","2.400","","","","SS","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-a7eec7afe38e50fd0f763a7094393bfaf207c7cb","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-e6a0236bf245ec668b5a3c724e665f32e09bac6d"
"2012","","WPAFB, Dayton, OH","2012-02","2012-02","1","0.770","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-c47a61d9c53cdf82719c6515e24ea690f73f2172","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-64341ab99f9df4c1f20cba761d0830f4a6d910bf"
"2012","","WPAFB, Dayton, OH","2013-07","2013-09","1","2.000","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-c953de015a92879bb9b73d73bccd756c208689a6","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-c5c46e5fca63209957392fd5a744840e70b3967a"
"2013","","WPAFB, Dayton, OH","2014-01","2014-03","1","5.419","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-7caa52e6069e482dea66fc0a7333b6c6718b2f7f","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-fa0ea0ace32b206a164e8e861eb8ce7a01ca5a2d"
"2014","","WPAFB, Dayton, OH","2014-01","2014-03","1","5.209","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-9536ab062d7993c57c20aec7bb74f6d004a96a19","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-fa0ea0ace32b206a164e8e861eb8ce7a01ca5a2d"
"2013","","WPAFB, Dayton, OH","2014-01","2014-03","1","0.239","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-37c284911a6b3b08fab2555ccaf448fac06aa607","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-bc327d53233f17de1d03d8879cf334b9dce03413"
"2014","","WPAFB, Dayton, OH","2014-01","2014-03","1","5.426","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-76a7f51421ac1fd817a698585a6e86fb9dc928e5","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-bc327d53233f17de1d03d8879cf334b9dce03413"
"2012","","WPAFB, Dayton, OH","2012-12","2013-03","1","2.321","","","","C","TIA","","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-e78a778c5a3bb50b09ae6b155aeb6bf48fadfc78","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-274cc2c1a87b21530aff1e7db244166820220c19"
"2012","","WPAFB, Dayton, OH","2012-02","2012-02","1","4.187","","","","C","TIA","TIA2","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-236c5c357c6cbb6b48bfe8cae8ff982aefea2563","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-5ffdc3925cb48699014c9196f3c3c9580815d7ee"
"2013","","WPAFB, Dayton, OH","2013-01","2013-03","1","2.516","","","","C","TIA","TIA2","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-2835f4d8e14b0526bca344718ece717399833984","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-5ffdc3925cb48699014c9196f3c3c9580815d7ee"
"2013","","WPAFB, Dayton, OH","2013-03","2013-03","1","2.515","","","","C","TIA","TIA1","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-0-e88ed2ed1a58dc03873579da4a38b104ecd4c44c","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-75dc32aa3dda65215d43920ba1cf753cc4680c0f"
"2012","","WPAFB, Dayton, OH","2012-02","2012-02","1","4.186","","","","C","TIA","TIA1","","","","","","","","","","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-40022af4915ed66394dd41ceb4e685a9a9e3d7a5","3b340808ab6213fb1080f7e6267e0ac0a8359a18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","3b340808ab6213fb1080f7e6267e0ac0a8359a18-1-75dc32aa3dda65215d43920ba1cf753cc4680c0f"
"2013","","DIMOC","2013-03","2013-06","1","0.300","false","2012-12","PO","","","","","","","","","","","","","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-5833e1be08bb16007fbfb3fd8a3ff712ed9d16d0","53a29d9f2343ea447f805f73d7e8e43a017aff9a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-2e5cf8377e94044ed1506c4fc2ab0bff96e2d7fa"
"2012","","DMA OPS","2012-05","2012-07","1","2.000","false","2012-01","PO","","","","","","","","","","","","","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-79e8ef3cbe32583f3ac0a76178b274708b03bbdb","53a29d9f2343ea447f805f73d7e8e43a017aff9a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-fe5a7dc8765b53f19eefe900f5c9e0c4ebdf763a"
"2013","","DMA OPS","2013-05","2013-07","1","2.000","false","2013-01","PO","","","","","","","","","","","","","53a29d9f2343ea447f805f73d7e8e43a017aff9a-1-697cf1be60ca22c3fc14d9c90f1285a0f0897cb7","53a29d9f2343ea447f805f73d7e8e43a017aff9a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-fe5a7dc8765b53f19eefe900f5c9e0c4ebdf763a"
"2013","","DMA OPS","2013-05","2013-07","1","2.000","false","2013-01","PO","","","","","","","","","","","","","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-0a8ba6434c1338616bb21947254c5f5ff3e39184","53a29d9f2343ea447f805f73d7e8e43a017aff9a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-cb7d889d1450e82268f9d0aea13178bfdf13d175"
"2012","","DMA OPS","2012-05","2012-07","1","2.000","false","2012-01","PO","","","","","","","","","","","","","53a29d9f2343ea447f805f73d7e8e43a017aff9a-1-6786a5ae7a7860ddb9b21ff2edcce2df026c34f2","53a29d9f2343ea447f805f73d7e8e43a017aff9a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","53a29d9f2343ea447f805f73d7e8e43a017aff9a-0-cb7d889d1450e82268f9d0aea13178bfdf13d175"
"2014","","TBD","2014-06","2014-08","2","4000.000","false","","TBD","","","","","","","","","","","","","560c862be059bfaa26685538cd3d5c31b3653055-0-e15e2ac513a3e784372478a286ccffabe6f272ce","560c862be059bfaa26685538cd3d5c31b3653055","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","560c862be059bfaa26685538cd3d5c31b3653055-0-209a75e21135b121387875320ac93cebbc910945"
"2014","","TBD","2014-06","2014-08","2","4000.000","false","","TBD","","","2","","","","","","","","","","560c862be059bfaa26685538cd3d5c31b3653055-1-7643216be860363c276d8dbbf32a2ced7ea87cd0","560c862be059bfaa26685538cd3d5c31b3653055","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","560c862be059bfaa26685538cd3d5c31b3653055-0-209a75e21135b121387875320ac93cebbc910945"
"2014","","Army-ARL, Aberdeen, MD","2014-06","2014-09","1","21873.000","false","","TBD","","","","","","","","","","","","","560c862be059bfaa26685538cd3d5c31b3653055-0-da2d36da52d2aec53aff5043e16a140735bbcfe9","560c862be059bfaa26685538cd3d5c31b3653055","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","560c862be059bfaa26685538cd3d5c31b3653055-0-1b1d14489bdc309d95f6149ef095caa379f41468"
"2014","","Army-ERDC, Vicksburg, MS","2014-06","2014-09","1","32810.000","false","","TBD","","","2","","","","","","","","","","560c862be059bfaa26685538cd3d5c31b3653055-1-77d9f9f97e9952cd0bfa41d471a95b7274900609","560c862be059bfaa26685538cd3d5c31b3653055","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","560c862be059bfaa26685538cd3d5c31b3653055-0-1b1d14489bdc309d95f6149ef095caa379f41468"
"2012","","CCE, Alexandria, VA","2012-07","2012-08","1","1076.000","false","","","C","CPFF","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-0e0b377688381ed6a027488813ec641898e41f1a","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-0-8dd97eb67e86c5e65b3c6e7325769c1fc7754259"
"2013","","ACC-NCR, Alexandria, VA","2013-02","2013-03","1","968.000","false","","","C","CPFF","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-4570d6ac089c74f315e20d3734cef384b64b4452","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-1-53054d794873e9fb6d9d00591c47114a7c72e26a"
"2014","","ACC-NCR, Alexandria, VA","2014-02","2014-03","1","1721.000","false","","","C","CPFF","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-1-e5560b9b8b6834dbad509d9f07ee039b52ea2754","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-1-53054d794873e9fb6d9d00591c47114a7c72e26a"
"2014","","TBS","2014-03","2014-05","1","893.000","false","","","C","FP","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-a0b49074ac43ea83a45c6b65829c1e3696dbfaad","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-0-a47e055a51f2e37e0da135562d719caa0d64da89"
"2012","","Stennis, MS","2012-04","2012-07","1","44847.000","false","","","C","Various","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-562f458192ffb7e1b99e6cdac493923e4ff4571a","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-0-d8a8ee44332ab3c3356f05d777dbd75c4404793a"
"2012","","Stennis, MS","2012-04","2012-07","0","0.000","false","","","C","Various","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-d17da40d5109998e84fa6b9a7d9c448af0ca27bd","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-1-3a17a77e09638593319af648da2d728668990743"
"2012","","Stennis, MS","2012-04","2012-07","0","0.000","false","","","C","Various","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-ac3582702db055b7ac0540f04178ddd44b36dd7a","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-2-2b8362bc148b6c126d3deacae4f24bc3aed3d589"
"2012","","Stennis, MS","2012-04","2012-07","0","0.000","false","","","C","Various","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-24b3af20c1738c7e5fe5726d67b31b0304cb85d9","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-3-b2b667018a5ea60aca3ba407b1fd2db66f93fec6"
"2014","","TBS","2014-02","2014-05","0","0.000","false","","","C","Various","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-f158dbe5b151dac08c75d54a45421c846aa80f83","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-4-21b99e1b26b225f4eeb89d33a65de6cbd7673ba1"
"2012","","TBS","2012-09","2012-10","1","2883.000","false","","","C","FFP","","","","","","","","","","","571239ea242e1e673bae4fee7eb23020af5fa084-0-cfc83285aeab0c0e5cc1ea917f5dc10e86deac75","571239ea242e1e673bae4fee7eb23020af5fa084","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer","571239ea242e1e673bae4fee7eb23020af5fa084-0-9bab5b908de8d0c685016e6121d5adeda7fe899e"
