"Name_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force Active","","","","","7","6.565","3","3.216","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-554b52a7ae902643b56144ca567be80025c79e10","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-e8c2f3d5a77ad11841468113e4359b006f197020"
"Air Force Active","","","","","7","17.107","3","8.384","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-e2797bf6e2a7682a1ac0f5cf7c0bd6005a4457b3","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-a609c2b0244bad5358bfb7e44eb24fd3be5b8fa5"
"Air Force Active","6","5.7","","","","","","","d0084e59e4867559e7ac78e9cf9ff395619df604-0-63eb6afab4569e450365a2227d0365c34e2d593e","d0084e59e4867559e7ac78e9cf9ff395619df604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","d0084e59e4867559e7ac78e9cf9ff395619df604-0-c3fcff8fac4b331ea8c52e1768d62b7ea3419eb0"
"Air Force Active","2","1.85","","","","","","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-da9b7509f222771d1fd859b3c7689df4100a0c78","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","e6a0308838296a51cfadac2f82cd2894ae494d84-0-586ae34960772a8cf3f7a136db85c9c4fc5cb0a2"
"Air Force Active","","","1","0.913","","","","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-6a17ea3e6a46e2d697464d0127121fbbb5900dea","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","fb54e06467b731bf13ac60b5c589758d4131acbd-0-24192e78b10a8583381c236f347cc70089f050a8"
"Air Force Active","","","2","10.673","","","","","086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-2db315a759a6ab11fbd2793f940ee75921db6f8b","086f5258b19005be4593baa1c9cdf9eec7cd1cad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-02764f06dd5dac7f84fd40bff3e5d2ac0b721cce"
"Air Force Active","274","43.68","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-b8f0c93c23a6e129a8ef7cb4a31f4cbaf10a65a0","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-1c6e1a1f238793947c5da9a88f364782018896f6"
"Air National Guard","34","5.42","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-1-c7c26b05889557d2955b370511653e9655fa48e2","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-1c6e1a1f238793947c5da9a88f364782018896f6"
"Air Force Active","","","1237","0.886","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-fa56edecefea2e5c598eebdb317b0fa8eeb9fdcb","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-8979fbfb1fa54053e5e1f75f785ba1a86af06302"
"Air National Guard","","","108","0.077","","","","","094b114b010621064be6b19ba691583e52d3c19b-1-eb14663b2e7289e8d689411da7b2e0d5242716de","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-8979fbfb1fa54053e5e1f75f785ba1a86af06302"
"Air Force Active","","","23","28.5","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-4a28a07315a408ea3f7c30d584b598c0162b1c80","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-0bc814c3444c607c8362ab864516d645f34d3284"
"Air Force Active","25","2.369","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-8eb2e50b3dbef4b786982f00e023387f767e94c9","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-feb7bee3935131e120307824ed2c3731205b4c65"
"Air Force Active","94","0.006","","","","","","","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-ecf244ebceaf855bb608df652ba42bc18b1d836c","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-87bd9a5ecf7d365ed9785055b8768b5149854939"
"Air Force Active","","","","","29","2.907","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-6fd56f07efde3a0c7eb9ef4663030e3fe3a9f712","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d4717e656296001bd2e0e869de55b77daef8be8c"
"Air Force Active","","","33","3.238","","","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-571798342753b0bc44834f4eade91a3668c35229","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-8a88b70e5d09e6748a58faff450f9515fdf1cace"
"Air Force Active","","","","","2","5.298","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-39f8e6ec1c9a2eb21be509bdcd4f9bac8f3b130d","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-ae161b717324266a5e922e230bf8a530b36f50c8"
"Air Force Active","","","","","2","15.099","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d9df889642623dfcaf1ae7633dcb2f6b4d7084bd","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-59f33e7be084d5eb9f837d7f8b7efc57fa8f11bf"
"Air Force Active","20","0.452","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3401413f7ae456f50f4d715b0e698d13fc69bc39","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-d2630182cae71164487209c59da8d3abe2bdc0ee"
"Air Force Active","10","0.5","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-40d748f002bbb0454914ad1eb1e7ea72639384c5","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air National Guard","5","0.25","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-1-79e25489b99a61de8709dc129af06d0ad211e82c","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Reserve","5","0.25","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-2-9c7759339c7dc7d8ac8a20213d5f2e9de353da89","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Active","3","0.486","111","4.851","","","","","243848b289cde74724b57b7a20a2699c5b50464b-0-80e24ac58fe231bab643e921083b2def95b5f2fa","243848b289cde74724b57b7a20a2699c5b50464b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","243848b289cde74724b57b7a20a2699c5b50464b-0-403440a884b75ab10f01eb55dfa1c4c840d5ff8e"
"Air Force Active","","","4","44.095","","","","","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-fcd48735508ae7a8b9a5777e50324090a063f2a0","3ce282e558f99cd96fb2d79f9ab53ea718c88100","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-e040a7f5e7f81d2e699a0dc75cca1a460f9c4002"
"Air Force Active","1","0.075","","","","","","","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-09be167264d2337ea35064def26ed4ca7e43db2f","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-7db87f2935140eb6a2130ba31bc9f345a20ddb96"
"Air Force Active","2","0.3","","","","","","","59be73e034389a010dbcc3a981c4115536ebaee8-0-663bff471fa6d828e8485a7e9fc2e1494608b2f4","59be73e034389a010dbcc3a981c4115536ebaee8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","59be73e034389a010dbcc3a981c4115536ebaee8-0-e19815e12c4eb441b2a45a793c36a0e9e4754dc7"
"Air Force Active","1","1.804","","","","","","","59be73e034389a010dbcc3a981c4115536ebaee8-0-5d5afded38a21cb5013825fed3ce60794fc5974f","59be73e034389a010dbcc3a981c4115536ebaee8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","59be73e034389a010dbcc3a981c4115536ebaee8-0-6fcc691c8c673a6951fca7ff56273e1350e87a2d"
"Air Force Active","8","0.000","","","","","","","774511d4a3470732389a6f7ea6920e28e9168865-0-0528e08ec17abef59eee266756c73eb1be72f691","774511d4a3470732389a6f7ea6920e28e9168865","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","774511d4a3470732389a6f7ea6920e28e9168865-0-40f19cc2024b23cd0f5c3868e8257f5abaac194a"
"Air Force Active","","","24","4.317","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-c36af537c6190ea874e8ace695523cc90ce8c11c","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-97d8b3e5a53afb67045b9f7690246c3def54a845"
"Air Force Active","","","12","6.458","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-8e827a25bb6a53b000ad58680b533ac85571b741","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-744a1e279e0d2ce8f8c0028ce3e0b23f6bcb0ecc"
"Air Force Active","","","","","26","3.243","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-451a183f28fe99d5d3b52ccaf3e0f256e6e657fe","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-b993e931a33d166440712ecfdcaacdc9bc234c8a"
"Air Force Active","","","5","0.244","15","0.698","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-7b32ca9953ea08ad3f025af6e6a4ddcdf46461e8","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-55a1ed9bcbf7cf7db47e3b813bddf80afa7985ec"
"Air Force Active","6","2.659","","","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-b04ea1180b05b406bc16169c8c8613ff999e8e7a","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-58d3063b504a9c5b1c355f406038f614677b1799"
"Air Force Active","1","0.000","","","","","","","81fec39e367b83589f17cef5412d90681667d36f-0-b071ee33f95a76c513fea0c911a275deffc153be","81fec39e367b83589f17cef5412d90681667d36f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","81fec39e367b83589f17cef5412d90681667d36f-0-a22e2ebb3a88fc6097477faee69e2eb656714e05"
"Air Force Reserve","","","","","2","5.711","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-39b9b312c20173673410f0140bda42bcf4006f03","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-794bc233f75f5704132fc6245f185c412ca22411"
"Air National Guard","","","0","0.074","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-8cbca090dafaa7e3a01d4e72a367a7c03815af22","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-4eafa1dabe532e7d4ee3f6719ec5f228345adeda"
"Air Force Reserve","","","0","0.106","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-1-6a0abca653b603990c0739e4a47a8416a5a88a9e","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-4eafa1dabe532e7d4ee3f6719ec5f228345adeda"
"Air Force Active","","","1","6.997","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-8a852b800d8cc99087b180d6a590855170e20a67","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-e96996890b7912feaab3050b80c866cec212d41c"
"Air Force Active","","","2","44.73","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-08667c1a8476a270f7f5a76a3d2db91f7e6fe242","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-50903599dbbd3fadcbc5c5c349bd65f8b9019732"
"Air Force Active","","","1","5.203","","","","","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-7056b2a4c28df7c3c5119d8277377f673977b598","8d7c7dd71f2621f7c2e23873d891c962c3228d48","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8d7c7dd71f2621f7c2e23873d891c962c3228d48-0-26d1c30efd6abd30a86b940a20022a62bf6514c3"
"Air Force Active","129","0.000","","","","","","","8f9993f845d52dd295769d91ecf2500389b6cdf6-0-db412149bf4692fb4db3d3d792ed3f1a3f85b381","8f9993f845d52dd295769d91ecf2500389b6cdf6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8f9993f845d52dd295769d91ecf2500389b6cdf6-0-d18e9d9a98055175db79f92bd322bc83b6255161"
"Air Force Active","","","24","0.632","","","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-1908ce537d174d2752e1574de454688d6a439b2c","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Reserve","","","6","0.158","","","","","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-1-3ef2c5a250f82cc435c76a581c268b0bc4d23616","952c00e1a7ea62010c6ceb4b37b5f8a561762f78","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","952c00e1a7ea62010c6ceb4b37b5f8a561762f78-0-4e4d01b605c00004f7b9511e6925d4d7b333754a"
"Air Force Active","","","5","2.832","22","12.672","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-e3b234aa7bd4c1706934ec6532716da634dcdeac","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-ae54cf8649ecb64465a1a58a58e802971539f2dd"
"Air Force Active","","","1","0.409","8","3.229","2","0.644","97092ba11b429a6f7046ccc267083d82ef7c2035-0-534d6c3da8ecdd25dd8e00d63a309569ad0d4a6b","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-654573c4111789054f5b42d4e03383d13bb17528"
"Air National Guard","","","3","0.935","12","3.804","1","0.322","97092ba11b429a6f7046ccc267083d82ef7c2035-1-17d18ed54913d30b17b75861cc8258c20babd743","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-654573c4111789054f5b42d4e03383d13bb17528"
"Air Force Active","","","30","1.59","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b281ac60c4728a06aff277f00c46c14f1631b90a","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-10e169e9b21dacaa142e71b37905bda10fee76a0"
"Air Force Active","","","24","0.211","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-0-de0f32285cbd02ebcfee1b49a7ba93202c67a4ad","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b3a9e6d74e8c100fe0ffa0ed232a65269d9c4726"
"Air National Guard","","","5","0.044","","","","","97092ba11b429a6f7046ccc267083d82ef7c2035-1-de9b69c60d524f4737ee5b31b1c9568cd6331fd4","97092ba11b429a6f7046ccc267083d82ef7c2035","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","97092ba11b429a6f7046ccc267083d82ef7c2035-0-b3a9e6d74e8c100fe0ffa0ed232a65269d9c4726"
"Air Force Active","","","5","2.637","","","","","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-ca3673a93f4e06809def56db44102f844d967e48","980beb5de9d0d3d06639c001bc531a0e302e9a02","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","980beb5de9d0d3d06639c001bc531a0e302e9a02-0-8a5f01120dbf988780206a30d70b45f8b8f5d42a"
"Air Force Active","","","","","3","5.364","2","3.727","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-dc7309122f350f6352a74c2fcb6c87ac5db4583f","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fed842a870d1dc74f6025619d6e64474439b27f1"
"Air Force Active","","","","","3","2.901","2","2.017","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-28a29c5b03e7dabe31846605501023bc36fe9683","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-fa25afe0e1864e000589b1767f8273c1a0da06c9"
"Air Force Active","","","","","3","7.708","2","5.355","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-3387b8efb39b4028a2eeb4254fa26f37cdc957fb","9d0635e6b065ec52f615adb4acd6b2f1a2460f79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9d0635e6b065ec52f615adb4acd6b2f1a2460f79-0-ae081e0eac5b87c6f1fb1c73d5eb133c80e6bdf6"
"Air Force Active","11","1.375","","","","","","","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-3f1827c597e6ef7f2970968c082503e6768b1ae8","9dd5c833a9006fb3270153c2362e25e05dd0bbaf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","9dd5c833a9006fb3270153c2362e25e05dd0bbaf-0-e094dff16044f908fc27a4766922e7dfd095f485"
"Air National Guard","","","2","6.87","","","","","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-6dcea499f80664d4a1a43033e81e930d53e0257c","a6c04085369658f15474f3c1a6a8dcd27adbdf87","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","a6c04085369658f15474f3c1a6a8dcd27adbdf87-0-15b08b93a88b3c6906c709414635f45746462200"
"Air Force Active","1","29.337","","","","","","","aeb09adb59b77ba52640e0b35411484f025af1fd-0-fda3ecc5568fc10e89865e7205658933e56498b2","aeb09adb59b77ba52640e0b35411484f025af1fd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","aeb09adb59b77ba52640e0b35411484f025af1fd-0-2013acc8d935d1a91b7ee95ca62aaa24c722cd98"
"Air Force Active","","","19","5.287","","","","","b32444cd918b9b031e8603a60192752f78862d75-0-58e83ba3004920fcdd6cacbe143b047fc3b14dc8","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air National Guard","","","22","6.121","","","","","b32444cd918b9b031e8603a60192752f78862d75-1-20a1d0cb537772d132538d00dd2f62e5a2493d94","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Reserve","","","7","1.948","","","","","b32444cd918b9b031e8603a60192752f78862d75-2-c624b915a12590e4e250e082e9af2d3fe2e270e5","b32444cd918b9b031e8603a60192752f78862d75","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b32444cd918b9b031e8603a60192752f78862d75-0-4d9c3b446b548d55aedca0c2ea6f98b9060ecd1e"
"Air Force Active","","","","","14","5.446","","","b327130cfc79546df0dba3a09801fedad12be124-0-75e4a9dd342ce75e985ecf600234a9edce78974d","b327130cfc79546df0dba3a09801fedad12be124","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b327130cfc79546df0dba3a09801fedad12be124-0-55cc97493eb60aba71761f58f5489e26c8580b7d"
"Air Force Active","","","","","2","5.8","","","b327130cfc79546df0dba3a09801fedad12be124-0-c9f904acd341b5ff63c1a6ca9b40df0724f390f5","b327130cfc79546df0dba3a09801fedad12be124","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b327130cfc79546df0dba3a09801fedad12be124-0-b7a751141b9cdc083f3dec999006ab9e3daa000c"
"Air Force Active","3","0.000","","","","","","","bd18b0371a78c52c2adfe6a945abcf473f7ada72-0-20c12dbba9e306ae6fe19b7b762c766a75e09d6c","bd18b0371a78c52c2adfe6a945abcf473f7ada72","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","bd18b0371a78c52c2adfe6a945abcf473f7ada72-0-05fb72c14b3c602c99e6c3744b7d75209624ac59"
