"Name_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air National Guard","","","","","","","0","0.053","","","","","","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-2fbf02d16b5125b4136ef1ebb8450581dbd3af05","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","a28e603a31ab3a36341c9e22da942c39ec237c28-0-54215d47ce5a0d4016c7581435dec5e02e653111"
"Air Force Active","0","0.222","0","0.222","","","","","","","","","","","a28e603a31ab3a36341c9e22da942c39ec237c28-0-c539413e3ed7a3266df6346f455f8e2d6a887c13","a28e603a31ab3a36341c9e22da942c39ec237c28","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","a28e603a31ab3a36341c9e22da942c39ec237c28-0-0b59fb3842a64633dda3975f1568ef10616a3445"
"Air Force Active","","","","","4","2.673","","","","","18","11.815","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-2acfa113f836b9f176b00f4970544b438dc9292c","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-19572ed89b0b00e34d7b994196c7abab6774adbc"
"Air Force Active","","","","","1","0.385","","","","","6","2.975","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-d4d4b3308ff199283f165ee9e9a00f30733b3433","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-7238f35f7f254e81db811ef9900fdc77444e1d15"
"Air National Guard","","","","","","","","","","","9","3.404","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-1-ce0a5981637d3484d12a53215ce8968c4c8fd9cc","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-7238f35f7f254e81db811ef9900fdc77444e1d15"
"Air Force Active","","","","","","","35","1.855","","","","","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-4d152b68f40b4d47a5a6bd9d987611e14eecd403","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-fd6b7b79219f3f037f3f29e3b3294511ced9f281"
"Air Force Active","","","","","","","44","2.279","","","","","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-587ea0da701eb4e75fff991fb9c21e38bee6db87","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-b97b8a722ded8211d0a6d85bf1844861319cb35a"
"Air National Guard","","","","","","","","","","","23","0.253","","","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-7603d843cbffa41b804d5ae93b51126acad95d4e","adc0fd1f1425b4f60a521474479b1b300340fbc4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","adc0fd1f1425b4f60a521474479b1b300340fbc4-0-f8009fe4b38523cbb890824176726ff09b36229a"
"Air Force Active","14","1.943","14","1.943","","","","","","","","","","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-2b65aed402e7f6e1a13082b7cca59700da8d3737","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-792f76ddf9a97ac325b187f39b6aecb5125da7ad"
"Air Force Active","1","0.075","1","0.075","","","","","","","","","","","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-b7d0eec74cfeddf3b967557072ae7b173c56910c","b1ee92e162c25302d94da3c5fb1c45a78b78db58","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b1ee92e162c25302d94da3c5fb1c45a78b78db58-0-edbe7fd50149b1739639276bbee5453bb98caae4"
"Air Force Active","","","","","","","","","","","11","2.129","","","b8a3170d05dde8629ded4b7b78f578982e21c224-0-e3a92f7cafa35f4addc941e5c7ab7d26c3ca69c9","b8a3170d05dde8629ded4b7b78f578982e21c224","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","b8a3170d05dde8629ded4b7b78f578982e21c224-0-6ed8e9e4d17a02de62a498945b4517b3d27189e4"
"Air National Guard","","","","","","","9","18.342","","","","","","","c70a9627ffd057d80be1f80f67fc2c78f9ac7780-0-a203908d55e136ea2f6b28473a3ff9d4ffabd1a8","c70a9627ffd057d80be1f80f67fc2c78f9ac7780","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c70a9627ffd057d80be1f80f67fc2c78f9ac7780-0-db9c1586854d90cb7dd1e5c47087bd6a2fad093e"
"Air Force Active","","","","","2","3.628","","","","","8","13.002","","","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-455f7c628c53b11ad7524da78bc8655385db9f6e","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-1e36537770f861139b52b6653c29fd5f1935e269"
"Air Force Active","","","","","2","1.876","","","","","8","7.511","","","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-927a34238ad252443771921be170565eee758335","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-e8c2f3d5a77ad11841468113e4359b006f197020"
"Air Force Active","","","","","2","4.888","","","","","8","18.606","","","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-271a016625a2e8edf3891d3f1316da2fa61b8b46","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","c9ad62ffdba5a9559a77aee838a4c5af880cb7bc-0-a609c2b0244bad5358bfb7e44eb24fd3be5b8fa5"
"Air Force Active","2","1.9","2","1.9","","","","","","","","","","","d0084e59e4867559e7ac78e9cf9ff395619df604-0-19439bcf2491abc5daff4575051b831049f13e4b","d0084e59e4867559e7ac78e9cf9ff395619df604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","d0084e59e4867559e7ac78e9cf9ff395619df604-0-c3fcff8fac4b331ea8c52e1768d62b7ea3419eb0"
"Air Force Active","2","2","2","2","","","","","","","","","","","e6a0308838296a51cfadac2f82cd2894ae494d84-0-bafca13f2147da17b17c654cd5636fd12d1a2d50","e6a0308838296a51cfadac2f82cd2894ae494d84","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","e6a0308838296a51cfadac2f82cd2894ae494d84-0-586ae34960772a8cf3f7a136db85c9c4fc5cb0a2"
"Air Force Active","0","0.7","0","0.7","","","0","1.409","","","","","","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-c5dda82b86b20f3401ef2497eca354d6011a1635","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","fb54e06467b731bf13ac60b5c589758d4131acbd-0-5053e2970b442747be133be3d320cc65695dd97f"
"Air Force Active","","","","","","","1","0.913","","","","","","","fb54e06467b731bf13ac60b5c589758d4131acbd-0-ed1bd10bfe13fc893da414983803ceaa090d400b","fb54e06467b731bf13ac60b5c589758d4131acbd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","fb54e06467b731bf13ac60b5c589758d4131acbd-0-24192e78b10a8583381c236f347cc70089f050a8"
"Air Force Active","","","","","","","2","1.767","","","9","7.462","","","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-c1cde87dcf5c7bec64286e02e29417621246f564","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-c2b8c132a0a24150eea01694fec4bb4b8db6baef"
"Air Force Active","","","","","","","2","10.464","","","","","","","086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-31401290227b6788bc0376ce097db24edb76d6cd","086f5258b19005be4593baa1c9cdf9eec7cd1cad","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-02764f06dd5dac7f84fd40bff3e5d2ac0b721cce"
"Air National Guard","","","","","8","3.23","","","","","","","3","1.2","094b114b010621064be6b19ba691583e52d3c19b-0-f6278365fef75445cf736aa99c3cc92e3ce62501","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-4bf1404c4b268ac938c37b53698de97282f2688b"
"Air Force Active","216","47.557","216","47.557","","","","","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-f5f6e5611f0801b409b5c79656ecd86970095bca","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-1c6e1a1f238793947c5da9a88f364782018896f6"
"Air National Guard","27","5.944","27","5.944","","","","","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-1-dad793358ba10d7feac56824f2a39caf773fae5a","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-1c6e1a1f238793947c5da9a88f364782018896f6"
"Air Force Active","","","","","","","1313","0.686","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-56abfed133c1bd65952c7ece234e347cb2561060","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-8979fbfb1fa54053e5e1f75f785ba1a86af06302"
"Air National Guard","","","","","","","114","0.06","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-1-62d0af2cd754983756ef5b3a4dbab7da61bf4082","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-8979fbfb1fa54053e5e1f75f785ba1a86af06302"
"Air Force Active","","","","","","","30","39.135","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-427f1e7122fca08e0f25f6f25d61e2e540015890","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-0bc814c3444c607c8362ab864516d645f34d3284"
"Air Force Active","10","1.114","10","1.114","","","20","1.895","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-f774ecee986892a43188bf28d22e9e3471cb6a32","094b114b010621064be6b19ba691583e52d3c19b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","094b114b010621064be6b19ba691583e52d3c19b-0-feb7bee3935131e120307824ed2c3731205b4c65"
"Air Force Active","","","","","","","","","","","29","2.606","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d71b2b50cccbff770972ee21435291bc4590c467","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-d4717e656296001bd2e0e869de55b77daef8be8c"
"Air Force Active","","","","","","","6","2.964","","","42","28.35","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-8412570c3fc8b54dd6a1d110a0397be6199362c5","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-e2337f8f7b676fc0b108e359c5d0203ff4dd96aa"
"Air Force Reserve","","","","","","","","","","","24","16.2","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-1-a2046dd97f4bb58af5cee1ca1e5ecd1aa4bf2d27","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-e2337f8f7b676fc0b108e359c5d0203ff4dd96aa"
"Air Force Active","","","","","","","30","2.338","","","","","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-c18ecbcdaae09ea31844c2141a712ebdca380b42","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-8a88b70e5d09e6748a58faff450f9515fdf1cace"
"Air Force Active","","","","","","","","","","","2","5.211","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-810582224292bffed0bb6c784b5fb660be7fa4b3","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-ae161b717324266a5e922e230bf8a530b36f50c8"
"Air Force Active","","","","","","","","","","","2","14.877","","","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-b243a1600004973309dcced22c52229f09a1e307","1b51331fa8cfd17504ac0810da6ec4ab9ae45834","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","1b51331fa8cfd17504ac0810da6ec4ab9ae45834-0-59f33e7be084d5eb9f837d7f8b7efc57fa8f11bf"
"Air Force Active","9","0.204","9","0.204","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-6eecd14746441334c4d1ec4466f83606b644b4ca","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-d2630182cae71164487209c59da8d3abe2bdc0ee"
"Air National Guard","9","0.204","9","0.204","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-1-8a9483664b8c73b7f3593119e33c07fa7ef2bef3","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-d2630182cae71164487209c59da8d3abe2bdc0ee"
"Air Force Reserve","7","0.158","7","0.158","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-2-3f790471f626412d2c39197babd0fb56a2f2a9a8","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-d2630182cae71164487209c59da8d3abe2bdc0ee"
"Air Force Active","6","0.3","6","0.3","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-0-64d57ebce958620cbdcdd4f8df8876a4f97d39d9","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air National Guard","5","0.25","5","0.25","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-1-f6825cfe6b55bc655a20581e3672215173a208cc","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Reserve","5","0.25","5","0.25","","","","","","","","","","","21b292cf6c6abee07374aa359f4f727f23b5accd-2-097aae798c5b9d7299a8a2c66d9e9405beb42912","21b292cf6c6abee07374aa359f4f727f23b5accd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","21b292cf6c6abee07374aa359f4f727f23b5accd-0-3c742b94b8395a30ac221d8da2b4f18316200271"
"Air Force Active","23","0.651","23","0.651","","","69","2.538","","","","","","","243848b289cde74724b57b7a20a2699c5b50464b-0-58a8b9f86021c821410f558419ea0704928e673e","243848b289cde74724b57b7a20a2699c5b50464b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","243848b289cde74724b57b7a20a2699c5b50464b-0-403440a884b75ab10f01eb55dfa1c4c840d5ff8e"
"Air Force Active","","","","","","","4","53.765","","","1","8","","","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-400aa6feeade5973972e98046ee87f4bcd6d5322","3ce282e558f99cd96fb2d79f9ab53ea718c88100","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","3ce282e558f99cd96fb2d79f9ab53ea718c88100-0-e040a7f5e7f81d2e699a0dc75cca1a460f9c4002"
"Air Force Active","14","1.069","14","1.069","","","","","","","","","","","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-b07027e0a001d170b4f3ee0038032a9f4f8b2d0f","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-4298eea71786d0a2a50102fa1cb8c39a0411b1b8"
"Air Force Active","1","0.1","1","0.1","","","","","","","","","","","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-44d31543f09044f8deada341f0b7d1d9ba75559d","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-7db87f2935140eb6a2130ba31bc9f345a20ddb96"
"Air Force Active","1","1.519","1","1.519","","","","","","","","","","","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-c0a6d41037f818e6bc53971528ebc83ef80f7378","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","40fd9fc6c2ac48cf939a246b71e8f0ee9f461d97-0-0c6602321d8830ca9fe8a671b242359a13428325"
"Air Force Active","1","0.6","1","0.6","","","","","","","","","","","59be73e034389a010dbcc3a981c4115536ebaee8-0-d8a6379b91fe4d718abe697bfdac65d25db2a0e5","59be73e034389a010dbcc3a981c4115536ebaee8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","59be73e034389a010dbcc3a981c4115536ebaee8-0-6fcc691c8c673a6951fca7ff56273e1350e87a2d"
"Air Force Active","12","0.000","12","0.000","","","","","","","","","","","774511d4a3470732389a6f7ea6920e28e9168865-0-ba05b55a7f51d7ed3a09447ccfd8094c1d481020","774511d4a3470732389a6f7ea6920e28e9168865","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","774511d4a3470732389a6f7ea6920e28e9168865-0-40f19cc2024b23cd0f5c3868e8257f5abaac194a"
"Air Force Active","","","","","","","32","5.969","","","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-e21b44bd8b2ed73252c762c8389c48505bfb7ee2","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-97d8b3e5a53afb67045b9f7690246c3def54a845"
"Air Force Active","","","","","","","12","6.265","","","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-e04b4c38c2d0f604be03058fe22086615c8e448d","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-744a1e279e0d2ce8f8c0028ce3e0b23f6bcb0ecc"
"Air Force Active","","","","","","","","","","","32","4.548","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-d840c5de6c411342c2357fe3db1037dc4a259fba","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-b993e931a33d166440712ecfdcaacdc9bc234c8a"
"Air Force Active","49","2.209","49","2.209","","","","","","","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-68e9305cc0b679cfb518aded8297e0c784c611ed","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-e9a748cfff9001299012c578f14663b09c9f9a32"
"Air Force Active","57","2.679","57","2.679","","","","","","","","","","","80c314a08d629cf8ab4d43a0a1a5135314197657-0-931110ef95682e7d977a4a7c0370159f15deaa8d","80c314a08d629cf8ab4d43a0a1a5135314197657","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","80c314a08d629cf8ab4d43a0a1a5135314197657-0-58d3063b504a9c5b1c355f406038f614677b1799"
"Air Force Active","1","0.000","1","0.000","","","","","","","","","","","81fec39e367b83589f17cef5412d90681667d36f-0-6753eb21e017cb4d2a1a8673ce76186969c54c86","81fec39e367b83589f17cef5412d90681667d36f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","81fec39e367b83589f17cef5412d90681667d36f-0-a22e2ebb3a88fc6097477faee69e2eb656714e05"
"Air Force Active","","","","","1","2.709","","","","","","","1","2.754","8c8ae26141464ecd714278ca073e0e9447d4198a-0-a8c16ae788e22674807f2cd46c362ef0c9e4e4f2","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-794bc233f75f5704132fc6245f185c412ca22411"
"Air Force Active","","","2","0.9","","","","","2","0.9","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-24e434612b6fa051ccaa37700edbe7c088410e8a","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-ee22d76327bf6c5fb49ab76ca7f30864a7125ed8"
"Air Force Reserve","","","1","0.5","","","","","1","0.5","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-1-26d787fee3cef553e6824d9c529398a5cf3dc9a5","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-ee22d76327bf6c5fb49ab76ca7f30864a7125ed8"
"Air Force Reserve","","","0","0.75","","","","","0","0.75","","","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-6e98323efec92b4f89e29af7a94e945a1fa55dfd","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-890af7f2c2c823505044fa0cd30bf5df640ef653"
"Air National Guard","","","","","","","10","0.104","","","30","0.298","","","8c8ae26141464ecd714278ca073e0e9447d4198a-0-3d475a2c4868b6b795a22677f45ded909cee3353","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-4eafa1dabe532e7d4ee3f6719ec5f228345adeda"
"Air Force Reserve","","","","","","","7","0.073","","","19","0.202","","","8c8ae26141464ecd714278ca073e0e9447d4198a-1-7c29a732618d66439a3253caa1d38eaecb667ecd","8c8ae26141464ecd714278ca073e0e9447d4198a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod","8c8ae26141464ecd714278ca073e0e9447d4198a-0-4eafa1dabe532e7d4ee3f6719ec5f228345adeda"
