"Date_val","Title_val","Description_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2013-10","First Unit Equipped","M205 Tripod","a35f0933c320812a41fabcbb911cdcf8c5310362-3-d82da6366dc130533990f2220f6ecfb05064994c","a35f0933c320812a41fabcbb911cdcf8c5310362","root.record.ItemExhibitList.P3AModificationItemGroup","a35f0933c320812a41fabcbb911cdcf8c5310362-0-d07b348b95eb07ffbe8311dec355246a92dc162a"
"2012-01","Multiple RFPs Release (5)","M4 PIP Phase 1","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-5d5391fa5708b61a3b602825e9d9011b588c9d38","a3b42e07c6e892d8cf6eaff7c6daf13e38213208","root.record.ItemExhibitList.P3AModificationItemGroup","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-8ca541c6d2fa4dbec2edfbf6bd64a683d9d40ef3"
"2012-08","Evaluation & Down Select","M4 PIP Phase 1","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-1-f6943b23f1c00d39d2b3ff799cbf1d8d0e2e0557","a3b42e07c6e892d8cf6eaff7c6daf13e38213208","root.record.ItemExhibitList.P3AModificationItemGroup","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-8ca541c6d2fa4dbec2edfbf6bd64a683d9d40ef3"
"2014-12","Contract Awards","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI. Barrel protest filed 1/18/2013. Next award scheduled for 4/30/2013.","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-2-c7af913a8cbbfc635fb2509d6ff944b71809b7e7","a3b42e07c6e892d8cf6eaff7c6daf13e38213208","root.record.ItemExhibitList.P3AModificationItemGroup","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-8ca541c6d2fa4dbec2edfbf6bd64a683d9d40ef3"
"2014-01","Initial Prod. Delivery","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI.","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-3-f5cb60cc655082104e63bdc51511da2c1d972ba9","a3b42e07c6e892d8cf6eaff7c6daf13e38213208","root.record.ItemExhibitList.P3AModificationItemGroup","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-8ca541c6d2fa4dbec2edfbf6bd64a683d9d40ef3"
"2014-02","First Unit Equip","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI.","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-4-b33ac1ae9da1438dede7e0dcf249e3813cc79bb3","a3b42e07c6e892d8cf6eaff7c6daf13e38213208","root.record.ItemExhibitList.P3AModificationItemGroup","a3b42e07c6e892d8cf6eaff7c6daf13e38213208-0-8ca541c6d2fa4dbec2edfbf6bd64a683d9d40ef3"
"2013-03","Administrative Leadtime:  12 months","","a5db4ac3af4ae7a2fb7c9a32029f764af32449d8-0-b270d05bf3afbfa72642f4b2e80622d50e1196e8","a5db4ac3af4ae7a2fb7c9a32029f764af32449d8","root.record.ItemExhibitList.P3AModificationItemGroup","a5db4ac3af4ae7a2fb7c9a32029f764af32449d8-0-d38f89e8400c520a3a700fc1b8f0326159f0358b"
"2013-12","Stinger Proximity Fuze Contract Award","Award of contract for Stinger Block I integration with Proximity Fuze.","b63c677948107531767b92926f355af9518c6a7f-0-47319c1a3334322ae4efcb92818728ca522b4c7d","b63c677948107531767b92926f355af9518c6a7f","root.record.ItemExhibitList.P3AModificationItemGroup","b63c677948107531767b92926f355af9518c6a7f-0-234cc1228950ff36343e2fda2e010ba74d071fe1"
"2012-08","None","N/A","bbbd68f0ce30a7889521522ef24ed9178aa15355-0-4ead9900f6a33b1add43e26786e2ca860d08a717","bbbd68f0ce30a7889521522ef24ed9178aa15355","root.record.ItemExhibitList.P3AModificationItemGroup","bbbd68f0ce30a7889521522ef24ed9178aa15355-0-0dc9d9c37431b9bb0e34cd1a7b4567eb14f9c717"
"2010-12","CASUP Milestone B","","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-0-efa984b331f1f96904897c05bcf68f6304be9617","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d","root.record.ItemExhibitList.P3AModificationItemGroup","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-0-712c9a13e9951d0f5ca425a34eb814c1a17fa693"
"2015-03","CASUP Milestone C","","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-1-a2e0ddeb648e890dd1b34330fedd101c72f718ef","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d","root.record.ItemExhibitList.P3AModificationItemGroup","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-0-712c9a13e9951d0f5ca425a34eb814c1a17fa693"
"2016-09","CASUP First Unit Equipped (FUE)","","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-2-bdeca92722738bfc4d548d1c05e2055ccb5a7be9","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d","root.record.ItemExhibitList.P3AModificationItemGroup","c90ba72e45eb38fb9f741478fb140ae8e2b5b56d-0-712c9a13e9951d0f5ca425a34eb814c1a17fa693"
"2011-04","NRE Contract Award","Increment 3 NRE contract awarded","d5d7441838f362bc4f9184481e280c558aa003eb-0-3ee0436c37f7da8b567f7f790ef39f2594688268","d5d7441838f362bc4f9184481e280c558aa003eb","root.record.ItemExhibitList.P3AModificationItemGroup","d5d7441838f362bc4f9184481e280c558aa003eb-0-75c5e9181010c41cd0999637c3f7f663e86bc1a6"
"2013-11","TKI","Increment 3 Trial Kit Installation","d5d7441838f362bc4f9184481e280c558aa003eb-1-3bf8050ecc32fe33dc69e41e431033193cb31c55","d5d7441838f362bc4f9184481e280c558aa003eb","root.record.ItemExhibitList.P3AModificationItemGroup","d5d7441838f362bc4f9184481e280c558aa003eb-0-75c5e9181010c41cd0999637c3f7f663e86bc1a6"
"2012-02","Milestone B","","d5d7441838f362bc4f9184481e280c558aa003eb-0-023d7b6c1ed7ba1538c2243ebb23dffb5c735e6f","d5d7441838f362bc4f9184481e280c558aa003eb","root.record.ItemExhibitList.P3AModificationItemGroup","d5d7441838f362bc4f9184481e280c558aa003eb-1-b160415ce44064d77f5cd8ecb8b3bcea0f24c381"
"2012-12","Critical Integration Review","Baseline Aircraft Integration Package Established","d5d7441838f362bc4f9184481e280c558aa003eb-1-fce85a098fcbff2f114070b3ab8c6e9391d34d5c","d5d7441838f362bc4f9184481e280c558aa003eb","root.record.ItemExhibitList.P3AModificationItemGroup","d5d7441838f362bc4f9184481e280c558aa003eb-1-b160415ce44064d77f5cd8ecb8b3bcea0f24c381"
"2013-12","Initial Mod Complete","Initial install mod complete and ready for system test","d5d7441838f362bc4f9184481e280c558aa003eb-2-0c219f881463df28ec3b4fbc1854f0f98630bfcd","d5d7441838f362bc4f9184481e280c558aa003eb","root.record.ItemExhibitList.P3AModificationItemGroup","d5d7441838f362bc4f9184481e280c558aa003eb-1-b160415ce44064d77f5cd8ecb8b3bcea0f24c381"
"2012-10","AN/TPQ-36/37","Continue Software Enhancements","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-ad88ccbbc071cacfb554b66d27b1c844871f1b54","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2012-03","AN/TPQ-36/37","Centerline Software Effort","dc431045d25b5288be1d9a6544c2fd045fcec1e6-1-254294dd6736326c852fb3d1b569937d0314d233","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2012-03","AN/TPQ-37","Initiate Production Receiver-Exciter (REX) Upgrade","dc431045d25b5288be1d9a6544c2fd045fcec1e6-2-6ee464c407b60ca9d818ceaa6ca8186bfa1834a0","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2012-10","AN/TPQ-37","Continue fielding ATG/OC RMI Upgrade","dc431045d25b5288be1d9a6544c2fd045fcec1e6-3-5be22037bf29bea052b0c3022767fc75c433c6c2","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2013-03","AN/TPQ-37","Procure Ruggedized Laptop Computers","dc431045d25b5288be1d9a6544c2fd045fcec1e6-4-b68cd5b4d445623f9d949c20e241e32862940b2d","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2014-09","AN/TPQ-36","Complete Laptop Computer Refresh Fielding","dc431045d25b5288be1d9a6544c2fd045fcec1e6-5-aa6aa0e11e6107b4c17cc2e2124ef99ebd38d807","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2014-03","AN/TPQ-37","Complete Fielding ATG/OC RMI Upgrade","dc431045d25b5288be1d9a6544c2fd045fcec1e6-6-7055e7b22f8e9c5ccbe0f02fee7268c1e3bf29a1","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2013-08","AN/TPQ-37","Begin Fielding REX and Laptop Computer Refresh","dc431045d25b5288be1d9a6544c2fd045fcec1e6-7-728291b568a2873dc74593ad0f7f2a0c80ae5972","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2015-06","AN/TPQ-37","Complete Fielding REX and Laptop Computer Refresh","dc431045d25b5288be1d9a6544c2fd045fcec1e6-8-a3e6cc1722aaefc0df6ead51d9d0a19703e0f7d6","dc431045d25b5288be1d9a6544c2fd045fcec1e6","root.record.ItemExhibitList.P3AModificationItemGroup","dc431045d25b5288be1d9a6544c2fd045fcec1e6-0-5138c7c1cd8ae53481a322a2a3425bd9ad18ab12"
"2012-02","Urgent Material Release","XM2010 Enhanced Sniper Rifle (ESR)","ed692b817755e9581097727efe80ecdcc769c340-0-d2c394ef554d12636154a28c41631c888e8b832f","ed692b817755e9581097727efe80ecdcc769c340","root.record.ItemExhibitList.P3AModificationItemGroup","ed692b817755e9581097727efe80ecdcc769c340-0-07d4883905e6847564866f440f99c73629089b85"
"2013-03","Milestone C / TC Standard","XM2010 Enhanced Sniper Rifle (ESR)","ed692b817755e9581097727efe80ecdcc769c340-1-331bda0f16c7580132df79bc8409063f619c7b84","ed692b817755e9581097727efe80ecdcc769c340","root.record.ItemExhibitList.P3AModificationItemGroup","ed692b817755e9581097727efe80ecdcc769c340-0-07d4883905e6847564866f440f99c73629089b85"
"2013-03","Milestone C ADM","M110 Compact (CSASS)","ed692b817755e9581097727efe80ecdcc769c340-2-6e9003188968e9a18545e590a0ea99e1d08a721a","ed692b817755e9581097727efe80ecdcc769c340","root.record.ItemExhibitList.P3AModificationItemGroup","ed692b817755e9581097727efe80ecdcc769c340-0-07d4883905e6847564866f440f99c73629089b85"
"2015-02","Type Classification Standard","M110 Compact (CSASS)","ed692b817755e9581097727efe80ecdcc769c340-3-f616d8025ed7734be5659eec82f37c569148df5c","ed692b817755e9581097727efe80ecdcc769c340","root.record.ItemExhibitList.P3AModificationItemGroup","ed692b817755e9581097727efe80ecdcc769c340-0-07d4883905e6847564866f440f99c73629089b85"
"2011-04","Production IPR","","01dd082524974a202336a468bc68b49c9b0edfe1-0-e4d47df12d9f0c85d00e39bb49785dc8ee360cc8","01dd082524974a202336a468bc68b49c9b0edfe1","root.record.ItemExhibitList.P3AModificationItemGroup","01dd082524974a202336a468bc68b49c9b0edfe1-0-831c90da352b163febfc78f88868a231dcda7010"
"2011-04","Production IPR","","1b15a7c9b29f030113ff0f7df90c64638e966d27-0-b8055daf07596f29bc9b75b4638c4e78dd215469","1b15a7c9b29f030113ff0f7df90c64638e966d27","root.record.ItemExhibitList.P3AModificationItemGroup","1b15a7c9b29f030113ff0f7df90c64638e966d27-0-b8121ce8b302c8ebb6f3417ddb9c5e26057cc2c4"
"2015-09","LHD-8 (USS MAKIN ISLAND)","","1c122d338ad6dd15c7e37f4ec345d5d79059e739-0-910231abe2b178cfb18e693a00c4b3141e716e55","1c122d338ad6dd15c7e37f4ec345d5d79059e739","root.record.ItemExhibitList.P3AModificationItemGroup","1c122d338ad6dd15c7e37f4ec345d5d79059e739-0-9673d1180bec2476f45e3e0a8edf929ddff72b43"
"2005-02","Milestone B Program Initiation","","3807b1ef1c83efea892c6cee0f06b4147ad6efe5-0-daaacd14e342b336b3c91621b01d43af8b47d0f2","3807b1ef1c83efea892c6cee0f06b4147ad6efe5","root.record.ItemExhibitList.P3AModificationItemGroup","3807b1ef1c83efea892c6cee0f06b4147ad6efe5-0-d9ed0ec0f05b11df77e8f9cbaffb6a7e5b432c2a"
"2007-08","Milestone C Production Decision","","3807b1ef1c83efea892c6cee0f06b4147ad6efe5-1-c8aefb4632a6aab3e02dfbabd7a615c593a719ae","3807b1ef1c83efea892c6cee0f06b4147ad6efe5","root.record.ItemExhibitList.P3AModificationItemGroup","3807b1ef1c83efea892c6cee0f06b4147ad6efe5-0-d9ed0ec0f05b11df77e8f9cbaffb6a7e5b432c2a"
"2012-02","Urgent Material Release","M2010 Enhanced Sniper Rifle (ESR)","3c6b964ab19c1159fae78683e6482699d1a8223d-0-442efde2c8549b550ed046bec20aea93bbac59f4","3c6b964ab19c1159fae78683e6482699d1a8223d","root.record.ItemExhibitList.P3AModificationItemGroup","3c6b964ab19c1159fae78683e6482699d1a8223d-0-0cfed12e561e9c78ba32d4114506505f3a3f1faf"
"2013-07","Milestone C / TC Standard","M2010 Enhanced Sniper Rifle (ESR)","3c6b964ab19c1159fae78683e6482699d1a8223d-1-71cdd08533c1b7ef7f2bc99bbe9e2a20f3cbc854","3c6b964ab19c1159fae78683e6482699d1a8223d","root.record.ItemExhibitList.P3AModificationItemGroup","3c6b964ab19c1159fae78683e6482699d1a8223d-0-0cfed12e561e9c78ba32d4114506505f3a3f1faf"
"2015-12","Milestone C ADM","M110 Compact (CSASS)","3c6b964ab19c1159fae78683e6482699d1a8223d-2-1e59921356aeaac96d52446d38cdcdc9c4bb0627","3c6b964ab19c1159fae78683e6482699d1a8223d","root.record.ItemExhibitList.P3AModificationItemGroup","3c6b964ab19c1159fae78683e6482699d1a8223d-0-0cfed12e561e9c78ba32d4114506505f3a3f1faf"
"2016-02","Type Classification Standard","M110 Compact (CSASS)","3c6b964ab19c1159fae78683e6482699d1a8223d-3-598d78adefcc0d83372b4da4a1c73a03d80c4a78","3c6b964ab19c1159fae78683e6482699d1a8223d","root.record.ItemExhibitList.P3AModificationItemGroup","3c6b964ab19c1159fae78683e6482699d1a8223d-0-0cfed12e561e9c78ba32d4114506505f3a3f1faf"
"2012-03","AN/TPQ-37","Initiated Production Receiver-Exciter (REX) Upgrade","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-4c40df14fdc5d331330d26f1673b913505bdf3a7","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2013-03","AN/TPQ-37","Procured Ruggedized Laptop Computers","76beac32e706b00bbc85c5e08400ce0b4b5345f9-1-4cd01281f5746fbe32f64b945a4d97dbe14c59ab","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2015-09","AN/TPQ-36","Complete Laptop Computer Refresh Fielding","76beac32e706b00bbc85c5e08400ce0b4b5345f9-2-52027b30bcf577a177da9a6ea37495ba17820888","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2014-09","AN/TPQ-37","Complete Fielding ATG/OC RMI Upgrade","76beac32e706b00bbc85c5e08400ce0b4b5345f9-3-594057d23a807c79428c1b6d8a59f18192e9bbbb","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2014-05","AN/TPQ-37","Begin Fielding REX and Laptop Computer Refresh","76beac32e706b00bbc85c5e08400ce0b4b5345f9-4-d4e170372a8797820da7511b32c7fae079e637fc","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2015-09","AN/TPQ-37","Complete Fielding REX and Laptop Computer Refresh","76beac32e706b00bbc85c5e08400ce0b4b5345f9-5-b261c3e5796e62a959cc627ceec724353cae0285","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"2015-09","LHD-8 (USS MAKIN ISLAND)","","7cea011273f84975c4b992945b20dece193ccab4-0-10521f78f150712538f4b0eb855aa8c4292fdec2","7cea011273f84975c4b992945b20dece193ccab4","root.record.ItemExhibitList.P3AModificationItemGroup","7cea011273f84975c4b992945b20dece193ccab4-0-a8aca5299598136b7ba41abad551cda57bcf324a"
"2011-09","Improved Sentinel","Undefinitized Contract Action (UCA) awarded. Contract definitized on 5/14/12.","851ba432ed050522076d24ac4eec8ffef0c5629e-0-754501e7cbe6571c53d41e0c309ffc12df310fba","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2012-12","TPX-57 (Mode 5 IFF)","Contract award for Base year.","851ba432ed050522076d24ac4eec8ffef0c5629e-1-80158da0108a8698ab3e39e70b74bf7adacda429","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2015-01","Common Platform Upgrade","Integration to begin.","851ba432ed050522076d24ac4eec8ffef0c5629e-2-547c332fee81ee35747ef3d17aae368bf0399a96","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2017-01","Cross Domain Solution","Contract award for Base year.","851ba432ed050522076d24ac4eec8ffef0c5629e-3-cd7b9113a919a80d253323e29a10e92b8af65269","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2017-01","Electronic Attack/Electronic Protect","Contract award for Base year","851ba432ed050522076d24ac4eec8ffef0c5629e-4-a8442c612e246f41b1f589bf54286607c8bf08d9","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2018-01","Signal Data Processor/North Finding Module","Contract award for Base year.","851ba432ed050522076d24ac4eec8ffef0c5629e-5-1a557f15568dc7fcb52534afaa94709c7aff17ed","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"2005-09","Milestone C Acquisition Decision Memorandum Signed","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-56d9339df29bfc1571ddb0c25c84e985b71694ed","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"2005-11","Low Rate Initial Production (LRIP) Contract Award","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-7b225b12227e9e5f6831bd6ad9b9e7eb97006166","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"2007-09","Initial Operational Test & Evaluation (IOT&E) Completed","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-3dd83b9a13d65880d0192eaf58affe60a5fc7960","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"2008-04","Full Rate Production (FRP) Contract Award","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-3-55a5d79472f2e9ed75da44cb896aa6afd0f6a84f","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-a01490e2113afd3fa88edb7ddb326c7f3a6874b0"
"2010-02","Program Initiation","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-b93ec80e45b35decf3e6017e578706cf0a893ddf","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-61740fde58241e167b82d98280d4ab95c0ca704c"
"2011-08","Production Decision","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-9873411d23054214d2d19e046f8a3d3cbf3f7198","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-61740fde58241e167b82d98280d4ab95c0ca704c"
"2012-11","Initiate Contract for Block 2.3 Systems Integration Qualification","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-81d892254682bcdff2f8ba1551a068934d7a2a2b","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"2013-05","Deliver Systems Integration Qualification Aircraft","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-6a8b8f8f85407fd7d4c4f098d2ec77e942fc8308","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"2013-11","Initiate Contract for Block 2.3 Production","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-4f3a1783933d5c1fa01c896a8263843af533099d","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"2014-09","Deliver 1st Production Aircraft","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-3-053e157fb9419e850b88c9facacbb7978d8cb7dc","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-2-c8a0dfc07a93b6b1c2b37088906edb703c87724b"
"2013-07","Low-Rate Initial Production","Completed development and qualification testing  in FY 2014.  Purchased 6 Low-Rate Initial Production units.  Will begin operational testing in FY 2015.  Full Rate Production will follow operational testing.","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-666cfd5c56649fd58147cdcb0608435a8bcb1d41","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-3-51b90d81b017569ea5cd7c977dfe8af8242f1d11"
"2010-02","Program Initiation","Begin Development Effort","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-3316c9b95a5e5c4916130bbaa263970bd4ee0ed3","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-4-a8a6d736a256158d656cdac056a433dec4e7195f"
"2011-02","Mission Processor System Integration/Testing","GPPU Integrated Logistics Support","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-35a9dd6308e3a06e09b537837d09e00cb6bb83ab","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-5-c63070b4b6754eb14bad1d05d02785c2d718f6f3"
"2012-12","Production Decision","","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-033a126f75c62acbbca4dd3617fb0e2c2982721b","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-6-9ba0516057586ea484d856d305cdede12bfd62a4"
"2012-08","None","N/A","91562b4e4991758a4e31e359045610951ae2ad2e-0-5784619a06e6fb4301f9ba7af66492d45740cf15","91562b4e4991758a4e31e359045610951ae2ad2e","root.record.ItemExhibitList.P3AModificationItemGroup","91562b4e4991758a4e31e359045610951ae2ad2e-0-b623e886c07c61b2ed713ee59a80c917645c45b9"
"2012-04","NRE Contract Award","","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-0-b64bf6feb6cfcf1eff2ba66988f1362cff3ba2c0","a45853f0c1ca6988d070b4196fb81d1bfa4ea899","root.record.ItemExhibitList.P3AModificationItemGroup","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-0-1865d872a1d5ab525786e0eb732100c5294b81b8"
"2013-09","System Critical Design Review","","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-1-b3781a29d2576e866ab9cd2b4c55d001da4eb65a","a45853f0c1ca6988d070b4196fb81d1bfa4ea899","root.record.ItemExhibitList.P3AModificationItemGroup","a45853f0c1ca6988d070b4196fb81d1bfa4ea899-0-1865d872a1d5ab525786e0eb732100c5294b81b8"
