"Name_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_Quantity_PriorYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer_Name_val","ManufacturerList_Manufacturer_Location_val","ManufacturerList_Manufacturer_MinimumSustainingRate_val","ManufacturerList_Manufacturer_MaximumProductionRate_val","ManufacturerList_Manufacturer_Rate185_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning","IdCode_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"GPS III SV 03-10 Technical Mission Analysis","","","2.113","30.853","13.278","12.766","","12.766","0.644","0.664","0.684","0.704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-4-be68072f0c7342474aeffe98b39a5f038b1d70f0","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"GPS III SV 11+ Technical Mission Analysis","","","121.694","186.404","","","","","15.468","15.931","16.409","16.902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-5-c997bd618fbed21fd0f8528a1af7a31257be5563","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb","root.record.ItemExhibitList.P5Item","34c440dacc2dca78fa1bfbb714b95f5c8dcacbfb-0-40984a66457f60eb0b68a5171cd9a47879c73f52"
"AEHF Space Vehicle (SV) 3","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-0-09cdcdf6d738668315395d8fb31c1a436ebcf1fd","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF Space Vehicle (SV) 4","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-1-63115cae4fc9c8141042833ab4bb6a249e16dea8","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"Enterprise SE&I","","","0","3.781","2.302","1.479","","1.479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-2-4646fe26fd196f12aeff7bf60eec395704273b9d","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"Technical Mission Analysis (WS)","","","0","20.764","10","10.764","","10.764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-3-eb54a45d46714371db58d51513b7708513ec107b","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-0-969bd118570d7851a01e1078495c16a82d8315d1"
"AEHF SV 5-6 Block Buy","0","0","0","726.57","165.579","560.991","","560.991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-0-bc6e5a5a4b61d6aabacf3150e706e95ede20c60a","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"FY14 Incremental Funding","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-1-1ca0dc31ccbd6a6108d8adfdd8d51c8f729ce175","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"FY15 Incremental Funding","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-2-2e0e7c58823352671e228759d7ceb68bd726b88f","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"FY16 Incremental Funding","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-3-0c629fde010204b296b60abe465ba96e89b90800","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"FY17 Incremental Funding","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-4-f5e60a28a33269f2b74f755ac1a35bb83265d6f9","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"Plus Advance Procurement CY AEHF SV 5-6","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-5-f4e4c84da293caaf8e22bdbbe88d0d6ee82633e0","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"Less Advance Procurement PY AEHF SV 5-6","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-6-34f24264aad92701f647e3d98d299ac6c9d6f249","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"Enterprise SE&I","","","0","54.967","9.934","10.558","","10.558","12.773","4.802","7.9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-7-e95a8b12d57881e5b6a66642324a8cf77f625134","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"Technical Mission Analysis","","","0","69.459","13.929","14.761","","14.761","18.039","9.358","6.472","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-8-bba734b81830f57d35f91276ef15c6876285f85c","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"ACF/IC2 Test Asset Support","","","0","55.749","8.976","9.251","","9.251","9.093","9.597","9.857","8.975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","727675ba95ed14d4e6ff20ed191475334247fee0-9-d9c5a4730c2b186e4214e129edbb26e1b3bed163","727675ba95ed14d4e6ff20ed191475334247fee0","root.record.ItemExhibitList.P5Item","727675ba95ed14d4e6ff20ed191475334247fee0-1-c27dde549a37b71e610366ea63867fe03fcaa07b"
"AEHF Space Vehicle (SV) 3","832.268","","0","832.268","","","","","","","","","1","1","","","","","","","","","","832.268","832.268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-f39d94f0503758903cf31bfa617fd366b0d80e85","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF Space Vehicle (SV) 4","1693.304","","0","1693.304","","","","","","","","","1","1","","","","","","","","","","1693.304","1693.304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","15","74","89","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-0b8237201e6f23140e4ada0ba6c4c661bea2bcc8","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-53b2ed914c34e9e50fa1d222298e307a7a0c9f4f","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"Enterprise SE&I","31.69","8.341","0","40.031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-2-f0a288f4a235c5d76bbe6916c3ba54e59699ccbe","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"GFP - ACF/IC2 Interim Contractor Support (All Labor)","12.275","","0","12.275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-3-8b13dcd575aa08a5a8aca605ce20911ee2139a70","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-e5cf3eaef42700c79472935f898b4ea5c4406ec3"
"AEHF SV 5-6 Block Buy","2294.275","172.149","0","2466.424","0","0","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-0-b280fc1c8a41ca1b5dbd8e7cecf312315b8cd974","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"FY15 Incremental Funding","-172.149","","0","-172.149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f7a497a6a4d6678681b5d473f79bce08a56b987e","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"FY16 Incremental Funding (3021)","-165.579","","0","-165.579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-2-9589638f50133c87e05f628eb7bd8c7265c32111","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"FY17 Incremental Funding (3021)","-560.991","","0","-560.991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-3-913be27ca579c5f33e8da9ea859ef89f9fee1bbf","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"AEHF 5-6 Block Buy satellites","2294.275","","0","2294.275","","","","","","","","","2","2","","","","","","","","","","1147.138","1147.138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","Lockheed Martin","Sunnyvale, CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-76154ffd64abb4e2a0420aed9169e1fe85f4712c-4-2c4dfbe8dd75f7db250183858af408d8ea30dcbc","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-4-5964287fe5ce1ab824d9dfcdc0b928c366d4ff19","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"AEHF 5-6 Block Buy satellites Debit","-2294.275","","0","-2294.275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-5-0a4160aa8bc1274071bfe7f58fe857399c70cfcb","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"Enterprise SE&I","","10.015","0","10.015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-6-59df3129afc7e252da7d207c2ff842b35326bd25","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"GFP - ACF/IC2 Interim Contractor Support (All Labor)","19.222","17.345","0","36.567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76154ffd64abb4e2a0420aed9169e1fe85f4712c-7-e3fd10c6ee5f0f69c7bbd7762201c373677bad81","76154ffd64abb4e2a0420aed9169e1fe85f4712c","root.record.ItemExhibitList.P5Item","76154ffd64abb4e2a0420aed9169e1fe85f4712c-1-f0aa44456ca3617bb782898537355507a904bbe4"
"GPS Block IIA Space Vehicle","869.768","","0","869.768","","","","","","","","","28","28","","","","","","","","","","31.063","31.063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-a58edde1ddce3b616af8a6ec3b2329ea3009ff79","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS Block IIR Space Vehicle","1088.345","","0","1088.345","","","","","","","","","21","21","","","","","","","","","","51.826","51.826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-1-58ba9b77c2aea7a3358a635ecd725dcb281673fe","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GPS Block IIF Space Vehicle","984.726","","0","984.726","","","","","","","","","12","12","","","","","","","","","","82.061","82.061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-2-788ce54ef23f2c799732fdb394907fdc1b809aeb","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd","root.record.ItemExhibitList.P5Item","79ada4ef86031399e3e5bb6e877fb94a76e9c6dd-0-ca2871a99975bd649cbcfca50723dde381349926"
"GEO 3-4 Hardware","0","","0","5.396","5.396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-0-5e28fe15dcb4be08880bab038d2fe979b3885df8","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-0-ec30c678770c3ba4e84ab77ca7a579a60dc096f5"
"GEO 3-4 Integration and Assembly","0","","0","0.983","0.983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-5d6151a5c8146c4b6be5b0cdd9c8e42d3711483f","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-0-ec30c678770c3ba4e84ab77ca7a579a60dc096f5"
"GEO 3-4 Enterprise Systems Engineering & Integration (SE&I)","","","0","10.418","10.418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-0fac75aa68da30cd731ac2dc60247c3d841f8b62","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-0-ec30c678770c3ba4e84ab77ca7a579a60dc096f5"
"GEO 5-6 Hardware","","","0","485.24","227.203","88.484","","88.484","169.553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-0-0213d2d003ad37afe5bb7e95f8d191888ba724c0","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-1-98f727c27d30604b9ea9c5fd09c3fa7aeef1e7a3"
"GEO 5-6 Integration and Assembly","","","0","310.407","46.804","30.282","","30.282","233.321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-19636858b96f0ec636a75672d7eed43991c04c49","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-1-98f727c27d30604b9ea9c5fd09c3fa7aeef1e7a3"
"GEO 5-6 Enterprise Systems Engineering & Integration (SE&I)","","","0","75.269","","17.284","","17.284","18.826","14.172","12.807","12.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-6eb9ff58ef7941982be87a642e7ea3089fdee1a7","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-1-98f727c27d30604b9ea9c5fd09c3fa7aeef1e7a3"
"Technical Mission Analysis","","","0","133.821","22.415","22.232","","22.232","27.743","20.996","20.788","19.647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-3-49a446715204e1ac933b1ccb2ecb94caa440212b","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-1-98f727c27d30604b9ea9c5fd09c3fa7aeef1e7a3"
"HEO 3-4 Hardware","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-0-a18142e382cf2a2b30545c8b0085045ba9c53b26","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-2-2b52c6df63f34512cad6d8d4de47b41e8db32a15"
"HEO 3-4 Integration and Assembly","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-1-b1b954cd2783aea8becc059d588315fce6b32572","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-2-2b52c6df63f34512cad6d8d4de47b41e8db32a15"
"HEO 3-4 Enterprise Systems Engineering & Integration (SE&I)","0","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8a412dc81e50142f8f284f41b328f96d84a887bf-2-6ac3654c3a95ad2b68e09d0665470e2aa417c194","8a412dc81e50142f8f284f41b328f96d84a887bf","root.record.ItemExhibitList.P5Item","8a412dc81e50142f8f284f41b328f96d84a887bf-2-2b52c6df63f34512cad6d8d4de47b41e8db32a15"
"GPS III SV 03-10","1382.374","257.308","0","1639.682","0","0","0","0","0","0","0","0","6","7","","","","","","","1","","","230.396","234.24","","","","","","","257.308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","Lockheed Martin","Denver, CO","0.00","0.00","0.00","0","0","0","0","0","18","60","78","root.record.ItemExhibitList.P5Item.CostElementCategoryList.SpaceVehicle.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-a69036802b162f2edfb4e702e24f4ed65e383d2b-0-5c456fcdf39f964a9cb5e880c8baf0baf923bf94","","a69036802b162f2edfb4e702e24f4ed65e383d2b-0-a3f0c8fba6db3a67269912e9688b0f548f7b329a","a69036802b162f2edfb4e702e24f4ed65e383d2b","root.record.ItemExhibitList.P5Item","a69036802b162f2edfb4e702e24f4ed65e383d2b-0-52cc4c20628fffcd376f0aec140cd434ffe800bc"
