"ServiceAgencyName_val","ProcQuantity_val","MonthlyDeliveryList_MonthlyDelivery","Name_val","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-c2a7a53e8523823e5ae2e099f15e79e80b8410bb","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-c4ec8362e36a585ee2809ab916a11350cf8b2c6f","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-421289db35915d01f3e287edb2b1e891f467d110"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-9aa193d1504f02e85b76e2cc71330358972945d4","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-e80d79afaf1e9ac2e65e149320927fe60939a12f","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-e3adc925ebd4281315fe122a4dde7326f75e71e0"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-7eac299ebaf5f86bc2233e6302d8954e79601f02","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-6358eaeb41de4d8a66d7031257f15e5d4bccc39a","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-8306411625aeea8ee839c5dff1d5bc4c7dd1379b"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-b107b24c52a19ee6702c49bd66dd9712ef90d3a2","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-9778ce7b6b263a78a3b855a6688e85fbf633bba7","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-9b6f236fce76e0fe88667a85b907e092b06b258a"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-2761338a008ca6dd3c580c70731b674dbb286e70","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-28c48dcd1e77d5de6402af8cc9b22f7d6415e934","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-1e22deae7f596d724cf06c68d6e37d67d154092e"
"Navy","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-4965f0cb83dc1ecc3d9841724d6d7cf0e4533992","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-63b1de86967157b3cda41d7a4e2dfcccd4a6fb28","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-fcb955fc83369b7271989f82773c860c9c41cc33"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-c965348173fd5badfe023645b2ce44000669bbce","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-1ecf876360a6be630866cdee9ca5ab96cc6dde35","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-59647168474f2afd26d0631d4eb5475ca692686f"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-08cd7fc773e47bee0dd048d73e204a7b822608a4","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-e2748cc71aab00f4a8ef9661173bc20fc278ac2d","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-691162e27ede057da1402d8ab57b85aba4e624e7"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-f4b7e04ed54626bc30b58d9a4b371da6d62e89c0","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-d194f674ad64201a108d0f1eec8d631149866333","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-79985cfbb619eefa11538cab11de517f6c433e15"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-704377545f0fff752ca3ef959693e73555ee25d3","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-bc985c141df3250d5aca3b03b334c621c750e4f0","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-230aca87b2850dd8a3852bfba4a1a58e31931466"
"Air Force","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-cd45ea9c773c15f07497ac5124b65ac2d3cb86fd","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-41a5e73c64dc702f96b1d07d8a2cac981f4f12c1","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-930f6c26b25057106032001fd276d8279bbd9114"
"Air Force","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-a7be88e01319fcf45ab67fa42ab243fa3cafe362","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-a897af8950bf3b6cd1feacae4e3b2d88e2ca3cac","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-381e3fef1b78c65398b28bb7b21af0d3f7d73297"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-47af1321d6f2a9adcb2017e75e4976e55de63681","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-56867fcb5a71a2562981c3bfd4e497dc93186ffd","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-41ddc7d301f69074d97272bbc078863865d87099"
"Navy","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-73539490f2d6ad363da10871e554559b8f2aaad3","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-563fb13f7477fe975a11c7d52ebfff17eb71d185","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-c78d794a6ee5ed37715359cfff18c8925f2b11ea"
"Army","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-227700b554c771eb0da680e871cee13ba5617bd6","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-be17b7b395858514f217dd639bf8cc6be774adda","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-9bb3c41f3a1bc81ee74f38527595a1d50c603bdc"
"Army","35","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-3a8d726d6d9471cc667713c04de8abb05f5b58c4","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-f4bed1241747e6136c5b9ad2703c1bd76770d81d","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-9b471c1190b37d54602149239370b88b84885d63"
"Army","20","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-08cd168c5ea0cfff5cf993d901092d6cb92c9995","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-7904e0d4bdee39a0c4cab387239b4a8b762a64d2","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-dd53fff1b26f1f1946a49f252626aa3cf39238bf"
"Army","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-b4b46b7fbf26b7478199a31d4a88f7fcbcbbc072","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-78e2f4c38c841d626c44dd2746af273ebdd72362","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-ae2805bc9daa65bce2c0013ea6dc89fa2cb121c3"
"Army","1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-a961156166f0ba5ab2023d7891e6855c1ddc4211","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-f4f0df4d2a94b014209ec321aa97f35c538070cb","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-56c2b89436d618440b67771edd37ed337ec07587"
"Army","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-10d01190b0a82c5d54464168aa70bd4314f10d98-0-0da2dee85d44610fb2da5072e35e70d573771e55","","0","10d01190b0a82c5d54464168aa70bd4314f10d98-0-1d0540bb874e777956e04ece30ecafba70614ad7","10d01190b0a82c5d54464168aa70bd4314f10d98","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","10d01190b0a82c5d54464168aa70bd4314f10d98-0-4a43e95503eef5876e747340c499c65f031ac943"
"Army","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-e65dbe5a4763d57e1362bf8f8a5ddee23dece5b2","","0","40d365317c2695995273930668a57d384a824c91-0-4b054500557c27a57676cf5945426291e4bbea01","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-07e176c03a8eabe803144763f8b4af0cb0fdbc9d"
"Army","49","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-b902f8ed4e46d8b713060e1c559739794af97831","","0","40d365317c2695995273930668a57d384a824c91-0-a0be33a747ad15601a2ab93c6a2b351e7774e051","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-d663f85d4d8c91e3bf4d36005a7cdb0fc3cf1a92"
"Army","49","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-e6104c8d809df58dce6dbd4ad6ac8668ecaf8cf2","","0","40d365317c2695995273930668a57d384a824c91-0-45b9b3b3ef08a046993241994c72170120e5a2a5","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-46def2ad3a0e9eebccf50de204dc8a419977d7c1"
"Navy","31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-649ba69ae9dfdcc3dcd15572608d14acdde6a68e","","0","40d365317c2695995273930668a57d384a824c91-0-e46f8d6b4f6905ca41306ef04e9d84f6261b4579","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-44b56bf324a19b205bba36b594e9b33466b3492c"
"Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-905624012edb7a0a2db677e6cf4d267543e24492","","0","40d365317c2695995273930668a57d384a824c91-0-c0def8a49e5388ee88d43e02095811a903feee6e","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-8e4d186630119664939675690f67c773bb3a7394"
"Navy","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-69001203a3230521b2bbed183b2b7c80d8b09b79","","0","40d365317c2695995273930668a57d384a824c91-0-91f2be93107066702741582efa6132a5629cb439","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-d6dd640202ed0db2d9be900534f6d6fe0d29a0e9"
"Army","1997","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-16fc915007e79d6ecc61fc32f2497d88451cb85f","","0","40d365317c2695995273930668a57d384a824c91-0-0a5af609e4578efd7717d241332789a1cb1cd4a2","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-2b76c55e2b9c9c566c967a783cd83eebae9421f3"
"Army","4561","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-dcd9acbbf6f9f8107870f81155aff893508aac5c","","0","40d365317c2695995273930668a57d384a824c91-0-7e267dc3252581afa5ed2f301097979e6249f994","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-67463feaebe892444fcabbd1999e93cb91e8989c"
"Army","5391","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.ComponentMonthlyDeliveryScheduleList.ComponentMonthlyDeliverySchedule.MonthlyDeliveryList-40d365317c2695995273930668a57d384a824c91-0-8a42c8bc7285d6d0d490fe47492644bc2c6a06bd","","0","40d365317c2695995273930668a57d384a824c91-0-abac81b44b3f3b7b1a1e1b814b8462f95f95252a","40d365317c2695995273930668a57d384a824c91","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule","40d365317c2695995273930668a57d384a824c91-0-4dd47d9f35d975397527c6933ed560d8e455c0eb"
