"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"GD C4 Systems","","Scottsdale, AZ","4","50","25","10","2","9","11","2","3","8","11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3c35cfc2741815ae646ed3895b478ee9db7bf9f1-0-9df4e63146e2562028f4a133e745668614172276","3c35cfc2741815ae646ed3895b478ee9db7bf9f1-0-7cc3a452982aee55f50cd6f3db121597b1bb0e92","3c35cfc2741815ae646ed3895b478ee9db7bf9f1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3c35cfc2741815ae646ed3895b478ee9db7bf9f1-0-1a72712c7fadf6730662b88658ba3a0bdc5628d5"
"GD C4 Systems","","Scottsdale, AZ","4","48","24","2","3","8","11","3","2","6","8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3c35cfc2741815ae646ed3895b478ee9db7bf9f1-0-6d34e66e0766925a95950368de1ecbb7ab0a7bf1","3c35cfc2741815ae646ed3895b478ee9db7bf9f1-0-02142cdf4932059733377349a040b81c7bc06a80","3c35cfc2741815ae646ed3895b478ee9db7bf9f1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3c35cfc2741815ae646ed3895b478ee9db7bf9f1-1-794f61e3bb9ab2c478700a33efdbbdd15597cb7b"
"E. D. Etnyre & Co./ Oshkosh","","Oregon","2","19","10","0","6","1","7","0","3","1","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3dea0bac19481ee4ebfec08228070111c3e5a70c-0-50d3d6d07a258bef2e6690a34da90733f6108d4a","3dea0bac19481ee4ebfec08228070111c3e5a70c-0-cf4eac80b80d2cdcb3a63add2fe2bd98c650fa4c","3dea0bac19481ee4ebfec08228070111c3e5a70c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3dea0bac19481ee4ebfec08228070111c3e5a70c-0-19ea2657f45662f2baa98379fe3f7b24fb252249"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","9","19","0","3","9","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-b79ce27012e515029fb704d615f773fadd82e558","3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-ea0d7f89df2a057add74fb7da6f0f2c93e055e0d","3ed6a382d168ca1d7e158283ae70e4111eee3d59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-f20a613aafef9642d3f3cd222e56491111886509"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","9","19","0","3","9","12","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-fdff19deed7cba6cc48eaf39d7664ed96a90435b","3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-b083452503d5ac4195870b1c564bed8b796873b7","3ed6a382d168ca1d7e158283ae70e4111eee3d59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3ed6a382d168ca1d7e158283ae70e4111eee3d59-1-7c61c40d44d26412e70a1ab683f5f7ac3695101f"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","5","15","0","5","5","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-ba3be54fa19b833111914ad3f116c3b993104bb6","3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-fc6ef3af38c26706f6cc4bdf488012e7993bec61","3ed6a382d168ca1d7e158283ae70e4111eee3d59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3ed6a382d168ca1d7e158283ae70e4111eee3d59-2-1194d4a62b63e33c1f540fd1489abc8a71ea9d68"
"Letterkenny Army Depot","","Chambersburg, PA","1","8","4","0","10","6","16","0","3","6","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-55b81d4d794bfb8a52befee95070e33641dc8ee6","3ed6a382d168ca1d7e158283ae70e4111eee3d59-0-feeeded75ecd88c460f05133acd8ac9821a7a17b","3ed6a382d168ca1d7e158283ae70e4111eee3d59","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","3ed6a382d168ca1d7e158283ae70e4111eee3d59-3-23cbf920bc22d74a087528bf018e8753cb4eb214"
"Williams Fairey Eng. Limited","","Stockport, UK","1","24","12","0","18","19","37","0","10","16","26","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-416bf87ccaaed23c13a016140279db626bb9826d-0-5f0e8602a9dbfe3d5109edaf0ad5cc48964b45d2","416bf87ccaaed23c13a016140279db626bb9826d-0-37a25ad804f9daca97fadc9811ba5d3ca03e7a02","416bf87ccaaed23c13a016140279db626bb9826d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","416bf87ccaaed23c13a016140279db626bb9826d-0-88d04ad578cdb05f755cf06aa64cf57076097a95"
"TBS","","TBD","1","1","1","0","4","2","6","0","4","2","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-416bf87ccaaed23c13a016140279db626bb9826d-0-45d19333949e577d64119e5173e2efbfe43f1b02","416bf87ccaaed23c13a016140279db626bb9826d-0-314c690ff4c507349b76c034c1a5c71f1f6888cb","416bf87ccaaed23c13a016140279db626bb9826d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","416bf87ccaaed23c13a016140279db626bb9826d-0-50c9ee9cd31461d847114ab8d7efefd728bc333b"
"TBS (EST)","","TBS","10","100","40","0","0","12","12","0","1","6","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-534fabbeeb3d3001f5f7545d2a37b32ec4162a43","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-869f3591a830020092add99ab909af8ba07354d4","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-9f94162b2a277aba05f78bcbe3102deda23b3f28"
"TBS (EST)","","TBS","10","100","40","0","0","12","12","0","1","6","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-18e3859bb506d2808fe98beac78ad31654b92864","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-ad6c8a92006b994d5cd151262b5e3d8f7cc1704b","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-3-b34ab00dc46febbf352bd80b6f954fe683ea5bb3"
"TBS (BEMT)","","TBS","1","75","50","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-22e84f1d76af713183c78b74930ad36d6e3d65f0","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-7ddfd5ce5d7b0705885ac00062714efb762f6251","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-6-56f02b78b12a5be78a1aaebb8b5e6f243e27b905"
"EHS Tech (HITS EXCON)","","Moorestown, NJ","1","5","3","0","3","18","21","0","3","15","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-bec0fb3686c78e6c64525b2ab7fe66a93168e851","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-1c1c975ec9159d39619be0e8da0e5ec82e8809e1","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-12-d32779e0762bbb76a8b29f31fc605327fe1942e9"
"Saab (HITS ICS)","","Orlando, FL","1","5","3","0","5","16","21","0","3","15","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-ae6b7e0b05635ba7b389dfcb85559250a5d49b36","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-5fd0ebb3015f38ab66c7ee8f294e7224a133b1ad","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-13-33780e4076452083a446f3989469a2a30ca04a38"
"TBS (HITS EXCON/ICS)","","TBS","1","5","3","0","2","8","10","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-fb3dfa69b3f54a8abc0bc660cdcfde4c3e5c5876","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-46dc202ae1c4b7a810cf58f667677a0b9e168bba","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-14-db0249f24d4e4163ad0c368554cd72de4e036fd6"
"TBS (MSTC)","","TBS","1","50","30","0","3","3","6","0","0","2","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-9787bd4d13907df2a4ca6d661216da15d921522a","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-38a287557b9d08ea312fc05979fdd4ffb3629736","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-19-22758d598d136e3998b4ab784e015b19fe2f77f3"
"TBS (MSTC)","","TBS","1","50","30","0","3","3","6","0","0","2","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-f4ba04eeeee42d2b53b8919245292f5961418bca","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-1f754539e4a2949053933992c0d51aad174da703","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-21-9d7eaa51e1536b82bfd6d18db6e72060c73ec8fc"
"TBS","","TBS","1","1400","950","0","0","12","12","1","6","7","13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-97fc12bf3975b1af9afe193404733ac7e2900627","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-aa07ac3b510533ff4161f525f4d87f552fd21b0f","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-22-41742253f03ef65f0d3ab40cb17150dbe7c9aa3d"
"Constructive Tng Sys (GDIT)","","Orlando","1","1000","250","0","3","2","5","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-5606ae107737a28a0c5633facbc038de7f1a4b84","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-ed462e4213ab292b3a879852de80326d23939dc9","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-b0704e2cc8b4b75690c6a34e288a68756cf43912"
"Constructive Tng Sys (GDIT)","","Orlando","1","1000","250","0","3","2","5","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-b8aaef54a784d2f21fc73401d53a99af13592e58","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-c5b161d631ff14d38d295db2024a65e096b2d8ab","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-1-8f406791c614231fa7916ae6e4483a42eb9564c2"
"TBS (ATS HW)","","TBS","1","120","48","0","4","5","9","0","4","6","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-33bb36b8aedf57168c5a4519775287961c4ada3b","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-c9e945bb086583f2731e2b5c0cafa4206b8db8b7","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-c8e6c1a19e1a90859542324e58dc9f3ba86056b9"
"TBS (ATS HW)","","TBS","1","120","48","0","4","5","9","0","4","6","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-1cd94153fb5cc535e2c0f5594c741fd33c3c7482","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-8f309159d586be5eb84736fdeb99f76f5496ea61","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-1-ac4c356fed72d9606b9e0f189b718d601dcafa66"
"Lockheed Martin (DRTS)","","Orlando, FL 32825","1","25","15","0","5","15","20","0","5","16","21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-b7fef5edb279e5e0798839f47d400efe994b3a53","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-f268cb2ffe22ccaf1b29f03f465fc8333d7cdfdd","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-7-1241dacfe282eda553107e1450e56cfdb86a5a12"
"Lockheed Martin (DRTS)","","Orlando, FL 32825","1","25","15","0","5","15","20","0","5","16","21","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-f31ccaea6dbeead0db34633c2779ad819702a2b0","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-8fd56d648d4d46fa80639b9cb2993845239b1d09","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-11-c84943948515f67f800b6e881e6e76bf8cb3efb7"
"Lockheed Martin (IMTS)","","Orlando, FL 32825","1","25","15","0","5","12","17","0","5","14","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-49da34e5f581ca5a30407b0b6df08d62a0a4ef45","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-4d22769fd028461b1069829765ac7a8218a3a559","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-12-59201c069937e4f42e0b3e13f702f82bde1edfa7"
"Lockheed Martin (IMTS)","","Orlando, FL 32825","1","25","15","0","5","12","17","0","5","14","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-fb8c2de0dd6b27a7c2a82e2b690426bd3fb7f77d","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-7764c1aa739011fdc341447c0c722f45abe01cec","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-13-8ab4e12c92ef6448c096bbcb3e8b104365246a2b"
"Lockheed Martin (IMTS)","","Orlando, FL 32825","1","25","15","0","5","12","17","0","5","14","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-ad86f0e99b596a316331e1bc72decc294a164cd5","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-676bdb21b79db84198f83cb798bf7c6fd7f82f14","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-17-7692eaebff7c1a0164cef383d5a0bf01da731cae"
"Lockheed Martin (IMTS)","","Orlando, FL 32825","1","25","15","0","5","12","17","0","5","14","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-624c693d91b84e38e3053d499cec03dd50dec12f","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-09b3288bb03613b6967d2ccc08635023a43fb400","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-21-546dd0acaefa34e27daf8348ffe39610b84051e2"
"TBS (ATS HW)","","TBS","1","120","48","0","4","5","9","0","4","6","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-e2ffb5049ba6e0b902fdb78a27f2b15b402fd723","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-91f1d893ef582d13b5cc485bd5a683f7d7ceeea1","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-22-0a0625c070b018342cde9364ceaaaeba39d5ab30"
"General Dynamics","","Fairfax, VA 22030","1","750","250","0","3","2","5","0","3","2","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-0c36c15523b741966f89f3389202d7a5ed6d6379","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-ad6e5dc66ca2be7ea5c2823c36b4d7b131f945bb","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-eb7103cf1833ce55d492801d2967c44beaf30919"
"General Dynamics","","Fairfax, VA 22030","1","750","250","0","3","2","5","0","3","2","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-03391a68bb552009c56c10c9d8db6eaee3618222","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-f099a0fcaaad6078dc44cd45ba7a2ad60427776a","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-1-68acb3dac811eba015ae554a00a762b6c9f4a8f8"
"General Dynamics","","Fairfax, VA 22030","1","750","250","0","3","2","5","0","3","2","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-6870c2e3d136677e49898461cf525249b82f0053","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-0796a7da35fde5529f66f13fc8f1005475167e99","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-2-053af598425cca5d4a918a04581c714997961997"
"Cubic Defense Sys. (IWS)","","San Diego, CA","500","35000","25000","0","2","6","8","0","2","7","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-84f8816fa27839e30c0dc07f2d0ba75d6716f3db","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-aac94238fac4b2a0d691c73b1a03491f3d02cfb9","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-c558bacdc32487c1ef25e65ab68ffd502fb72570"
"Cubic Defense Sys. (TVS)","","San Diego, CA","1200","10000","4800","0","1","3","4","0","1","4","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-7ae8c379e96420a650e31b09b39ee7346d25bb96","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-2c94a06e5813e5f60a6ed989de446c8632f5cecc","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-1-73d697bb96e8f56e3e0a84cca034fd29d0f401b7"
"SAAB Training USA LLC (CVTESS)","","Orlando, FL","150","1000","950","0","4","12","16","0","4","13","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-aa95c6182d256b97c02e5993dd475948aa7321ac","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-44e39876b561fe11ef550c441e43836b1ea917d4","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-2-2d39a0789fd91b73390925c9f541b9a1f1c21a4a"
"SAAB Training USA LLC (CVTESS)","","Orlando, FL","150","1000","950","0","4","12","16","0","4","13","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-0d39abef1725f6c8dc04a6e690a7694111b5d095","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-82c113cfa359133613947b9f9651c8796f151358","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-3-72f88d95895172ee2a0667fec0aa57f93b6a5c76"
"Cole Engineering Services","","Orlando","1","3","3","0","3","1","4","0","2","2","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-421673c356e38c8cfc78fbba03aa56945f9bce3d-0-08c64cd939dd00046f8a0dd12b8597f692b2d076","421673c356e38c8cfc78fbba03aa56945f9bce3d-0-0baf23f40cb237ea26a62e401da1bab0887f6c98","421673c356e38c8cfc78fbba03aa56945f9bce3d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","421673c356e38c8cfc78fbba03aa56945f9bce3d-3-6e98d827b9ef4ee247a34a12582cc96ecbd177ee"
