"FiscalYear_val","FiscalYear_@footnote","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","FundingVehicle_val","ContractMethod_val","ContractType_val","RFPIssueDate_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2015","","DTRA","2014-10","2015-09","1.000","1.182","false","PO","","","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-c2158d27373fa7b33c4259ffe7f931bf1dbd7950","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-3879d9a432417076c91803dd8ffbfe8b2bffb5ea"
"2014","","DTRA","2014-06","2014-08","1.000","1.934","false","PO","","","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-1-8373ba861b923b0f7835cca67f2576bcc12e1a7c","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-3879d9a432417076c91803dd8ffbfe8b2bffb5ea"
"2015","","DTRA","2014-10","2015-09","1.000","0.800","false","PO","","","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-d8b93d49aeccc50bf883c1810b2c26ab531ff52f","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-8d74caf5db8fa40996eb94dfa1fbb6d688ec635f"
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","PO","","","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-1676f9c150ca3f9a28e1ae1310949fa72a17f643","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-b3d4ad62b5edb2e9420d814cdaa0771010c887a1"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-cae456323b0be541d7f1eeef5e4c524a60729511","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-5e0a743f9a25a2556b2fb37971e6c85737841d0a"
"2013","","DTRA","2014-05","2014-06","1.000","0.380","true","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-1-78f37bac87e3d1b407c66e82e058b486fe7e494e","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-5e0a743f9a25a2556b2fb37971e6c85737841d0a"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-2-1c1e7582290a558af5928cf6a545274349846d66","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-5e0a743f9a25a2556b2fb37971e6c85737841d0a"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-b1d612992c78ee3ca90e8029f57e34f7c7766821","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-58005e5938435c84b6beda5415a5b3236ceedde5"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-b8a746bb25f78c29553f978a24c62c2e454023e3","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-62f136c49dfeda63c05d0edd6f8a86e9378e9924"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-1-c814ccc2a92aa71f20793b8190d1cbc9f84ae4cb","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-62f136c49dfeda63c05d0edd6f8a86e9378e9924"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-2-caba0f9f7cbfc1ee3388d10268c208acfbea2f1c","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-62f136c49dfeda63c05d0edd6f8a86e9378e9924"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-81ec53162a7241dfcc966b113d96ef0060b6dd04","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-442d425e920a7960c7bca3f405cc06084c121fd2"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-698cbc7e3e9de32eac39ed2e536fe78bdefb31ae","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-fe02e4e04988a56f1fd89ca92cdac1a267ac220e"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-1-a138bbc348d4ff70dac8cfcc3ddf1510e0748c61","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-fe02e4e04988a56f1fd89ca92cdac1a267ac220e"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-9d1be60f2a35987c646df6b50641eb340777d3df","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-5504489722978385f1657ed5f6c92cc49787a92a"
"2014","","DTRA","2014-03","2014-05","1.000","3.326","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-16c54c3cc9fd57da560bc5243eb209fdfa4e0e55","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-179a0dba78f00446f5f940e478fea91ec035723e"
"2013","","DTRA","2014-05","2014-06","1.000","0.106","false","","C","Various","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-cdeecae9e5f18a37b8fd1f4cee2069be2b1ea39d","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-a8a993fed45d2c036926eadab8947fc5559c6040"
"2013","","DTRA","2013-09","2014-09","1.000","1.176","true","PO","","","","","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-d1f6926d306fa208d680df263b806a3d8dec581a","6d9868edf3ffbf4d6733bce623e4af00ee6d91be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","6d9868edf3ffbf4d6733bce623e4af00ee6d91be-0-9edbe31e507adc52399de0234371be0b272e61bf"
"2015","","DTRA","2015-05","2015-06","1.000","0.261","false","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-3724b407a97bb568606d5d9beae5c8d89d342280","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-08b8600887cab08524a478cf9d24a53b1579212a"
"2014","","DTRA","2014-05","2014-07","1.000","0.684","true","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-cc731012b1d6ab087915bb747686325f212c3338","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-08b8600887cab08524a478cf9d24a53b1579212a"
"2016","","DTRA","2016-05","2016-09","1.000","0.267","false","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-2-129a35957167fc284ee7cb5d4c5156f0c47fc0cb","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-08b8600887cab08524a478cf9d24a53b1579212a"
"2016","","GD-AIS (Fairfax, VA)","2016-01","2016-09","1.000","1.857","false","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f2916dfaa232a0287c5dccfcb58d24af02c840f3","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-fa8d187a99ffa0eee6b32ba63563d97295fa6b93"
"2015","","GD-AIS (Fairfax, VA)","2015-05","2016-09","1.000","1.982","true","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-f9f840fde70f1ad67b7e4af9f71a819bd01942e6","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-fa8d187a99ffa0eee6b32ba63563d97295fa6b93"
"2014","","GD-AIS (Fairfax, VA)","2014-07","2015-09","1.000","1.934","true","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-2-a79ad9d518e045819becbbe2e92e5fc5cd9ba78c","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-fa8d187a99ffa0eee6b32ba63563d97295fa6b93"
"2015","","DTRA","2015-03","2015-05","1.000","0.500","false","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-91ea0fdeec92989923a67f1f85f4b07165fd3326","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-0893a3ad8fb47b8045804a0071a30e21e1c60761"
"2016","","DTRA","2016-04","2016-06","1.000","0.509","false","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-2750e96a5cbedd63364b629684fc243cf8cfa51a","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-0893a3ad8fb47b8045804a0071a30e21e1c60761"
"2015","","DTRA","2015-03","2015-05","1.000","0.950","false","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-c535daa3b46f1bef3a25467b5279aee94dfa60f5","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e62561b50f79d53ddadcb079ea8df86efd44fda9"
"2014","","DTRA","2014-06","2014-07","1.000","0.564","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-5c7036afbecb32ba5304b0b56fe5991e1fd27048","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e62561b50f79d53ddadcb079ea8df86efd44fda9"
"2016","","DTRA","2016-06","2016-07","1.000","1.050","false","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-2-ca817eb2659e4c61c76ba1e0cbab19f93952b028","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e62561b50f79d53ddadcb079ea8df86efd44fda9"
"2013","","DTRA","2013-03","2013-05","1.000","6.117","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-b5d01a1c8e47a6443b07e30a513df64c10c98792","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-3f565e563ae78fdeb8e276e4986ef84a2a6dade1"
"2014","","DTRA","2014-02","2014-04","1.000","3.110","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-6233f5e1c18ac64c6f93fc1fee01f7c573c8695f","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-80ab33d09e2f193cbf341e6fe4757dec84b94485"
"2015","","DTRA","2015-06","2015-07","1.000","3.946","false","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-fe6a504e612da748c4360514bd4dfbca684d3ae6","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-80ab33d09e2f193cbf341e6fe4757dec84b94485"
"2013","","DTRA","2013-01","2013-03","1.000","4.310","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-2-6f8e42e1e839532178b27d63f264a4391cc3d14c","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-80ab33d09e2f193cbf341e6fe4757dec84b94485"
"2014","","DTRA","2014-03","2014-05","1.000","3.350","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-a2f7ca5d2b2b726bc5cfb489d152225e56f7151b","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-bb5d83d14497bb1c1360bdcb0b4405c963e6f7c5"
"2014","","DTRA","2014-06","2014-07","1.000","0.196","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-3e3c5f6899331ed5c013e92c2c94f5ecd20580cd","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-a742c13a1c42023f136e33d87d6047b94c4cc75d"
"2013","","DTRA","2014-05","2014-06","1.000","0.050","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-91eef1cbcd91f873c2bc715c936cf981ab48f8c1","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-a742c13a1c42023f136e33d87d6047b94c4cc75d"
"2014","","DTRA","2014-03","2014-05","1.000","0.222","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-ad5e327fe93ef2ff908d85846e387a8f4da52ab0","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-bd0323ddb49fe2790220874b2121d7b373cec281"
"2016","","DTRA","2016-05","2016-09","1.000","1.791","false","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f3800660d5829ac52e6b1394fd999e91c22016d1","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e5c0bb569e57cc66dd3c7c36dfbbb6961fbad690"
"2014","","DTRA","2014-03","2014-05","1.000","3.326","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-1-38b2df79ea18a5bb3c0569ce5cb773da7a3f9808","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-e5c0bb569e57cc66dd3c7c36dfbbb6961fbad690"
"2013","","DTRA","2014-05","2014-06","1.000","0.106","true","","C","Various","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-b9d06fdd2c483e814c4d84d535e59795a1be2225","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-820f553768e4b27c78d2a95f7f3c15f13d9987d2"
"2013","","DTRA","2013-09","2014-09","1.000","1.176","true","PO","","","","","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f06863e9a6883164095b7fbd0d53bd60d8d92c31","b427d52d5294471c9054019f47ab744c5d7b0a5a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","b427d52d5294471c9054019f47ab744c5d7b0a5a-0-f9801df3d6b8b8c3c3319732872b0ed526c51fd7"
"2011","","DTRA","2012-03","2012-05","220","0.002","false","PO","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-477aa621910d7851fd9da9f3983328d55ea2ad44","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-1c1589411f11c49efee5efd1cf1b27823c2836f2"
"2013","","DTRA","2014-04","2014-05","4","0.089","false","PO","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-1-199f66e3ae01851b703d26a75e2ca2886d9b63ce","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-1c1589411f11c49efee5efd1cf1b27823c2836f2"
"2012","","DTRA","2012-04","2012-05","4","0.089","false","PO","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-2-def4e59a8a0659c7def6ab9db35f816aad330d76","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-1c1589411f11c49efee5efd1cf1b27823c2836f2"
"2011","","DTRA","2011-06","2011-09","1","0.900","false","","C","Various","","Network Equipment and Bandwidth - Naval Air Warfare Center (NAWCAD) Patuxent River, MD","09c9285abdf62b4e902fb028ae31d93123468c39-0-1748213d638c0f62b2188014be7bd672a9f152ba","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-3bfd7daca94845e39a043788768310bc9c3fd750"
"2012","","DTRA","2012-06","2012-08","1","0.100","false","","C","Various","","Network Equipment and Bandwidth Deployment - Naval Air Warfare Center (NAWCAD) Patuxent River, MD","09c9285abdf62b4e902fb028ae31d93123468c39-1-564b913826a2529de2892b9055d2c61501aceb1f","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-3bfd7daca94845e39a043788768310bc9c3fd750"
"2011","","DTRA","2012-06","2012-08","1","0.337","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-b4f528ec79ff5e453f929f56c1ca43ea3429de35","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-43b3cedbd0d3a729d13aa96a435f94900425b3e3"
"2012","","DTRA","2013-06","2013-08","1","0.571","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-1-3bae308ebcc75b695bd7648be31b44feb74e5a33","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-43b3cedbd0d3a729d13aa96a435f94900425b3e3"
"2013","","DTRA","2014-06","2014-08","1","0.663","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-2-3a52ef87618b546ff21c799b4b16c0e01628500c","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-43b3cedbd0d3a729d13aa96a435f94900425b3e3"
"2011","","DTRA","2011-06","2012-05","1","1.000","true","MIPR","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-1408abec49728bee786daec9b93483bfa62800bb","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-be26e5cacdd984c0afd476e4809aafc7708cdd86"
"2011","","DTRA","2010-12","2011-05","1","0.150","false","MIPR","","","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-bbdae2ba96e208906f742a1e061402b9e54c92be","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-a5225bf0f23bacc4edf8e784d4fa84a935f2d4e2"
"2011","","DTRA","2011-09","2011-10","1","4.362","false","","C","CPFF","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-74c618166c830d4c84b0ef6a66a08f84ea897225","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-acf892e3b59384882d0e7a836ca1b02e5e011c8e"
"2011","","DTRA","2011-02","2011-04","1","1.629","false","","C","CPFF","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-a5a434387e2727fea9c91133836f99a22f87b60b","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-9473b7e46442b1005b91afac944ffca9705ace19"
"2011","","DTRA","2011-07","2011-09","1","2.703","false","","C","CPFF","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-5a69cc76206b441df71238e5e05b36ecfbf66302","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-e5ea0afc200226995af0a8f1cbaf297b35d2563a"
"2012","","DTRA","2011-12","2012-01","1","2.779","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-6cc446e397e122a3da396aff38daf58a8ef6417a","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-d587603a4c3d3548b129531f72c97897cf25314a"
"2012","","DTRA","2012-02","2012-03","1","4.471","false","","C","Various","","","09c9285abdf62b4e902fb028ae31d93123468c39-0-79dde6e60b9e2792584a40d9e4dbc14e780e2b53","09c9285abdf62b4e902fb028ae31d93123468c39","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Logistics.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","09c9285abdf62b4e902fb028ae31d93123468c39-0-7770889d2bd05406c44d25ab84cbc22c7556178a"
