"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","FundingVehicle_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_@footnote","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery","MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val","MonthlyDeliveryScheduleTotal_ProcQuantity_val","MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2009","SMC, LA AFB, CA","2008-10","2014-02","2","0","true","2008-01","SS","FFP","","Air Force","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-a533e18d46a466fe2110c043456d1b6ed2a4df05","","2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-e646c5c3e761705a12cd20913024975ed9793e36","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b87d9c504550cfa00c4ed8df0216940043b185eb","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b0153e504416381a8bbc0bac5b854e4a85e559b1"
"2010","SMC, LA AFB, CA","2009-11","2012-01","3","0","true","2009-01","SS","FFP","","Air Force","Prior Year contracts with undelivered assets have all deliveries occurring before Oct 2012 loaded in the month of first delivery.","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-9d3327cb9e9be1843b46dddaf55c36f6bde42c4a","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-c75d886ec87d3773632fe47dea14974e38a431d9","de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-493260bc10045470166c03a4b1c28e0e046f5721","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b0153e504416381a8bbc0bac5b854e4a85e559b1"
"2011","SMC, LA AFB, CA","2010-11","2013-07","3","0","true","2010-01","SS","FFP","","Air Force","Reference footnote (1)","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-a3de4a43ed0beb17b42cab1f3b56c38e05e05697","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-29840488c056801374ab40f92cfc07adee5e9edd","de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-5babb6dad8f580fecbd3c2411af2e95c43b9d369","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b0153e504416381a8bbc0bac5b854e4a85e559b1"
"2013","SMC, LA AFB, CA","2012-10","2014-10","4","143.459","true","2012-03","SS","FFP","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-3-bd53280c499006243f1ba44ccb8963bb56cb72ab","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-3-bfe2643798175865ef9b236527cf399a8c0c2b98","de08184513d1e1f65d84300ccaf6c8414cb8e42a-3-47fbf1a6ee00d25b8a6323903afa7a1b7f944a3f","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b0153e504416381a8bbc0bac5b854e4a85e559b1"
"2014","SMC, LA AFB, CA","2013-12","2015-12","5","145.219","true","2012-03","SS","FFP","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-4-be7d7b4e0f96b327231190c6dfa9a08076fe198c","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-4-89f59810432c022e03fb7d364b6c4d907cf5942f","de08184513d1e1f65d84300ccaf6c8414cb8e42a-4-2930ff27b76090c314af2e7db5a29654248adc9b","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-b0153e504416381a8bbc0bac5b854e4a85e559b1"
"2012","SMC, LA AFB, CA","2012-01","2014-01","5","0","true","2012-01","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-36f3d8b9ce8e3e5d3d0870edad8ddf916dc40984","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-eab8beb60b7fe071b187b69fab527779a6422152","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-9a0674b38e1cb0ef4094854c6cab02b163c05b54","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-d0c705447e7f388aa6580f4761612df6f5503ea5"
"2015","SMC, LA AFB, CA","2014-10","2016-10","3","155.557","true","2012-03","","","Various","Air Force","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-cd5faea7bdd7f88187b51850d658df23cad1821d","","3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-161222c3f2530dddcdf26cf6514450eaa9296a49","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-d9ccb6b329a82016d35007fe21df6583df7a8e5c","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-911ec6dd4743c80afe5a73339e0b756afbfd2c5f"
"2016","SMC, LA AFB, CA","2015-10","2017-10","4","126.852","true","2012-03","","","Various","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-726dfd0ff15d4316a00940ee088b66aad1b88ced","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-9ba641482b920be58efe537a3561f870858f362f","de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-d76f8d7461173598a058d5e51397df75df193ce8","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-911ec6dd4743c80afe5a73339e0b756afbfd2c5f"
"2017","SMC, LA AFB, CA","2016-10","2018-10","5","132.286","true","2012-03","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-d4b51ee1632305f684028ac128fb725580e36ef0","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-d8b7a42e4f7019942907013c0d63323249c59bfc","de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-3789e72bbd07d3e322980ed0a2dd8ad9981cf3d3","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-2-911ec6dd4743c80afe5a73339e0b756afbfd2c5f"
"2018","SMC, LA AFB, CA","2017-10","2019-10","4","167.171","true","2016-12","C","TBD","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-9607970c8780883a58dfbf1f33ffd0351efe87c6","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-1232e045a6d2665f0ceca074286f005e6eb27fab","de08184513d1e1f65d84300ccaf6c8414cb8e42a-0-39a8d2d31e0ba39e949b74ff9b2fc0a02178d674","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-3-9dd0a4f3c286c8da1a160d21e27806c3fece30ef"
"2019","SMC, LA AFB, CA","2018-10","2020-10","5","228.072","true","2016-12","C","TBD","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-f1a099f87c66a1d36e0b39563a0ce6a5ef707370","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-3a46a99ba8b08505e60d9cacf4c5371e4790d81e","de08184513d1e1f65d84300ccaf6c8414cb8e42a-1-f9bfb3eca371ee76ae756e6b605d8df3373cb77c","de08184513d1e1f65d84300ccaf6c8414cb8e42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","de08184513d1e1f65d84300ccaf6c8414cb8e42a-3-9dd0a4f3c286c8da1a160d21e27806c3fece30ef"
"2012","SMC, LA AFB, CA","2012-01","2014-01","5","138.267","true","2010-01","SS","FFP","","Air Force","Prior Year contracts with undelivered assets have all deliveries occurring before Oct 2013 loaded in the month of first delivery.","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-607203ff1bc1c4675e1a607564b3e3c227cb6ed6","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-9295a983de232761643f32687bd5fd18114851b0","100d75c4952b99fe669e096bab6fc423ca20ff77-0-14b483f12ec2080363593bb87b7f3fa4e2b141ae","100d75c4952b99fe669e096bab6fc423ca20ff77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","100d75c4952b99fe669e096bab6fc423ca20ff77-0-3e7514fb797640308cc7878fdcb4bb3513d85ece"
"2013","SMC, LA AFB, CA","2012-10","2014-10","4","143.833","true","2012-01","SS","FFP","","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-764cc2afb8ecb273300d42e998f8d11f863a52a2","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-524709f18eb51270d93d5a523f112657382f9bdc","100d75c4952b99fe669e096bab6fc423ca20ff77-0-de3c7be605eafd4b593249826f6ff25565bfdac7","100d75c4952b99fe669e096bab6fc423ca20ff77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","100d75c4952b99fe669e096bab6fc423ca20ff77-1-d896730e50d67dcc60169947f0eb6f50981f34aa"
"2014","SMC, LA AFB, CA","2013-12","2015-12","5","149.923","true","2012-03","SS","Various","","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-f56b429c63bb89ed0d9757fe667bbaf60ca17021","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-e5d525a67c5403f3107cf803700a80409ea10274","100d75c4952b99fe669e096bab6fc423ca20ff77-0-bb53a9709849ee1ee5f2c9a4e163d6c3ce79c89f","100d75c4952b99fe669e096bab6fc423ca20ff77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","100d75c4952b99fe669e096bab6fc423ca20ff77-2-62d62a4a3684adcc6a2fe1f6eab6f9a1a00e121f"
"2015","SMC, LA AFB, CA","2015-01","2017-01","4","134.961","true","2012-03","","","Various","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-bc2d57e2d20b9d9101280b55abede0824421a24b","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-100d75c4952b99fe669e096bab6fc423ca20ff77-0-6537ed0e3351b412fbfeb5d4dc6ea0967ba8fb6b","100d75c4952b99fe669e096bab6fc423ca20ff77-0-5be7e5816de79b9ea8bd9596575b644ee38047a5","100d75c4952b99fe669e096bab6fc423ca20ff77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","100d75c4952b99fe669e096bab6fc423ca20ff77-3-0bff815e14af2f5509cdbed4ff5c4385dac59f37"
"2014","SMC, LA AFB, CA","2013-10","2013-10","1","554.946","true","2012-03","SS","Various","","","","","","","","","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-c6c3da953f229d0d1532f99676cbf3bc70d188ff","1e71f751a1d7f116f0d0205d18e16a74fb777ca6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-6cc291163e063c7cac6636255deb6c9df6906530"
"2015","SMC, LA AFB, CA","2014-10","2014-10","1","673.428","true","2012-03","SS","Various","","","","","","","","","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-1-f5321ac8fb43328c2e0a9b4708a946c3f5d26b8f","1e71f751a1d7f116f0d0205d18e16a74fb777ca6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","1e71f751a1d7f116f0d0205d18e16a74fb777ca6-0-6cc291163e063c7cac6636255deb6c9df6906530"
"2016","SMC, LA AFB, CA","2015-12","2017-12","5","126.596","true","2012-03","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-560284f1aa8c5158dfae582b3e2878f58e7cd911","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-d507c008922fef72b28c1bbee76dbd9ce12ca22f","d78301a275add84b31cec44a0b51a1b94e024f7c-0-108e014c5fae3b25008cf4d5da69535cee950923","d78301a275add84b31cec44a0b51a1b94e024f7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","d78301a275add84b31cec44a0b51a1b94e024f7c-0-e9bddada8dd35295fec186ff737164e08a446060"
"2017","SMC, LA AFB, CA","2016-12","2018-12","5","131.129","true","2012-03","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-3a742c071d8a135036806ac78854baf845a95566","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-0904f96c28724df7d1f01a3bbb8c5734a685a503","d78301a275add84b31cec44a0b51a1b94e024f7c-0-97e2527f7883da16c40d226d4db14e2e8d7fe861","d78301a275add84b31cec44a0b51a1b94e024f7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","d78301a275add84b31cec44a0b51a1b94e024f7c-1-7de46adf6c46cafa65828b2ff46cbb5caa6c57c8"
"2018","SMC, LA AFB, CA","2017-12","2019-12","4","166.603","true","2016-12","","","Various","Air Force","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-6e2b8541b19a4d0bb49abb5dce6822cf3b735db4","","4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-0-420dce48e8c7aca3d6d99992f57a4c8e22752bff","d78301a275add84b31cec44a0b51a1b94e024f7c-0-6f972d2bbfcf4600d8864850b4d253479e6d1dc1","d78301a275add84b31cec44a0b51a1b94e024f7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","d78301a275add84b31cec44a0b51a1b94e024f7c-2-bc8593a12a66a5bc339b8e2caa99f77c261213aa"
"2019","SMC, LA AFB, CA","2018-12","2020-12","5","227.064","true","2016-12","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-1-c46ad2174a27dce803800218e32ad9996dfb4d7a","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-1-674289841f7eb766c947bc8fb0adbf52580e805f","d78301a275add84b31cec44a0b51a1b94e024f7c-1-373c15c2a2ccc4f7a7ddf70e67524453207e4198","d78301a275add84b31cec44a0b51a1b94e024f7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","d78301a275add84b31cec44a0b51a1b94e024f7c-2-bc8593a12a66a5bc339b8e2caa99f77c261213aa"
"2020","SMC, LA AFB, CA","2019-12","2021-12","5","229.471","true","2016-12","","","Various","Air Force","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-2-53b8c739b1421e6503be8eb8773af369a1d2e4bc","","5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleTotal.MonthlyDeliveryList-d78301a275add84b31cec44a0b51a1b94e024f7c-2-1629e866a4b5f95293c75d41fb716dc13690199b","d78301a275add84b31cec44a0b51a1b94e024f7c-2-7563db5126e9842ab793b1ec682f06dd00517315","d78301a275add84b31cec44a0b51a1b94e024f7c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","d78301a275add84b31cec44a0b51a1b94e024f7c-2-bc8593a12a66a5bc339b8e2caa99f77c261213aa"
"2016","SMC, LA AFB, CA","2015-10","2015-10","1","556.233","true","2012-03","","","Various","","","","","","","","e2d55092ee3968eb6944de244cb99f056d51eb0f-0-ac23eb309e944b963652a163e48624ea8ddbaf6c","e2d55092ee3968eb6944de244cb99f056d51eb0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","e2d55092ee3968eb6944de244cb99f056d51eb0f-0-dc9ec054ca69c711074c1df6ff84a64b9e24c52b"
"2017","SMC, LA AFB, CA","2016-10","2016-10","1","761.945","true","2012-03","","","Various","","","","","","","","e2d55092ee3968eb6944de244cb99f056d51eb0f-0-6e96855b4247399016b1cdc2ace0b75d4f645587","e2d55092ee3968eb6944de244cb99f056d51eb0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","e2d55092ee3968eb6944de244cb99f056d51eb0f-1-7de161cd56d566dffb65223a88610ad5d47a34da"
"2018","SMC, LA AFB, CA","2017-10","2017-10","1","748.303","true","2012-03","","","Various","","","","","","","","e2d55092ee3968eb6944de244cb99f056d51eb0f-1-3310057d6f370f5a422aa59174d18c0e976bcc6b","e2d55092ee3968eb6944de244cb99f056d51eb0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer","e2d55092ee3968eb6944de244cb99f056d51eb0f-1-7de161cd56d566dffb65223a88610ad5d47a34da"
