"Name_val","Name_@footnote","WhenRequiredInMonths_val","Cost_AllPriorYears_val","Cost_PriorYear_val","Cost_CurrentYear_val","Cost_BudgetYearOne_val","Cost_BudgetYearTwo_val","Cost_BudgetYearThree_val","Cost_BudgetYearFour_val","Cost_Total_val","Cost_BudgetYearFive_val","Cost_ToComplete_val","Cost_Continuing_val","ManufacturerList_Manufacturer","QuantityPerAssembly_val","ForFY_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"For FY 2015 EOQ/Long Lead","","0","","","125.5","","","","","","","","","","1","","698308f0d687528965ab4f756c615cb9a9226be8-2-87724b2c4879a673f9e9b5e073618d146b5183d7","698308f0d687528965ab4f756c615cb9a9226be8","root.record.ItemExhibitList.P5Item","698308f0d687528965ab4f756c615cb9a9226be8-0-fb3fe214be6258a4abb14610de178fea587d2649"
"For FY 2016 EOQ/Long Lead","","0","","","51.007","124.17","","","","","","","","","1","","698308f0d687528965ab4f756c615cb9a9226be8-3-b63803bde681c3dcba0d613ad6fb86d4e30b8ef5","698308f0d687528965ab4f756c615cb9a9226be8","root.record.ItemExhibitList.P5Item","698308f0d687528965ab4f756c615cb9a9226be8-0-fb3fe214be6258a4abb14610de178fea587d2649"
"For FY 2017 EOQ/Long Lead","","0","","","44.108","50.797","","","","","","","","","1","","698308f0d687528965ab4f756c615cb9a9226be8-4-d0c04c8963d8987197888702b8e18bd7d51ac236","698308f0d687528965ab4f756c615cb9a9226be8","root.record.ItemExhibitList.P5Item","698308f0d687528965ab4f756c615cb9a9226be8-0-fb3fe214be6258a4abb14610de178fea587d2649"
"For FY 2018 EOQ/Long Lead","","0","","","43.008","50.798","","","","","","","","","1","","698308f0d687528965ab4f756c615cb9a9226be8-5-00ab9cf894ea5f8a303072722d38bd3687e65a60","698308f0d687528965ab4f756c615cb9a9226be8","root.record.ItemExhibitList.P5Item","698308f0d687528965ab4f756c615cb9a9226be8-0-fb3fe214be6258a4abb14610de178fea587d2649"
"UH-1Y Cabin Materials","","7","71.885","25.739","24.014","32.303","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-0-a227eb858d1996ba23289114cef24d5e2fe6a568","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-0-e120debee3034112b2f2e6695fbcb3f4d437a141"
"Dynamic Component Parts","","8","11.645","4.504","4.203","5.652","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-1-eb922cf5e7c2bfb8e17a96bf33b1ef91fa832b20","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-0-e120debee3034112b2f2e6695fbcb3f4d437a141"
"Other (forgings, bearings, shafts, castings, bolts, pins, etc.)","","13","24.785","9.616","8.971","12.069","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-2-8a574713f19dd191a8ebf37e75c2b3a0092859ef","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-0-e120debee3034112b2f2e6695fbcb3f4d437a141"
"AH-1Z Cabin Materials","","7","36.842","15.791","14.732","19.956","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-0-42b9735e2617c73d8fc4937d2306a4f071af0bcc","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-1-32008eaa2defaf9594b0885058c903e57cd51f1d"
"Dynamic Component Parts","","8","6.446","2.762","2.577","3.491","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-1-720a51e69cd571f53bf9bbe154e85795e4567956","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-1-32008eaa2defaf9594b0885058c903e57cd51f1d"
"Other (forgings, bearings, shafts, castings, bolts, pins, etc.)","","13","13.765","5.899","5.503","7.455","","","","","","","","","0","","6c47c163dd0f6745f98d71999b234a16c8e6be2b-2-4775bdb6d772c72fc7a6e8ffd904de5efc98f13f","6c47c163dd0f6745f98d71999b234a16c8e6be2b","root.record.ItemExhibitList.P5Item","6c47c163dd0f6745f98d71999b234a16c8e6be2b-1-32008eaa2defaf9594b0885058c903e57cd51f1d"
"Advance Procurement","","12","600.679","48","56","112","16","","","832.679","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-710ef617a38a761d21d54c3003ed8353760f854e-0-6ee8c4ecfff0c1e03de35959dc2857344942222a","","","710ef617a38a761d21d54c3003ed8353760f854e-0-a439f3a750056361feea31d83cc53acff24f3aca","710ef617a38a761d21d54c3003ed8353760f854e","root.record.ItemExhibitList.P5Item","710ef617a38a761d21d54c3003ed8353760f854e-0-08d89d9fe6341ab23aec1918aa142f38ce3cb089"
"Airframe T.L.","The baseline budget in FY13 Advance Procurement is $23.677M. FY14 Budget Enactement includes FY13 Advance Procurement  Congressional Rescission of $27M (Section 8040).","0","744.722","23.343","58.056","","","","","","","","","","1","","7a99a0fb25b9c8f7e46000496a3051db1953b0ab-0-70114f86f0860c0461e6c91332e77df8bba9ad8c","7a99a0fb25b9c8f7e46000496a3051db1953b0ab","root.record.ItemExhibitList.P5Item","7a99a0fb25b9c8f7e46000496a3051db1953b0ab-0-1146d03046feeccadef10349b6239b989bb3ced9"
"CFE - Airframe T.L.","","0","","47.2","","37.445","","","","","","","","","0","","7da314788df234fddafb924e42f18f5fa96b484f-0-af9a11313b7ef301e891ef38ded65450c09705f7","7da314788df234fddafb924e42f18f5fa96b484f","root.record.ItemExhibitList.P5Item","7da314788df234fddafb924e42f18f5fa96b484f-0-9215054265404286bca137c369c9f35c45e3c190"
"Advance Procurement","","12","119.669","40","16","64","72","40","","351.669","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-9bce669cb085deb46919d9a64da91bf99907b5fc-0-ec4eca0509e2514b289b5d1623001031bb0a4ba9","","","9bce669cb085deb46919d9a64da91bf99907b5fc-0-c44942d461a95dc5298a270d3fc6826f7d669ed9","9bce669cb085deb46919d9a64da91bf99907b5fc","root.record.ItemExhibitList.P5Item","9bce669cb085deb46919d9a64da91bf99907b5fc-0-57ee6d1a3c45d4d79d6429e4b5b68dd4b28f48b8"
"F-35 Airframe Equipment","","0","971.486","228.852","264.836","227.666","342.27","412.277","407.3","17392.468","388.222","14149.559","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-c47708876d5693aaeccd5525165a52cf552a4d68-0-2d9504d59aecb6f453ac66ebe48bd3e46ca10a08","","","c47708876d5693aaeccd5525165a52cf552a4d68-0-8e9d33404126e4046408b9ac2f80eb8b34e9de72","c47708876d5693aaeccd5525165a52cf552a4d68","root.record.ItemExhibitList.P5Item","c47708876d5693aaeccd5525165a52cf552a4d68-0-11a7dde0a0746fe5841456e33c30d372993c8226"
"CFE - Airframe T.L.","","0","197.835","18.964","10.4","0","","","","","","","","","0","","c8929f601f33e088b069cfb397f2caf339239d4c-0-5ab4d2f5c65ed3669e96329174aa0339b553dafd","c8929f601f33e088b069cfb397f2caf339239d4c","root.record.ItemExhibitList.P5Item","c8929f601f33e088b069cfb397f2caf339239d4c-0-e7b4cb428c02e10e3f0b15175df4791fb0209e9f"
"Prior Years EOQ/Long Lead","","0","1128.53","","","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-c81485bf25425841e67199cc8c495e8a589f10dd","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY13 Long Lead","","0","59.073","","","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-1-21f69e38201b5a58b3499de4d8d2afeb5cfe1683","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY14 Long Lead","","0","","73.984","","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-2-7052226b9ca3c9d5fa68e58f7ca10bd265988a5d","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY14 EOQ","","0","","18.05","","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-3-b43ee67ef889a66538c97c54c29ba6697e5a222b","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY15 Long Lead","","0","","","40.017","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-4-0fc75578e8a89d2c267b7f5f32aa79ecd74147d3","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY15 EOQ","","0","","15.69","","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-5-a59ff75fa831eea9f6b201d22f5c9482db034f6b","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY16 Long Lead","","0","","","","40.41","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-6-28b436b299230a11b0edbb06feb837771f8f3844","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY16 EOQ","","0","","15.69","5.898","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-7-c544232d8ddb4964e8ab72493c6599890a257d2d","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"FY17 EOQ","","0","","14.87","3.546","","","","","","","","","","0","","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-8-208209b0f0f0829c2c0db84864c55a27437ff8c6","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f","root.record.ItemExhibitList.P5Item","cd853530d7156d2fc7d67a7a924b17c7f4f1f18f-0-5728bea9e19cf7d871468ba2901d657dd994b351"
"CFE - Airframe T.L.","","0","376.326","","","","","","","","","","","","1","","d06f776b3838b9690f014e7de05dcde9225f3675-0-bd8bbe3cca412cbbfdd302155cf3a41c017bc1f1","d06f776b3838b9690f014e7de05dcde9225f3675","root.record.ItemExhibitList.P5Item","d06f776b3838b9690f014e7de05dcde9225f3675-0-e3fc7238fbf8a156c89001a57cce1a2ff3c30136"
"CC/Avionics - T.L./Other","","0","554.46","","","","","","","","","","","","1","","d06f776b3838b9690f014e7de05dcde9225f3675-1-edd1964bc9394370713e8124665a4ffcb33b9021","d06f776b3838b9690f014e7de05dcde9225f3675","root.record.ItemExhibitList.P5Item","d06f776b3838b9690f014e7de05dcde9225f3675-0-e3fc7238fbf8a156c89001a57cce1a2ff3c30136"
"Advance Procurement","","12","39.945","10","32","40","24","","8","153.945","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-d32843718d71c1a25e1b3b3e9a420541746a559a-0-499d4fe734f49d0d62718a400c3f803b24831019","","","d32843718d71c1a25e1b3b3e9a420541746a559a-0-5da03df720c4b4068802fb28aa80d238620c11fd","d32843718d71c1a25e1b3b3e9a420541746a559a","root.record.ItemExhibitList.P5Item","d32843718d71c1a25e1b3b3e9a420541746a559a-0-82e26fcb4f20dde1083fe9a9e67efcafda36c2f0"
"CFE-Airframe Termination Liability","","0","534.846","85.38","82.556","106.455","","","","","","","","","1","","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-f9bc7fb4da14025191908b36305034f647f39338","d65af189eff26da1f3e1e7e45c5cc213158052d8","root.record.ItemExhibitList.P5Item","d65af189eff26da1f3e1e7e45c5cc213158052d8-0-a69bf18a834a2d1dee749db1cd2b841fee9c1ecc"
"Advance Procurement","","12","600.679","48","56","112","16","","","832.679","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-e615c20672a354eae07583fce3fbefe766b6d6a9-0-cb0ff987e8f9f57846bd3f9fb81e33a3adf9e90c","","","e615c20672a354eae07583fce3fbefe766b6d6a9-0-5bf31efe436d0ed65f5f9e6b2d28a61bdf77ea21","e615c20672a354eae07583fce3fbefe766b6d6a9","root.record.ItemExhibitList.P5Item","e615c20672a354eae07583fce3fbefe766b6d6a9-0-fafb83de16c48dd4bfc4553f4fdd4f14ba6615af"
"Airframe/CFE","","0","1383.969","264.836","227.666","359.005","412.277","407.3","388.222","17522.55","394.68","13684.595","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-ac457b8820658651c5fb92d66cda9d97f6d3b9b4","","","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-1c0fa32f49e44697911d1a1492188d9efea95120","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65","root.record.ItemExhibitList.P5Item","084ec6d2d9f931f7bd8a6983549f71c8f8e2ea65-0-93f13399b283e7a798ab97c95995a395a5b00457"
"AEGIS FY20 Long Lead Items","","29","","","","0","","","78.744","","","","true","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-175397800b511b530a13e7475895e0646537d7c2-0-d1af0d9d7aa53ec633cc8d8e4be2837e3014f846","1","2020","175397800b511b530a13e7475895e0646537d7c2-0-4af54805109727992f8a902911a390a9806e2ab3","175397800b511b530a13e7475895e0646537d7c2","root.record.ItemExhibitList.P5Item","175397800b511b530a13e7475895e0646537d7c2-0-28a036af5db47b0192f40d5945f2116d95e6c724"
"CFE - Airframe T.L.","","0","216.799","10.4","0","20","","","","","","","","","0","","20b10a74b043506ebbab9e1d83b2b4a221106b47-0-be8a6a4088b7cb0e3a83e7150428ae09c93bd55e","20b10a74b043506ebbab9e1d83b2b4a221106b47","root.record.ItemExhibitList.P5Item","20b10a74b043506ebbab9e1d83b2b4a221106b47-0-ea3e070cedd710ef860ff2679985fe2b2a85a522"
"Airframe/Engines/Accessories: HC-130J Airframe Equipment","","12","39.877","40","50","30","","","","159.877","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-33e7e68143013d105037d891ed0134bb701ab456-0-9f0570b92719fae53f6d1f051653264cc3194f36","","","33e7e68143013d105037d891ed0134bb701ab456-0-99df15bffceeb5680a86f5186663ebf2a23c4a07","33e7e68143013d105037d891ed0134bb701ab456","root.record.ItemExhibitList.P5Item","33e7e68143013d105037d891ed0134bb701ab456-0-b2b13f89e3f324ac4783e4e13cdc428e886e3046"
"GPS III SV 03-10","","0","","","87","","","","","87","","","","","","","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-3de14f022eb51d9c6ea31ec0a0fb3a983f5d5a4b","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-d34d3cb2fa6b0dc2e20e6cd9e2282ea7f1fd657b"
"GPS III SV11+","","0","","","","","41.462","122.962","125.162","935.203","127.417","518.2","","","","","3992cfdd2b76ef9a280d61a3d42b61eac49498de-1-635c6d4277151b0af8fc6e3353129c305ee14dda","3992cfdd2b76ef9a280d61a3d42b61eac49498de","root.record.ItemExhibitList.P5Item","3992cfdd2b76ef9a280d61a3d42b61eac49498de-0-d34d3cb2fa6b0dc2e20e6cd9e2282ea7f1fd657b"
"CFE - Airframe T.L.","","0","","","67.67","54.577","","","","","","","","","0","","3cf919c1577a90ba90466781155011304f08efd9-0-026c15e8eed07d6961aa434727fc3667300c8a03","3cf919c1577a90ba90466781155011304f08efd9","root.record.ItemExhibitList.P5Item","3cf919c1577a90ba90466781155011304f08efd9-0-39d38e17c825cf11dff2a5e9d530eb0f6ce0d5ee"
"Airframe: C-130J Airframe Equipment","","12","727.065","56","112","40","24","16","","975.065","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-4bc32dd1001089379f4d1aba36ef6fbe8990c574-0-f91acd8e8f6731a4f6a9004ffbc2fd465744fda2","","","4bc32dd1001089379f4d1aba36ef6fbe8990c574-0-4d6a5ebcca0aa0ed950ceeee90ca2782981efb2a","4bc32dd1001089379f4d1aba36ef6fbe8990c574","root.record.ItemExhibitList.P5Item","4bc32dd1001089379f4d1aba36ef6fbe8990c574-0-3b66589dc5b393cab05d93c51578ce72f553b5ef"
"CFE - Airframe T.L.","The P-8A Multi-mission Maritime Aircraft (MMA) program provides the replacement systems for the aging P-3 aircraft. The Advanced Procurement funds the long lead time items required for production of the aircraft.  PLT reflects the production of the aircraft as reflected on P-21.  Advanced procurement (AP) funding is required in FY 2016 for long lead requirements associated with the procurement of 12 aircraft in FY 2017.  FY16 Regular Aircraft Procurement funds to execute long lead requirements associated with the procurement of 16 aircraft in FY 2016.  The Advance Procurement (AP) funding will be used to procure long lead CFE items such as basic commerial aircraft long lead requirements (35 months); mission/weapons systems components and P-8A unique airframe components (24 months or greater production lead time). All of these long lead items are essential to maintaining the current schedule in support of the US Navy Fleet Martime Patrol and Reconaissance (MPRA) force transition from P-3C to P-8A.  Unit costs reflect prime vendor only and do not include GFE production costs.","0","979.441","0","0","0","","","","","","","","","0","","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-b0c221125a577866d82defb4821b911b36e60320","529acbed71b6d4ab65e5671cc99f85bb79ee328e","root.record.ItemExhibitList.P5Item","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-29147839c1bc71de90181cf9b7025d317929f0ed"
"For FY 15 CFE - Airframe TL","","0","","153.984","","","","","","","","","","","0","","529acbed71b6d4ab65e5671cc99f85bb79ee328e-1-0843a8524afd8611ee6ae693f10eb32493c06643","529acbed71b6d4ab65e5671cc99f85bb79ee328e","root.record.ItemExhibitList.P5Item","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-29147839c1bc71de90181cf9b7025d317929f0ed"
"For FY 16 CFE - Airframe TL","","0","","152.044","24.929","","","","","","","","","","0","","529acbed71b6d4ab65e5671cc99f85bb79ee328e-2-d60467aa9da297d22e0535030b5db6e8c3555077","529acbed71b6d4ab65e5671cc99f85bb79ee328e","root.record.ItemExhibitList.P5Item","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-29147839c1bc71de90181cf9b7025d317929f0ed"
"For FY 17 CFE - Airframe TL","","0","","","","245.021","","","","","","","","","0","","529acbed71b6d4ab65e5671cc99f85bb79ee328e-3-06c98a324c64a5d15dca062ff4ae377bf2d0a43c","529acbed71b6d4ab65e5671cc99f85bb79ee328e","root.record.ItemExhibitList.P5Item","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-29147839c1bc71de90181cf9b7025d317929f0ed"
"GFE - Mission/Weapons Systems T.L.","AP funding will be used to procure long lead mission/weapons systems GFE components due to the change in acquisition strategy as part of the program's overall Should Cost Plan to reduce costs per the DoD's Better Buying Power initiative. FY16-FY18 procures EOQ items for the GFE APY10 Radar Multi-year Procurement. All of these long lead items are essential to maintaining the current schedule in support of the US Navy Fleet Martime Patrol and Reconaissance (MPRA) force transition from P-3C to P-8A.","0","","7.132","3.632","6.482","","","","","","","","","0","","529acbed71b6d4ab65e5671cc99f85bb79ee328e-4-5ad29c2df96cda8f1dcc2becd08dc3b517b8db23","529acbed71b6d4ab65e5671cc99f85bb79ee328e","root.record.ItemExhibitList.P5Item","529acbed71b6d4ab65e5671cc99f85bb79ee328e-0-29147839c1bc71de90181cf9b7025d317929f0ed"
"FY17 EOQ","","0","","","","27.231","","","","","","","","","0","","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6-0-2a8a5afa6f0555481453a247b9052f51cb8d1364","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6","root.record.ItemExhibitList.P5Item","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6-0-21ff8071281889c737510ec939b03fdec90d68ee"
"FY18 EOQ","","0","","","","27.231","","","","","","","","","0","","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6-1-f32fd5d57579909302fa2f05853fd0a4814bbcf2","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6","root.record.ItemExhibitList.P5Item","5b0ee8fc1496b7967d3a6f7cb97cdcf5d79bb9e6-0-21ff8071281889c737510ec939b03fdec90d68ee"
"CFE-Airframe Termination Liability","","0","620.226","82.556","106.455","149.878","","","","","","","","","1","","93f1fb82a4e06d1e29fb3156a6d706e74dced921-0-ab28598f28978973900e8b188d98703a6011a3e4","93f1fb82a4e06d1e29fb3156a6d706e74dced921","root.record.ItemExhibitList.P5Item","93f1fb82a4e06d1e29fb3156a6d706e74dced921-0-8f6909b756a2b631972e468ffac798eeca92129a"
"FY17 Long Lead","","0","","","","41.3","","","","","","","","","0","","9b607a6b2224349d9d5a3db4d34d06337c108ed0-0-00995c0aad59ef8dc96f8b506d1f56aa11ad7cea","9b607a6b2224349d9d5a3db4d34d06337c108ed0","root.record.ItemExhibitList.P5Item","9b607a6b2224349d9d5a3db4d34d06337c108ed0-0-775207ff54217a4410ea41cd0c611366b2d3c99e"
"CFE - Airframe T.L.","","0","341.028","","","","","","","","","","","","1","","b65411babcc2b39f15924aadc6fecc3770ef6b82-0-746d74114079068b5a8ad8885a58c8ae6b6715fb","b65411babcc2b39f15924aadc6fecc3770ef6b82","root.record.ItemExhibitList.P5Item","b65411babcc2b39f15924aadc6fecc3770ef6b82-0-cfac9d894d14cb90d55462f510bf5cf7541d9ff8"
"Airframe for FY13 EOQ/Long Lead","","0","24.053","","","","","","","","","","","","1","","b65411babcc2b39f15924aadc6fecc3770ef6b82-1-c6c1b27bfc6c238ecb1abfe76589c02277706f17","b65411babcc2b39f15924aadc6fecc3770ef6b82","root.record.ItemExhibitList.P5Item","b65411babcc2b39f15924aadc6fecc3770ef6b82-0-cfac9d894d14cb90d55462f510bf5cf7541d9ff8"
"Airframe for FY14 EOQ/Long Lead","","0","26.712","","","","","","","","","","","","1","","b65411babcc2b39f15924aadc6fecc3770ef6b82-2-8cdcc9b601a1fe09f5bb5576afd2fafe6188cdd7","b65411babcc2b39f15924aadc6fecc3770ef6b82","root.record.ItemExhibitList.P5Item","b65411babcc2b39f15924aadc6fecc3770ef6b82-0-cfac9d894d14cb90d55462f510bf5cf7541d9ff8"
"Airframe for FY15 EOQ/Long Lead","","0","1.846","11.157","","","","","","","","","","","1","","b65411babcc2b39f15924aadc6fecc3770ef6b82-3-7476cf1dee99845936e5a40b63455a0a6a342042","b65411babcc2b39f15924aadc6fecc3770ef6b82","root.record.ItemExhibitList.P5Item","b65411babcc2b39f15924aadc6fecc3770ef6b82-0-cfac9d894d14cb90d55462f510bf5cf7541d9ff8"
"CFE - Airframe T.L.","","0","761.495","","","","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-0-032a10a3fc9c60d3942ec552f33089f17ae1b2b5","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"Prior Years EOQ/Long Lead","","0","538.598","","","","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-1-20bd57053a85ebc86ed522435a7dee3e20d4a19b","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"For FY 2015 EOQ/Long Lead","","0","","125.5","","","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-2-13e4b51eb3b1c4cdd39677a4286d099ca38e194c","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"For FY 2016 EOQ/Long Lead","","0","","51.007","124.17","","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-3-2dce54c0944d463b1dc35b30631230598d84dae5","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"For FY 2017 EOQ/Long Lead","","0","","44.108","50.797","143.181","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-4-5577eea0572f09c5b9f24b555fa4d0d685246c40","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"For FY 2018 EOQ/Long Lead","","0","","43.008","50.798","52.155","","","","","","","","","1","","b992838ada5beb43b58553649f864ac799211642-5-53a0c7904a4cbed202763d88a6f3c5d52de4951f","b992838ada5beb43b58553649f864ac799211642","root.record.ItemExhibitList.P5Item","b992838ada5beb43b58553649f864ac799211642-0-33eb77518570777a07eafbe70f981cf70ad2cb51"
"CFE- Airframe Termination Liability","","0","1165.457","69.539","27.04","44.021","","","","","","","","","1","","bcb4bf5ede0ca5aa53fecdb48fd27d12bb9b9e9e-0-29bd960ca33f9af2d79fcfd7a0a9ce311cf40671","bcb4bf5ede0ca5aa53fecdb48fd27d12bb9b9e9e","root.record.ItemExhibitList.P5Item","bcb4bf5ede0ca5aa53fecdb48fd27d12bb9b9e9e-0-8c6000ecaa11417442a10ab3054a699f05aeefe3"
"Dynamic Component Parts","","0","16.15","4.203","3.068","","","","","","","","","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList-c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-9f2d84ca5749e8ffd1ed80ecae4b5d7d2bd1f516","0","","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-4115ad52eab1c4fd2734653ca32e1f0ceace7f17","c53901fbea2fd77bc3efdc26916cba7566e8ed0e","root.record.ItemExhibitList.P5Item","c53901fbea2fd77bc3efdc26916cba7566e8ed0e-0-d2ae9c462174fae9abd329cf5c806f99e8982993"
