"FiscalYear_val","PCOLocation_val","AwardDate_val","FirstDeliveryDate_val","Quantity_val","UnitCost_val","FundingVehicle_val","SpecsAvailableNow_val","RFPIssueDate_val","ContractMethod_val","ContractType_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2015","TBD","2015-02","2018-01","48.000","0.376","","false","2014-02","SS","FP","963298f377d229afa6fb9d64de038041088be7fb-0-f15d396b7fab1edb3d2fe3581fedb870e397dc6f","963298f377d229afa6fb9d64de038041088be7fb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","963298f377d229afa6fb9d64de038041088be7fb-2-9366acbfb8479dfc13a368b8faa41b8da18c6226"
"2015","TBD","2015-02","2017-04","48.000","0.341","","false","2014-02","SS","FP","963298f377d229afa6fb9d64de038041088be7fb-0-ba15650e0bdd2bc4fb8582c0253f2d85f11b4215","963298f377d229afa6fb9d64de038041088be7fb","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","963298f377d229afa6fb9d64de038041088be7fb-3-bf57b650cacc3831d1009d3dfe11af23ccad5ee7"
"2013","See End Item P-5A","2014-01","2015-07","39000","0.909","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-9e711749c8f38dfad4f41b10c0f0b2a95ca5c505","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-4deaa50ea3b361f99518b0e38c85755843257398"
"2014","See End Item P-5A","2014-02","2015-08","65000","0.909","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-f1cf98a039838d272070583dab96982f1f51f565","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-4deaa50ea3b361f99518b0e38c85755843257398"
"2015","See End Item P-5A","2015-01","2015-01","47000","0.909","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-ae884671a279466863eed2be4dfdbc7be94c279e","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-4deaa50ea3b361f99518b0e38c85755843257398"
"2013","See End Item P-5A","2014-01","2014-07","39000","0.098","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-ce64f7cce8290a0fdff6b6a9fbf856add15c7bdd","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-e259c81a12e8c290960dd76f882d5fec27de4479"
"2014","See End Item P-5A","2014-02","2014-08","65000","0.098","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-b2bf498126113cb04953ebcd3c44ff6d8cf26fe7","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-e259c81a12e8c290960dd76f882d5fec27de4479"
"2015","See End Item P-5A","2015-01","2015-01","47000","0.098","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-ced0735ee1fc1a2d5c1c26082c4ac72d0e2393d1","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-e259c81a12e8c290960dd76f882d5fec27de4479"
"2013","See End Item P-5A","2014-01","2015-03","78000","0.744","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-fc8e25f146d2406917507b663dd211281904ebf3","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-01095ab0263513c72013123fbb89ee61a985f8ce"
"2014","See End Item P-5A","2014-02","2015-04","130000","0.744","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-18e2e00315135d7e4ee0bf5a3ec9ad59a5704c54","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-01095ab0263513c72013123fbb89ee61a985f8ce"
"2015","See End Item P-5A","2015-01","2015-01","94000","0.744","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-d55fd54a1941d230ecd6e8fbde1cbe4a18f34f4c","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-01095ab0263513c72013123fbb89ee61a985f8ce"
"2013","See End Item P-5A","2014-01","2015-01","78000","0.121","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-28daf29229da4e6ffb9151e036430d726f4ab05f","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-3-c158a9da5e5afc70600dd4e3f69393e169066ef5"
"2014","See End Item P-5A","2014-02","2015-02","130000","0.121","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-ad1767b2325897386ed55d048584793f78bedcde","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-3-c158a9da5e5afc70600dd4e3f69393e169066ef5"
"2015","See End Item P-5A","2015-01","2015-01","94000","0.121","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-bbb7f341bc170278bc65fd5419c877237da9b9fa","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-3-c158a9da5e5afc70600dd4e3f69393e169066ef5"
"2013","See End Item P-5A","2014-01","2014-10","39000","0.073","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-0-4fa75cb705e9a3ef04e5948a15c5ab5a37e8eec1","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-4-2c8739a3394fc6f0cd52b6f1807e9ad7cb0d662f"
"2014","See End Item P-5A","2014-02","2014-11","65000","0.073","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-1-b335cbbbadd968db953f9d39a7e05aec973d72ba","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-4-2c8739a3394fc6f0cd52b6f1807e9ad7cb0d662f"
"2015","See End Item P-5A","2015-01","2015-01","47000","0.073","Various","","","","","b1fad3450e4a924ae71482c6d0701d91a64bfa53-2-8dcd114dff1981067acc1c636a1544157dfe98cf","b1fad3450e4a924ae71482c6d0701d91a64bfa53","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","b1fad3450e4a924ae71482c6d0701d91a64bfa53-4-2c8739a3394fc6f0cd52b6f1807e9ad7cb0d662f"
"2010","LAAFB, CA","2011-12","2016-01","2","47.995","","true","2007-07","C","CPAF","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-e5e68c4d4b80e286b99385ed328d67b0e0b0dc82","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-3b4d650e1c5c23fdab0d5c4a460646b9b58e5bc4"
"2012","LAAFB, CA","2013-04","2017-01","2","40.732","","true","2012-08","SS","FPIF","e10cbbe1bc630ec2174ee43452aa43a4f321399b-1-a5fb87712e20d786d062932a2fb6c817150360f4","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-3b4d650e1c5c23fdab0d5c4a460646b9b58e5bc4"
"2013","LAAFB, CA","2013-04","2017-12","2","41.254","","true","2012-08","SS","FPIF","e10cbbe1bc630ec2174ee43452aa43a4f321399b-2-3b60edc13836ad266f387899e5a0cd95c37b0f89","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-3b4d650e1c5c23fdab0d5c4a460646b9b58e5bc4"
"2014","LAAFB, CA","2014-04","2018-08","1","52.167","","true","2007-07","C","CPAF","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-ed3e5c46ccc7be9f8279e898896abf46340f1091","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-ea019a153e8a306292023628d033b413897ac79a"
"2015","LAAFB, CA","2015-04","2018-12","1","57.000","","true","2007-07","C","CPAF","e10cbbe1bc630ec2174ee43452aa43a4f321399b-1-d1e53592db56b32dc69a43a370ec0915d102722d","e10cbbe1bc630ec2174ee43452aa43a4f321399b","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e10cbbe1bc630ec2174ee43452aa43a4f321399b-0-ea019a153e8a306292023628d033b413897ac79a"
"2013","See End Item P-5A","2014-01","2015-01","108000","1.002","Various","","","","","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-0-934af7f97cb8f6d197f9737e7091850e89c82ec5","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-0-a9c4aacb9f94e1ff936b7eb9b9342e50d01f0b5f"
"2014","See End Item P-5A","2015-01","2016-01","151000","1.002","Various","","","","","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-1-906fbedd3817c829768ff518443f9670eef44aad","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-0-a9c4aacb9f94e1ff936b7eb9b9342e50d01f0b5f"
"2015","See End Item P-5A","2016-01","2016-01","157000","1.002","Various","","","","","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-2-fe0bebf276028d4aeb4492b20b5dcf9ff011005d","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","e9ca57a23695a90ae97ab8bcb4c93e3128cd4d62-0-a9c4aacb9f94e1ff936b7eb9b9342e50d01f0b5f"
"2013","See End Item P-5A","2013-01","2014-08","7698.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-cfe5d99d3869a9fa9d3567b258aa552d8c666aa3","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-248df5a2e59ba81244363aaabcaf24a6877da1a5"
"2014","See End Item P-5A","2014-01","2015-08","6999.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-6f3bc1b87f26cb2f8539dd0e52afba5790173aa0","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-248df5a2e59ba81244363aaabcaf24a6877da1a5"
"2015","See End Item P-5A","2015-01","2015-01","7018.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-72752e844d093e30869d9275ffea18a3b8e04df2","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-248df5a2e59ba81244363aaabcaf24a6877da1a5"
"2013","See End Item P-5A","2013-01","2014-03","1537.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-0fe48a5fc2749f5ec62fd1cd373d853109698b40","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-748550b31e9d496a633288a75baccbf60562ffa7"
"2014","See End Item P-5A","2014-01","2015-03","905.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-fd8e4190b7eeaafe8e25604b3790e601bdf0fc8b","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-748550b31e9d496a633288a75baccbf60562ffa7"
"2015","See End Item P-5A","2015-01","2015-01","905.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-2395764432fbbb54333a7c5862af9f5a0500f3e7","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-748550b31e9d496a633288a75baccbf60562ffa7"
"2013","See End Item P-5A","2013-01","2014-01","289.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-581489180820d6fbaf1ed940a83a6389eda86f70","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-6a253fa2d5a8915b9aedb49f7be1692d2674d7eb"
"2014","See End Item P-5A","2014-01","2015-01","170.00","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-0e64ba962907cc860c87518ee7e9e98d7e1e3a43","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-6a253fa2d5a8915b9aedb49f7be1692d2674d7eb"
"2015","See End Item P-5A","2015-01","2015-01","170.00","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-f886debea8321583a4f916fd614ea8767656c156","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-6a253fa2d5a8915b9aedb49f7be1692d2674d7eb"
"2013","See End Item P-5A","2013-01","2014-07","4705.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-17792b0456518cf02187e2821548e6173b11c7e2","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-3-7ed1c96edc3587539bd55f99722191016a70d670"
"2014","See End Item P-5A","2014-01","2015-07","8533.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-aea643c5149b1b20c6310c6f997d4e781170ee06","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-3-7ed1c96edc3587539bd55f99722191016a70d670"
"2015","See End Item P-5A","2015-01","2015-01","8533.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-1af5a2719543a39487a0ba8d1fcb5c0dcfed9b64","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-3-7ed1c96edc3587539bd55f99722191016a70d670"
"2013","See End Item P-5A","2013-01","2014-02","2628.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-120d0772c2176c05fa44dc47e6d3b1275c49d23a","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-4-1c38f659036e998546f5b5bc2fcd2ff203b94e8d"
"2014","See End Item P-5A","2014-01","2015-02","1548.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-fb11a29f993a3266473a54c8a4b670783c9042c5","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-4-1c38f659036e998546f5b5bc2fcd2ff203b94e8d"
"2015","See End Item P-5A","2015-01","2015-01","1548.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-399c496203aea9530948d190b1dacef45430e45c","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-4-1c38f659036e998546f5b5bc2fcd2ff203b94e8d"
"2013","See End Item P-5A","2013-01","2013-11","597.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-d44a377df9702b0714244f0c69b0d0ae8913f290","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-5-b553bf732bf8d7e02ec29d4a42d044681949f4db"
"2014","See End Item P-5A","2014-01","2014-11","351.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-5fb2ca19ccc7b52d9d45dda04e5beb2e19b8b3f7","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-5-b553bf732bf8d7e02ec29d4a42d044681949f4db"
"2015","See End Item P-5A","2015-01","2015-01","351.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-9cc39e57b51219d148f8a108aa5fb71e9bf3e2a7","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-5-b553bf732bf8d7e02ec29d4a42d044681949f4db"
"2013","See End Item P-5A","2013-01","2014-02","1555.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-12693f94bf51e34e8f022b38f29a998db78491bb","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-6-801ec9e1ff245aed2a6789b44fa62bee3c247e91"
"2014","See End Item P-5A","2014-01","2015-02","916.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-11313ccc87d69d51faa04b30a3a78e7ba326c7d9","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-6-801ec9e1ff245aed2a6789b44fa62bee3c247e91"
"2015","See End Item P-5A","2015-01","2015-01","916.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-04c41601b4b07823db935505428129b7f28806c9","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-6-801ec9e1ff245aed2a6789b44fa62bee3c247e91"
"2013","See End Item P-5A","2013-01","2013-12","922.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-0-7c00a1119960e6a8763f9e0632639d8e209e1ed3","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-7-1f5628a3848d8a430b04f2a5ab067816b2b7fd1f"
"2014","See End Item P-5A","2014-01","2014-12","543.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-1-21e00f8c9d645b2fe7816dc5dae7ee6486860725","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-7-1f5628a3848d8a430b04f2a5ab067816b2b7fd1f"
"2015","See End Item P-5A","2015-01","2015-01","543.000","1","Various","","","","","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-2-65d1c991a18fe9fb9b66e6dcec41e461fe4fcf37","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","fa4b6f4e8dda0cb518b142d84e74b9dabfc616a9-7-1f5628a3848d8a430b04f2a5ab067816b2b7fd1f"
"2014","See End Item P-5A","2015-01","2016-01","35","3280.156","Various","","","","","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-0-3c1a075f9884df582c7441a54b779a41681e0037","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-0-e778717dd2eaa6fce8e7620f331b2206bcde772c"
"2015","See End Item P-5A","2016-01","2017-01","35","3280.156","Various","","","","","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-1-daf6ec664721d65936207fb72c412160bc3dc436","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-0-e778717dd2eaa6fce8e7620f331b2206bcde772c"
"2016","See End Item P-5A","2017-01","2017-01","64","3280.156","Various","","","","","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-2-887a3a1a94bccbe7cf7b5bd3f5bf01d473c971d5","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","70e36c9e7bfb0bef1dbc440eb6d4aef5583e5c5a-0-e778717dd2eaa6fce8e7620f331b2206bcde772c"
"2014","See End Item P-5A","2014-01","2015-08","6.999","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-8de66d63714e6f71a370b922eed0bfc297d618a2","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-0-cf2d6e403c7e95a997816ed3efc3c04db1f48e9e"
"2015","See End Item P-5A","2015-01","2016-08","7.018","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-481eddb9cc580af758b8e5af18652c6fe496312e","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-0-cf2d6e403c7e95a997816ed3efc3c04db1f48e9e"
"2014","See End Item P-5A","2014-01","2015-03","0.905","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-686300b14a72bd9968603255a62dce682022825a","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-1-cb75270ab86d970c5dcc28a20bbfaad8ef346229"
"2015","See End Item P-5A","2015-01","2016-03","0.905","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-6844ddf5d22de9767814be17a999f52f73c5db8c","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-1-cb75270ab86d970c5dcc28a20bbfaad8ef346229"
"2014","See End Item P-5A","2014-01","2015-01","0.17","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-2d0d5b3cd6a11d06036bd2fde67f7568a9843c1a","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-2-3fa63d0408e19807b52d63a60e05b55be77d647d"
"2015","See End Item P-5A","2015-01","2016-01","0.17","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-1-6d6eb6271fd7592803ac173052a8be8305aeaabc","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-2-3fa63d0408e19807b52d63a60e05b55be77d647d"
"2014","See End Item P-5A","2014-01","2015-07","8.533","0","Various","","","","","89581807cca3bab89e4477f9117aeba78bad7332-0-7b23ef8a4244309f5c71946008e0986d591cd855","89581807cca3bab89e4477f9117aeba78bad7332","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.Other.APCostElement","89581807cca3bab89e4477f9117aeba78bad7332-3-9ef4c864522fb0ba3b19967e352474f4680832a7"
