"Title_val","ScheduleDetailList_ScheduleDetail","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Proj 3187","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-752e177c55a192736de0cd32fec0153c70f71e07-0-2fadb3231996beb4738cb0ab3dfe7cb91aaefb9b","752e177c55a192736de0cd32fec0153c70f71e07-0-0e9b9dde767d9d3cda39a00a0cf202bcb790fbf5","752e177c55a192736de0cd32fec0153c70f71e07","root.record.ProjectList.Project","752e177c55a192736de0cd32fec0153c70f71e07-1-eba8ba55b5aef1351ccac9596a30f843281f496c"
"Proj 3188","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-752e177c55a192736de0cd32fec0153c70f71e07-0-fb14e26800c329f0ec48395ba6ca25edad3ecdd7","752e177c55a192736de0cd32fec0153c70f71e07-0-8820120845d0f53628dee1518205fc399f5539d8","752e177c55a192736de0cd32fec0153c70f71e07","root.record.ProjectList.Project","752e177c55a192736de0cd32fec0153c70f71e07-2-3ffa4fd35523bcc7a2f6549ee4b353f6240bc17d"
"Proj 3232","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-752e177c55a192736de0cd32fec0153c70f71e07-0-55d99e25217e4e332830bb85a3135dcdb2550159","752e177c55a192736de0cd32fec0153c70f71e07-0-912eea9a3453f298b6154998c0bf7d8a838f2f5e","752e177c55a192736de0cd32fec0153c70f71e07","root.record.ProjectList.Project","752e177c55a192736de0cd32fec0153c70f71e07-3-db56790d86fdcf6e9c448c8c57ef6a2528b0fed1"
"Proj 3301","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-752e177c55a192736de0cd32fec0153c70f71e07-0-0efa7b2c3a9175482e97f187ac777d388e63955c","752e177c55a192736de0cd32fec0153c70f71e07-0-6750f328b78958c788791543854ac25976d79a82","752e177c55a192736de0cd32fec0153c70f71e07","root.record.ProjectList.Project","752e177c55a192736de0cd32fec0153c70f71e07-4-ac7de558f9db02c8309e498130b45e7b94b495f4"
"V-22","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-75750d0eb8d46963c706afba2185067fadddc077-0-957d487f8b9de996545a81b2b863aab79f0b5da3","75750d0eb8d46963c706afba2185067fadddc077-0-37b5e923c5be85f9a15b7d4ac4f1b710283a369c","75750d0eb8d46963c706afba2185067fadddc077","root.record.ProjectList.Project","75750d0eb8d46963c706afba2185067fadddc077-0-7c7afcbfed563943638e6e1a41a181e620154af4"
"Proj 2144","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7624babe55ec3025a5793f0d1b6063dcee97293e-0-fb27b260f543ea500afbf04e608a3b7d94ecb648","7624babe55ec3025a5793f0d1b6063dcee97293e-0-f8fd9a3faf01a933d18f3627cf96349625195f16","7624babe55ec3025a5793f0d1b6063dcee97293e","root.record.ProjectList.Project","7624babe55ec3025a5793f0d1b6063dcee97293e-1-bb3cbc7e1921ff052c6f2e37510f6c811aa29de6"
"Proj 2356","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7624babe55ec3025a5793f0d1b6063dcee97293e-0-05a3d662d9c7000e7b86e5d9d07bf30ea0e3d05c","7624babe55ec3025a5793f0d1b6063dcee97293e-0-46c65e9fde768c29e5bb9a4cc9c11d04a381a7f2","7624babe55ec3025a5793f0d1b6063dcee97293e","root.record.ProjectList.Project","7624babe55ec3025a5793f0d1b6063dcee97293e-2-785eee7fa2fb972d29c05b6ba7c909d834931739"
"Experimentation Efforts","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7624babe55ec3025a5793f0d1b6063dcee97293e-0-c00bbc637c557d0ad3ec60a09797928ff8c759ee","7624babe55ec3025a5793f0d1b6063dcee97293e-0-ea9d74b4bd06fa134a046cdaf1e8d86868baff43","7624babe55ec3025a5793f0d1b6063dcee97293e","root.record.ProjectList.Project","7624babe55ec3025a5793f0d1b6063dcee97293e-3-47547176efb502fef227ebdc1ef7eb726931e81c"
"Fleet Experimentation Efforts","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7624babe55ec3025a5793f0d1b6063dcee97293e-0-505abf668ea26893215fa94c8852162abc33f1b1","7624babe55ec3025a5793f0d1b6063dcee97293e-0-727891e074161f926835b9b0aed43ad300c86b72","7624babe55ec3025a5793f0d1b6063dcee97293e","root.record.ProjectList.Project","7624babe55ec3025a5793f0d1b6063dcee97293e-4-f5df3c299d2c78df5653d788a72241a62a66961e"
"Information Warfare System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7757a87e3c624865d3cb781b874e8109cd6ecc89-0-f5ed02426b89ef1c429565d85394368caffb24cf","7757a87e3c624865d3cb781b874e8109cd6ecc89-0-170f39a549c9ecfac4578fce4c99851461939699","7757a87e3c624865d3cb781b874e8109cd6ecc89","root.record.ProjectList.Project","7757a87e3c624865d3cb781b874e8109cd6ecc89-0-972ca5ed859023c2299ddffa59bc8864ea103a5b"
"Tactical Control System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-776d80cf9b473345418ccdd0820a8ed9be0b80a2-0-9a04ebb022f06899490b779749a5efb65ff99c91","776d80cf9b473345418ccdd0820a8ed9be0b80a2-0-2e8a82d8408d4c3241629430d5834c74dc720aa5","776d80cf9b473345418ccdd0820a8ed9be0b80a2","root.record.ProjectList.Project","776d80cf9b473345418ccdd0820a8ed9be0b80a2-0-63aec502c2360ac1b5478751deb36da765d731a8"
"Next Generation Jammer","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-78b5ba22b8c790201efa3f524d33139ccb46f884-0-49a4539e4e6804d0f588f6aa89f220dfdde61a62","78b5ba22b8c790201efa3f524d33139ccb46f884-0-6e7acf229e9484879bf99e18c3d6c4e1dc0c224a","78b5ba22b8c790201efa3f524d33139ccb46f884","root.record.ProjectList.Project","78b5ba22b8c790201efa3f524d33139ccb46f884-0-897cb5a4878a07e5e77c57c35d30f946903391eb"
"Joint Standoff Weapon","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7921c5507ba0feb311a00e2129ce0a8c29491d4f-0-bbefe9f8912aa1fb1a7b12f7b47793d65fc7237b","7921c5507ba0feb311a00e2129ce0a8c29491d4f-0-2b84b06fa9a116ab82c2465ca173cf5e2bae9eb9","7921c5507ba0feb311a00e2129ce0a8c29491d4f","root.record.ProjectList.Project","7921c5507ba0feb311a00e2129ce0a8c29491d4f-0-83f58dfba7b4a880cd5167a55288a49072a39932"
"Proj 0021","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-0f3d2165497c4b7acbfb91887c51fe4dccbe06b5","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-0642fdcd649290a2cdefc09fb54d4f290bbd7932","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-2d025ec8813e4fb89a6318a416a1c37ab1ef72d0"
"LAV Anti-Tank System","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-545c998d7749a879f17c45e31473d40e0c20d087","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-3959a8ef1b939fa551758eaa3cc4d5d07f2d8dbe","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-1-b00a9d91098f9bb1829aee3c53a995bdc30873a8"
"LAV Survivability Upgrades (Advanced Suspension)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-1-04f47b4207aaaae44501c8979c2d0ae650bc964f","793564c6c9d4a81eef2f6af1aebcadba133a52d8-1-1d77dbcd415faaf6af7aefb5994fc6ce59f96df9","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-1-b00a9d91098f9bb1829aee3c53a995bdc30873a8"
"Proj 1901","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-aad37b387496800f42652f423f3e1233d4f27ff4","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-7085629c4832b95b8b8dd637d1ae10ec755c5e8e","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-2-091801f6eeb3bc6da1838ed1814634563cd8ca25"
"Proj 2315","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-abb89ab0a7ef051c5e02cae20fb1f220009d9753","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-a54b254767926c5d42d559227cb58d841082e3b7","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-6-a723f4944a9105aead866f6d9585092566085343"
"Proj 2928","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-9694307edddd7345df051215798e68677373405f","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-7b48039991e5902a7a6a7267b755b136714f3944","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-9-1a05855c41c803cbdc3465858dbec869fad5208f"
"Proj 3098","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-b040ad02102150f8ebe3139bbeba0703b3eebd98","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-85a110da1be58daa85863366ea0d08905ea8d4fb","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-10-36318251462e9b05ddd8575ad48d17f414bfb5a6"
"Proj 9C85","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-e9489df8f9482614f086d92a805b3e4d8486f033","793564c6c9d4a81eef2f6af1aebcadba133a52d8-0-f7a26534acea116e823ca0a5b85e2f6f6c9fb409","793564c6c9d4a81eef2f6af1aebcadba133a52d8","root.record.ProjectList.Project","793564c6c9d4a81eef2f6af1aebcadba133a52d8-12-6127b7f099e4141b37b6abcd12ae9b8020b3bfec"
"Proj 2270","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-f4a009b37b09e1ebfb23e978dbb1865e862cd854","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-5b9999cb02e2890320b5b0b7cbc9aa3a4a9f7e3f","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-3809265167773e4107da2cffafacb81694bc69c9"
"Proj 2273","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-a60909c2c15491fed91ee1f49e475adbe364c88d","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-a3eb9f48e3cf93d518c46d2a6689997766276d84","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-1-fcb502af851a55af952ef6288c05c2b509cf9a2d"
"Proj 2274","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-d8b8f68817269e417ce6866c2879d7b3f8eb506a","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-c1a7604165ac200c2bfe83aa9173c48459082763","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-2-9e29fc93df3c7f1ae501049dfded6c6f783fd812"
"Proj 2275","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-cc612e4bbade8806fdf191c70e3a24e9032ca193","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-e2fcee217fa57c05749c37d50bf3398e99394614","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-3-be692a6e8f0b8fe30de70d0be4d0e068cf5e7434"
"Proj 2276","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-a29801ebee814833c425b9f7fef674c201f99a13","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-7b3c8f41b4c843cd5fa6cbff48eacf267d71e1f4","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-4-a4a0d9b49b8d50d02a0de8e50ed895d7332a40eb"
"Proj 2278","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-54d5544e2607c825418ba9605288d9c1cfeb32ae","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-24ef7ae2b2f5a1ef1a475b47b1f9dd8a1eb4c5c5","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-6-fd6d1181bec1bf27b5de88b4700476988fbaa9af"
"Proj 2510","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-383b0b31879cc44865e391e4e42ac2650cc5d59f","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-f3aedc2e7855b039cbe48bf1fdf8cb4adfe48344","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-7-78079c08ad01e4846e8dbe30ff2ff18821f282bf"
"Proj 3099","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-4128c851a9815a217f8f4291341d71fae06feba5","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-60a564b4a7b708a3a89a0d5ef9a492c77d953882","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-8-482b7a349578d38c6307985fe6ee485e735ae602"
"Proj 9C89","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-32061f54ac3a7aa17502562a9dfd45c5ad5d7815","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-0-d164719c74e1d3d7a1b9bcaaff59521fd96c3cae","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5","root.record.ProjectList.Project","7b232ab30fd8e855bf62a9e6a8dfeb0e3da331c5-9-a92eb16cc620b18716ee3ec24a96010259eb6678"
"JEDMICS","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b53833fc82e63c2e6747a4c237670045f88879e-0-eaef68bce9d15ec6cef711aadced45c0cc0d13da","7b53833fc82e63c2e6747a4c237670045f88879e-0-999b978aa59e29e5817e51f3d16a0d6a047a0a69","7b53833fc82e63c2e6747a4c237670045f88879e","root.record.ProjectList.Project","7b53833fc82e63c2e6747a4c237670045f88879e-0-1eac49bcfab2f7ff0d2e2530529c248c48f9ba51"
"Navy Pal cashless payment system","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7b53833fc82e63c2e6747a4c237670045f88879e-0-24496749d9e8eaacc02c78171dee4fa52cb894c2","7b53833fc82e63c2e6747a4c237670045f88879e-0-80e77b0e04c89e457c4afc66cb503db0f60b060c","7b53833fc82e63c2e6747a4c237670045f88879e","root.record.ProjectList.Project","7b53833fc82e63c2e6747a4c237670045f88879e-1-3a8932ae5f799ab96adf8fe328bb851d20854b75"
"METOC Future Mission Capabilities (FMC)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-c39a0f4a99b1da3504c578ca52f867cd97999bf0","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-3d3d5822cbcf133d63dab929470fb385aa6ad82e","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-f5c1058aa3c159925545469f7d3ad2ce07d15c4c"
"METOC Future Mission Capabilities (FMC)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-542ca8829d7f108d9a8a3992980024ffacc10677","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-b3c9b6f44fddf46540f892befd6b1fd532b529c9","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-f276c6f37d5bacf81634fb07168345d1f8478ff5"
"METOC Space-Based Sensing Capabilities","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-654351facda995a2d7c52a2a6c44312638a1cf17","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-cdad6760d7f5b27273608820a7dec76cb64d4524","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-f276c6f37d5bacf81634fb07168345d1f8478ff5"
"Tactical Oceanographic Capabilities (TOC) / Undersea Warfare (USW)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-2-c03ef2d7e79a65c3b184e38d4343b3c1962380dc","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-2-35d379632b575af7af20457be81c08c35d5ec8da","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-f276c6f37d5bacf81634fb07168345d1f8478ff5"
"Tactical Oceanographic Capabilities (TOC) / Undersea Warfare (USW) - (Cont.)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-3-07f8a986b3e172670e1c5e698d4d853e71683789","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-3-02f2d7780509de49105c62e4a0dd693d6c94419e","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-f276c6f37d5bacf81634fb07168345d1f8478ff5"
"Metoc Data Assimilation and Mod Future Mission Capabilities (ESPC)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-4-9b57da3415f3aca8376d3b7795d34bbee6c35ca9","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-4-2bd82defc8aec55a7684c759543941b3c76dccbf","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-1-f276c6f37d5bacf81634fb07168345d1f8478ff5"
"Naval Integrated Tactical Environmental System Next Generation (NITES-Next)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-f331b33f8acb2919eb04693cf88238f728589c8d","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-078aa00332fbd26af2083f459986acdfc7020689","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-2-575383f3653246f33566f4a53aa21a7cbddf7df0"
"Precise Timing and Astronomy (PTA)","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-cfc1f8beb5cc18e17bd016fb3589d2719877a919","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-dca7d1dad14d45a54263e42a53e20a61f008ad3c","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-3-fb8d27d1dcf813d0b83fbf84f1e7bdcc9bdc7dd3"
"Proj 3207","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-4e7408d348907e7e545a74ca7e83944d56e4752a","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-2f636140c57dfb0bcc0d1c70f082013c8617804d","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-4-42b9872492b0ea83e7e33a85a5ecfae4c77e3622"
"Proj 3229","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-3ee33164c0e16f3239a527cd82d59eba3f72b305","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-0-8512d49025a95bc951877ff60e0e2b814c39017d","7dd7abc1fb206d25fc05f8bc16caaa146d3df822","root.record.ProjectList.Project","7dd7abc1fb206d25fc05f8bc16caaa146d3df822-5-b1b881e5593c38ebc6ed37ef710fa9ff66b64641"
"JAGM","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-7ee56ea7bb68afe106d61c6ffdc9abc69c3438bd-0-d2083320c992d764a39ff4f3f77229c6daaf1d81","7ee56ea7bb68afe106d61c6ffdc9abc69c3438bd-0-9ecdf13655e2345027c32658bf9c46c60f99937f","7ee56ea7bb68afe106d61c6ffdc9abc69c3438bd","root.record.ProjectList.Project","7ee56ea7bb68afe106d61c6ffdc9abc69c3438bd-0-4c3bc0d357693f77206eefa1bf8cecc3c214cf0b"
"HARM IMPROVEMENT","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-f4356cf8c397ed031bbc15e2bd61e63050dd6cc1","814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-1483e685de964dcfe8fbedb61cb68f5d71c63668","814c93301711ef25d45ab9b7cc71fcaf4a331e85","root.record.ProjectList.Project","814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-a2bd5a3af8a40137a2dcf62b9d738ee20f1c6a9c"
"AARGM","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-196e2f2da8030c99d3d9dc1d954e57c98bd3b21b","814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-aa5da76b513f4978a1c46b32254b621951bb175d","814c93301711ef25d45ab9b7cc71fcaf4a331e85","root.record.ProjectList.Project","814c93301711ef25d45ab9b7cc71fcaf4a331e85-1-6f2d7ef45922c1189d4d308a7448874cb74257fe"
"Digital Rocket Launcher (DRL) & MEDUSA JCTD","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-67dc99609b36d4f2bcbcdfd357dfd6563571f17a","814c93301711ef25d45ab9b7cc71fcaf4a331e85-0-a7a5fd489114fdc7c9e3e6ece56a4472089de9d8","814c93301711ef25d45ab9b7cc71fcaf4a331e85","root.record.ProjectList.Project","814c93301711ef25d45ab9b7cc71fcaf4a331e85-3-ce59203c2779395f02c80f4bc9d6078fd4c717cd"
"Proj 0201","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-823bf6203b5abd449d50b79588ae781af009aa54-0-195d3df255de558fb88a07a29085a21de043510f","823bf6203b5abd449d50b79588ae781af009aa54-0-7843a5a0e34753ef2329cd6d5cc6b81a5daff50b","823bf6203b5abd449d50b79588ae781af009aa54","root.record.ProjectList.Project","823bf6203b5abd449d50b79588ae781af009aa54-0-4f92a054f1c5d0f81a3f68b85728eada819b1146"
"Proj 2316","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-823bf6203b5abd449d50b79588ae781af009aa54-0-605466d9cccaba7f4a6c1bc44a29290c0131b028","823bf6203b5abd449d50b79588ae781af009aa54-0-952e28cecca4e7f852c3d9dfad2c3c9f1789d9d2","823bf6203b5abd449d50b79588ae781af009aa54","root.record.ProjectList.Project","823bf6203b5abd449d50b79588ae781af009aa54-1-61a0f868d1cae7e5a1cc911fcfd0058ccfee9d25"
"HYBRID GENERATOR","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-823bf6203b5abd449d50b79588ae781af009aa54-0-fe0c682d2ac2a517769a598cbcdf2529c75b10e6","823bf6203b5abd449d50b79588ae781af009aa54-0-03b42b04dee7621e4cdc3b06c973c81c74545e3e","823bf6203b5abd449d50b79588ae781af009aa54","root.record.ProjectList.Project","823bf6203b5abd449d50b79588ae781af009aa54-3-23517171a35166824b3a96c85bf8a67f27abc9c1"
"POWER DISTRIBUTION","root.record.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule.ScheduleDetailList-823bf6203b5abd449d50b79588ae781af009aa54-1-a8a9217ed365cfbae75bd708cb552ce9c7fa2525","823bf6203b5abd449d50b79588ae781af009aa54-1-33674d55e8fe22945443c45ef960d350b8b3dc58","823bf6203b5abd449d50b79588ae781af009aa54","root.record.ProjectList.Project","823bf6203b5abd449d50b79588ae781af009aa54-3-23517171a35166824b3a96c85bf8a67f27abc9c1"
